"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Mucker Lab","Younity","3,540,000","seed","2013-08-12","Details",""
"2","Techstars","DoPay","2,750,000","seed","2015-04-30","Details",""
"3","Y Combinator","Memebox","11,920,000","venture","2014-07-01","Details",""
"4","AngelPad","TapFwd","","seed","2014-06-19","Details",""
"5","Amplify.LA","Gem","1,300,000","seed","2015-04-02","Details",""
"6","Amplify.LA","Gem","2,000,000","seed","2014-09-17","Details",""
"7","Media Camp","Chute","2,700,000","seed","2012-07-24","Details",""
"8","AngelPad","TapFwd","3,000,000","seed","2016-10-04","Details",""
"9","Y Combinator","Memebox","17,500,000","venture","2015-01-30","Details",""
"10","Techstars","Cuvva","1,500,000","seed","2017-01-25","Details",""
"11","Y Combinator","Chute","2,700,000","seed","2012-07-24","Details",""
"12","Y Combinator","Deako","3,500,000","venture","2016-06-30","Details",""
"13","The Alchemist Accelerator","BrightFunnel","2,250,000","seed","2014-10-09","Details",""
