"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Amplify.LA","Squabbler","","seed","2013-02-15","Details",""
"2","Amplify.LA","Invested.in","830,000","seed","2012-11-01","Details",""
