"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Roost","1,200,000","seed","2015-07-01","Details","Exited"
"2","9Mile Labs","Unoceros","25,000","seed","2015-12-11","Details",""
