"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Le Camping","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"2","Techstars","SketchFab","7,000,000","venture","2015-06-16","Details",""
