"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Ginger.io","1,700,000","seed","2011-10-01","Details",""
"2","Y Combinator","E la Carte","35,000,000","venture","2014-09-24","Details",""
"3","Techstars","Placester","2,500,000","seed","2013-04-29","Details",""
"4","Amplify.LA","Estify","1,500,000","venture","2014-10-03","Details",""
"5","Techstars","Placester","5,500,000","venture","2014-04-22","Details",""
"6","Y Combinator","E la Carte","13,500,000","venture","2013-11-18","Details",""
"7","500startups","Bombfell","730,000","seed","2013-02-13","Details",""
"8","Y Combinator","EquipmentShare","5,500,000","venture","2016-05-25","Details",""
"9","Techstars","Placester","27,000,000","venture","2015-11-24","Details",""
"10","Techstars","ClassPass","2,000,000","seed","2014-03-31","Details",""
"11","Amplify.LA","Estify","","seed","2013-04-24","Details",""
"12","Y Combinator","EquipmentShare","26,000,000","venture","2017-01-24","Details",""
"13","Imagine K12","SchoolMint","2,200,000","seed","2014-09-19","Details",""
"14","Y Combinator","EquipmentShare","2,100,000","seed","2015-05-06","Details",""
"15","Techstars","Placester","15,000,000","venture","2015-04-07","Details",""
"16","Y Combinator","ZeroCater","4,099,999","venture","2016-08-17","Details",""
"17","Amplify.LA","Estify","974,000","seed","2013-09-27","Details",""
"18","Y Combinator","E la Carte","","seed","2010-07-02","Details",""
"19","Amplify.LA","Estify","6,300,000","venture","2016-09-26","Details",""
"20","Techstars","Ginger.io","6,500,000","venture","2012-11-28","Details",""
