"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Wayra","OptiWi-Fi","200,000","convertible_note","2014-06-01","Details",""
"2","Wayra","Popdeem","150,000","seed","2012-09-10","Details",""
"3","Wayra","Popdeem","500,000","seed","2014-05-21","Details",""
"4","Propeller Venture Accelerator","VideoElephant","1,400,000","seed","2016-08-01","Details",""
"5","Seedcamp","Profitero","750,000","venture","2011-12-18","Details",""
"6","Wayra","Hiri","1,000,000","seed","2016-06-09","Details",""
"7","Wayra","Popdeem","500,000","venture","2016-08-29","Details",""
"8","Startupbootcamp","Skynet Labs","283,000","seed","2012-12-01","Details",""
"9","Propeller Venture Accelerator","SwiftQueue","550,000","seed","2015-10-05","Details",""
"10","Propeller Venture Accelerator","SwiftQueue","50,000","seed","2012-02-23","Details",""
"11","Propeller Venture Accelerator","VideoElephant","1,100,000","seed","2012-12-01","Details",""
"12","Propeller Venture Accelerator","LikeWhere","50,000","grant","2014-01-10","Details",""
"13","Propeller Venture Accelerator","VideoElephant","1,000,000","seed","2014-10-23","Details",""
"14","SURGE","Skynet Labs","50,000","seed","2012-11-28","Details",""
"15","Nxtp.labs","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"16","Chinaccelerator","AYLIEN","580,000","venture","2016-03-06","Details",""
"17","Flashpoint","BISmark","350,000","seed","2013-09-26","Details",""
"18","Wayra","Trustev","3,000,000","seed","2013-10-30","Details","Exited"
"19","Propeller Venture Accelerator","billfaster","330,000","undisclosed","2011-12-07","Details",""
