"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","LaunchpadLA","Tradesy","30,000,000","venture","2015-01-27","Details",""
"2","Y Combinator","Iris Automations","500,000","angel","2015-03-06","Details",""
"3","Y Combinator","Iris Automations","","seed","2016-08-31","Details",""
"4","Y Combinator","LeadGenius","4,000,000","venture","2016-12-05","Details",""
"5","Y Combinator","Tagstand","1,100,000","seed","2011-10-14","Details",""
"6","The Alchemist Accelerator","zipongo","3,500,000","seed","2012-07-25","Details",""
"7","Y Combinator","LeadGenius","","seed","2012-06-01","Details",""
"8","Y Combinator","LeadGenius","10,000,000","venture","2016-07-27","Details",""
"9","RockHealth","Zipongo","3,500,000","seed","2012-07-25","Details",""
"10","Y Combinator","LeadGenius","6,000,000","venture","2014-10-08","Details",""
"11","500startups","Neighbor.ly","5,500,000","seed","2015-09-15","Details",""
"12","Y Combinator","Iris Automations","1,500,000","venture","2017-01-18","Details",""
"13","LaunchpadLA","Preact","750,000","seed","2013-03-01","Details","Exited"
"14","LaunchpadLA","Preact","4,600,000","seed","2014-04-18","Details","Exited"
"15","Techstars","StatMuse","10,000,000","venture","2015-04-01","Details",""
"16","LaunchpadLA","Tradesy","13,000,000","venture","2014-05-19","Details",""
"17","LaunchpadLA","Tradesy","1,500,000","venture","2012-10-24","Details",""
"18","Y Combinator","Earbits","605,000","seed","2011-06-17","Details","Exited"
