"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","The Yield Lab","Arvegenix","2,500,000","venture","2015-05-11","Details",""
"2","The Yield Lab","Arvegenix","2,400,000","venture","2017-03-22","Details",""
