"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","DreamIT Ventures","Slidebean","450,000","seed","2016-10-31","Details",""
"2","500startups","Slidebean","450,000","seed","2016-10-31","Details",""
