"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","TeamNote","41,250","undisclosed","2015-08-01","Details",""
"2","500startups","Shopline","41,250","undisclosed","2014-07-01","Details",""
