"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","OnSwipe","1,000,000","seed","2011-01-13","Details","Exited"
"2","Techstars","Testive","500,000","seed","2012-12-10","Details",""
"3","Techstars","Help Scout","435,000","seed","2011-10-08","Details",""
"4","Y Combinator","Rapportive","1,000,000","seed","2010-08-02","Details","Exited"
"5","fbFund","Life360","1,000,000","angel","2009-11-23","Details",""
"6","Techstars","Jebbit","500,000","angel","2013-02-01","",""
"7","Y Combinator","WeFunder","","convertible_note","2014-06-30","Details",""
"8","AngelPad","Buffer","400,000","angel","2011-12-20","Details",""
"9","Portland Incubator Experiment (PIE)","Little Bird","1,000,000","angel","2012-10-05","Details","Exited"
"10","Techstars","Testive","500,000","venture","2015-01-23","Details",""
"11","AngelPad","RolePoint","5,000,000","seed","2013-01-01","Details",""
"12","Y Combinator","Wakemate","","seed","2009-08-01","Details","Dead"
"13","Techstars","Libboo","1,100,000","seed","2012-10-03","Details",""
"14","Techstars","oneforty","135,000","angel","2009-10-05","Details","Exited"
"15","Techstars","CoachUp","2,700,000","seed","2012-11-14","Details",""
"16","Techstars","Stream","1,750,000","seed","2015-08-11","Details",""
"17","Techstars","Marginize","650,000","seed","2010-08-11","Details",""
