"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","LaunchpadLA","Triptrotting","1,000,000","venture","2012-03-08","Details",""
"2","Techstars","Flixmaster","4,398,376","venture","2013-01-23","Details",""
"3","LaunchpadLA","Triptrotting","500,000","venture","2012-05-22","Details",""
