"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Blueprint Health","RubiconMD","4,000,000","venture","2016-06-01","Details",""
"2","500startups","BidAway","1,500,000","venture","2016-06-22","Details",""
