"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Telnyx","1,000,000","seed","2014-09-12","Details",""
"2","Techstars","AddStructure","1,850,000","seed","2017-02-27","Details",""
"3","Techstars","SimpleRelevance","2,000,000","venture","2013-05-23","Details","Exited"
"4","Y Combinator","Popular Pays","200,000","seed","2013-10-01","Details",""
"5","Excelerate Labs","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"6","Y Combinator","Popular Pays","2,000,000","venture","2015-07-23","Details",""
"7","gener8tor","ABODO","1,250,000","venture","2014-07-30","Details",""
"8","gener8tor","ABODO","923,000","venture","2015-04-27","Details",""
"9","Excelerate Labs","SpotHero","4,500,000","venture","2014-06-11","Details",""
