"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Mucker Lab","Emailage","5,674,970","venture","2016-04-13","Details",""
"2","Y Combinator","Apptimize","2,100,000","seed","2014-01-22","Details",""
