"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Mucker Lab","Panjo","4,600,000","venture","2015-11-12","Details",""
"2","Y Combinator","WayUp","7,800,000","venture","2015-04-30","Details",""
"3","Y Combinator","Your Mechanic","24,000,000","venture","2016-03-01","Details",""
"4","Techstars","Zipline","1,500,000","convertible_note","2011-12-10","Details",""
"5","Y Combinator","Quartzy","1,200,000","seed","2012-02-23","Details",""
"6","Y Combinator","WayUp","18,500,000","venture","2017-03-23","Details",""
"7","AngelPad","Boomtrain","12,000,000","venture","2015-10-13","Details",""
"8","Y Combinator","Le Tote","8,800,000","venture","2015-02-05","Details",""
"9","Y Combinator","Couple","4,200,000","seed","2012-05-02","Details","Exited"
"10","500startups","Studypool","1,200,000","seed","2015-03-06","Details",""
"11","Techstars","Plated","","seed","2013-03-12","Details",""
"12","Y Combinator","Quartzy","4,000,000","venture","2013-07-02","Details",""
"13","Y Combinator","WayUp","968,000","seed","2014-09-18","Details",""
"14","Imagine K12","ClassDojo","1,600,000","seed","2012-01-31","Details",""
"15","Y Combinator","Le Tote","15,000,000","venture","2015-11-19","Details",""
"16","Techstars","Plated","","seed","2014-02-05","Details",""
"17","Mucker Lab","Panjo","1,600,000","seed","2013-07-23","Details",""
"18","Techstars","Plated","1,400,000","seed","2013-05-09","Details",""
"19","Techstars","Plated","5,000,000","venture","2014-01-06","Details",""
"20","Y Combinator","Payable","2,100,000","seed","2015-08-05","Details",""
"21","Techstars","Plated","","seed","2013-04-02","Details",""
"22","Techstars","Plated","15,000,000","venture","2014-08-09","Details",""
