"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Seedcamp","Maily","700,000","seed","2014-10-01","Details",""
"2","Y Combinator","Unbabel","5,000,000","venture","2016-10-31","Details",""
"3","Seedcamp","Codacy","500,000","seed","2013-11-20","Details",""
"4","Seedcamp","Codacy","1,100,000","seed","2015-10-16","Details",""
"5","Techstars","NomNom","218,000","undisclosed","2015-07-06","Details",""
