"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","DreamIT Ventures","Octane Lending","","venture","2016-04-13","Details",""
"2","500startups","Neighbor.ly","25,000,000","venture","2017-05-17","Details",""
"3","Y Combinator","TradeBlock","2,800,000","seed","2014-07-16","Details",""
"4","Y Combinator","WorldCover","100,000","convertible_note","2016-04-13","Details",""
"5","Techstars","Wunder","3,600,000","venture","2016-03-08","Details",""
