"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Communitech Hyperdrive","CreamHR","150,000","convertible_note","2013-07-07","Details",""
"2","500startups","Gymtrack","2,500,000","seed","2015-02-09","Details",""
"3","Highline","Food.ee","850,000","seed","2012-08-23","Details",""
"4","Amplify.LA","Battlefy","2,000,000","seed","2014-12-26","Details",""
"5","Highline","Wantering","540,000","seed","2012-09-01","Details","Exited"
"6","FounderFuel","CrowdMedia","150,000","convertible_note","2013-07-01","Details",""
"7","Amplify.LA","Battlefy","1,300,000","seed","2014-01-14","Details",""
"8","Highline","SunnyTrail","150,000","seed","2011-11-01","Details","Exited"
"9","FounderFuel","MyCustomizer","250,000","convertible_note","2012-11-01","Details",""
"10","Highline","Picatic","750,000","seed","2013-06-07","Details",""
"11","Techstars","Pitstop","800,000","seed","2016-07-08","Details",""
"12","500startups","Nobal Technologies","435,000","convertible_note","2016-02-16","Details",""
"13","FounderFuel","The Transit App","2,400,000","seed","2016-09-21","Details",""
"14","Y Combinator","Canopy Labs","1,500,000","seed","2012-12-13","Details",""
"15","Highline","Wantering","810,000","seed","2014-02-01","Details","Exited"
"16","Y Combinator","Validere","1,200,000","angel","2016-04-08","Details",""
"17","Highline","Granify","1,500,000","seed","2013-11-06","Details",""
"18","Y Combinator","Minuum","500,000","seed","2014-02-06","Details",""
"19","Techstars","Provender","150,000","seed","2013-08-19","Details",""
"20","FounderFuel","Login Radius","1,300,000","venture","2014-02-12","Details",""
"21","FounderFuel","PACTA","300,000","undisclosed","2015-09-15","Details",""
"22","FounderFuel","Openera","250,000","seed","2012-12-07","Details","Exited"
"23","500startups","Rover","1,100,000","seed","2016-05-24","Details",""
"24","Highline","Granify","","undisclosed","2012-08-01","Details",""
"25","LaunchpadLA","Listn","500,000","seed","2013-11-05","Details","Exited"
"26","Highline","MyShoebox","1,200,000","seed","2014-04-30","Details",""
"27","FounderFuel","Listn","500,000","seed","2013-11-05","Details",""
"28","Highline","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
"29","FounderFuel","ooomf","500,000","seed","2012-09-05","Details",""
