"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Tutum","2,650,000","seed","2014-08-19","Details","Exited"
"2","Y Combinator","Eight","5,000,000","venture","2017-01-24","Details",""
"3","Y Combinator","Eight","5,000,000","venture","2017-01-24","Details",""
"4","Amplify.LA","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"5","Techstars","IrisVR","1,625,000","seed","2015-07-07","Details",""
"6","Y Combinator","Le Tote","8,800,000","venture","2015-02-05","Details",""
"7","Y Combinator","Eight","6,000,000","seed","2016-03-02","Details",""
"8","Amplify.LA","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"9","Techstars","IrisVR","8,000,000","venture","2016-10-25","Details",""
"10","Communitech Hyperdrive","PumpUp","2,400,000","seed","2014-07-25","Details",""
"11","Y Combinator","Le Tote","15,000,000","venture","2015-11-19","Details",""
"12","Y Combinator","Le Tote","25,000,000","venture","2017-01-19","Details",""
"13","Amplify.LA","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"14","Y Combinator","Eight","6,000,000","seed","2016-03-02","Details",""
"15","500startups","PredictionIO","2,500,000","seed","2014-07-17","Details","Exited"
