"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"31","PIE","Smart Mocha","18,000","seed","2013-10-11","Details","Dead"
"32","PIE","Stand In","","seed","2013-10-11","Details",""
"33","Nick Heyman","Lytics","2,200,000","seed","2013-08-09","Details",""
"34","Resonant Venture Partners","Orchestrate","3,000,000","seed","2013-05-21","Details","Exited"
"35","Voyager Capital","Lytics","7,000,000","venture","2014-10-22","Details",""
"36","Alan Wizemann","Lytics","2,200,000","seed","2013-08-09","Details",""
"37","500 Startups","Cloudability","8,700,000","venture","2012-07-12","Details",""
"38","Portland Seed Fund","Vadio","1,030,000","convertible_note","2016-09-09","Details",""
"39","Liquid2 Ventures","Cloudability","2,500,000","seed","2016-07-26","Details",""
"40","Chris Logan","Cloudability","8,700,000","venture","2012-07-12","Details",""
"41","Amplify.LA","Vadio","8,000,000","venture","2015-05-12","Details",""
"42","Foundry Group","Cloudability","8,700,000","venture","2012-07-12","Details",""
"43","Trinity Ventures","Cloudability","8,700,000","venture","2012-07-12","Details",""
"44","PIE","Little Bird","18,000","seed","2012-10-06","Details","Exited"
"45","Portland Seed Fund","Vadio","","venture","2013-12-16","Details",""
"46","Michael Goldfine","Vadio","750,000","venture","2012-11-01","Details",""
"47","The R-Group, LLC","Outdoor Project","2,000,000","venture","2017-02-21","Details",""
"48","Daniel Curran","Little Bird","626,119","venture","2015-02-12","Details","Exited"
"49","Fresco Capital","Little Bird","1,723,668","venture","2014-02-14","Details","Exited"
"50","Valence Ventures","Vadio","8,000,000","venture","2015-05-12","Details",""
"51","Amplify.LA","Vadio","2,000,000","seed","2014-08-14","Details",""
"52","Trinity Ventures","Cloudability","1,100,000","seed","2011-12-22","Details",""
"53","Rogue Venture Partners","AppThwack","600,000","seed","2013-03-01","Details","Exited"
"54","Mucker Capital","Vadio","8,000,000","venture","2015-05-12","Details",""
"55","Oregon Angel Fund","Outdoor Project","2,000,000","venture","2017-02-21","Details",""
"56","Portland Seed Fund","Vadio","8,000,000","venture","2015-05-12","Details",""
"57","10Branch","Cloudability","24,000,000","venture","2016-06-06","Details",""
"58","Social Starts","Little Bird","","venture","2015-06-01","Details","Exited"
"59","PIE","Cloudability","18,000","seed","2012-01-20","Details",""
"60","Rogue Venture Partners","Vadio","8,000,000","venture","2015-05-12","Details",""
"61","Portland Seed Fund","Cloudability","1,100,000","seed","2011-12-22","Details",""
"62","Techstars","Cloudability","1,100,000","seed","2011-12-22","Details",""
"63","Upstart Labs","AppThwack","600,000","seed","2013-03-01","Details","Exited"
"64","Oregon Angel Fund","Little Bird","1,723,668","venture","2014-02-14","Details","Exited"
"65","Merrick","Cloudability","1,100,000","seed","2011-12-22","Details",""
"66","Founders' Co-op","Vadio","750,000","venture","2012-11-01","Details",""
"67","Dharmesh Shah","Little Bird","1,000,000","angel","2012-10-05","Details","Exited"
"68","Marc Gieger","Vadio","750,000","venture","2012-11-01","Details",""
"69","Blaine Cook","Little Bird","1,000,000","angel","2012-10-05","Details","Exited"
"70","Wieden + Kennedy","Vadio","750,000","venture","2012-11-01","Details",""
"71","Portland Seed Fund","Droplr","259,999","seed","2014-05-05","Details",""
"72","Walden Venture Capital","Cloudability","1,100,000","seed","2011-12-22","Details",""
"73","Seven Peaks Ventures","Droplr","400,000","venture","2016-08-24","Details",""
"74","Menlo Park","Cloudability","2,500,000","seed","2016-07-26","Details",""
"75","Cascade Angels Fund","Droplr","400,000","venture","2016-08-24","Details",""
"76","Marker","Vadio","8,000,000","venture","2015-05-12","Details",""
"77","Radical Investments","Little Bird","1,000,000","angel","2012-10-05","Details","Exited"
"78","merrickhanna ventures","VendScreen","8,400,000","venture","2012-12-09","Details","Exited"
"79","PIE","VendScreen","","seed","2012-01-17","Details","Exited"
"80","PIE","Lytics","","seed","2012-10-08","Details",""
"81","PIE","Cloneless","20,000","seed","2013-10-11","Details",""
"82","3x5 Special Opportunity Fund","VendScreen","8,400,000","venture","2012-12-09","Details","Exited"
"83","merrickhanna ventures","VendScreen","17,800,000","venture","2014-01-22","Details","Exited"
"84","Rembrandt Venture Partners","Lytics","7,000,000","venture","2014-10-22","Details",""
"85","PIE","AppThwack","18,000","seed","2012-10-08","Details","Exited"
"86","Social Leverage","Little Bird","1,000,000","angel","2012-10-05","Details","Exited"
"87","Ben Kepes","Cloudability","1,100,000","seed","2011-12-22","Details",""
"88","Rogue Venture Partners","Vadio","750,000","venture","2012-11-01","Details",""
"89","Frontline Ventures","Orchestrate","3,000,000","seed","2013-05-21","Details","Exited"
"90","SK Ventures","Cloudability","8,700,000","venture","2012-07-12","Details",""
"91","TIE Angels Group Oregon","AppThwack","600,000","seed","2013-03-01","Details","Exited"
"92","EPIC Ventures","Orchestrate","1,200,000","venture","2014-09-12","Details","Exited"
"93","In-Q-Tel","AppThwack","600,000","seed","2013-03-01","Details","Exited"
"94","Rembrandt Venture Partners","Lytics","2,200,000","seed","2013-08-09","Details",""
"95","True Ventures","Orchestrate","3,000,000","seed","2013-05-21","Details","Exited"
"96","3x5 Special Opportunity Fund","VendScreen","17,800,000","venture","2014-01-22","Details","Exited"
"97","PIE","Teak (formerly Carrot)","20,000","seed","2013-10-11","Details",""
"98","Comcast Ventures","Lytics","7,000,000","venture","2014-10-22","Details",""
"99","Jascha Kaykas-Wolff","Lytics","2,200,000","seed","2013-08-09","Details",""
"100","Portland Seed Fund","Smart Mocha","","seed","2014-01-15","Details","Dead"
"101","PIE","Stublisher","","seed","2012-10-08","Details",""
