"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Springboard Angels","5minutes.to","10,000","seed","2012-03-19","Details",""
"2","Black Ocean","Tastebuds.fm","600,000","seed","2013-04-18","Details",""
"3","Playfair Capital","Birdback","2,400,000","venture","2014-02-06","Details",""
"4","Passion Capital","Birdback","2,400,000","venture","2014-02-06","Details",""
"5","Andreessen Horowitz","PagerDuty","43,800,000","venture","2017-04-13","Details",""
"6","SV Angel","PagerDuty","1,900,000","seed","2010-09-29","Details",""
"7","Baseline Ventures","PagerDuty","27,200,000","venture","2014-07-31","Details",""
"8","Springboard","Publification","20,000","seed","2011-06-30","Details",""
"9","Ballpark Ventures","Tray","600,000","angel","2012-11-01","Details",""
"10","Andy McLoughlin","Tray","600,000","angel","2012-11-01","Details",""
"11","Richard Fearn","Tray","600,000","angel","2012-11-01","Details",""
"12","Lumia Capital","PagerDuty","","secondary_market","2016-08-31","Details",""
"13","Passion Capital","Tray","600,000","angel","2012-11-01","Details",""
"14","Baseline Ventures","Apiary.io","1,630,000","seed","2013-09-17","Details","Exited"
"15","Credo Ventures","Apiary.io","1,630,000","seed","2013-09-17","Details","Exited"
"16","Northstar Ventures","Publification","100,000","seed","2011-12-23","Details",""
"17","Mosaic Ventures","Tray","5,000,000","venture","2016-11-17","Details",""
"18","Andreessen Horowitz","PagerDuty","10,700,000","venture","2013-01-31","Details",""
"19","Kima Ventures","Blottr","100,000","seed","2013-02-12","Details",""
"20","Luke Johnson","Birdback","2,400,000","venture","2014-02-06","Details",""
"21","Fabrice Grinda","Blottr","612,000","venture","2013-02-21","Details",""
"22","Startupbootcamp","Vidiowiki","15,000","seed","2012-07-01","Details","Dead"
"23","XG Ventures","Apiary.io","1,630,000","seed","2013-09-17","Details","Exited"
"24","Esther Dyson","Apiary.io","120,000","angel","2011-12-23","Details","Exited"
"25","Midven","PlayMob","500,000","venture","2012-03-08","Details",""
"26","Accel","Hassle.com (prev. Teddle)","6,000,000","venture","2014-05-08","Details","Exited"
"27","Benjamin Ling","PagerDuty","1,900,000","seed","2010-09-29","Details",""
"28","True Ventures","Tray","5,000,000","venture","2016-11-17","Details",""
"29","Baseline Ventures","PagerDuty","10,700,000","venture","2013-01-31","Details",""
"30","Harrison Metal","PagerDuty","27,200,000","venture","2014-07-31","Details",""
"31","Baseline Ventures","PagerDuty","43,800,000","venture","2017-04-13","Details",""
"32","Flybridge Capital Partners","Apiary.io","6,800,000","venture","2015-08-18","Details","Exited"
"33","Harrison Metal","PagerDuty","10,700,000","venture","2013-01-31","Details",""
"34","Accel","PagerDuty","43,800,000","venture","2017-04-13","Details",""
"35","AngelPad","Tray","2,200,000","seed","2015-04-16","Details",""
"36","Sarah du Heaume","Hassle.com (prev. Teddle)","255,000","venture","2013-04-16","Details","Exited"
"37","Firestartr","Tray","600,000","angel","2012-11-01","Details",""
"38","Flybridge Capital Partners","Apiary.io","1,630,000","seed","2013-09-17","Details","Exited"
"39","Andreessen Horowitz","PagerDuty","27,200,000","venture","2014-07-31","Details",""
"40","Tandem Capital","PagerDuty","1,900,000","seed","2010-09-29","Details",""
"41","Reflex Capital","Apiary.io","","venture","2016-09-01","Details","Exited"
"42","Tom Hulme","Tray","600,000","angel","2012-11-01","Details",""
"43","Harrison Metal","PagerDuty","1,900,000","seed","2010-09-29","Details",""
"44","AngelPad","Tray","600,000","angel","2012-11-01","Details",""
"45","David Pritchard","Hassle.com (prev. Teddle)","255,000","venture","2013-04-16","Details","Exited"
"46","Flybridge Capital Partners","Apiary.io","6,000,000","venture","2015-01-22","Details","Exited"
"47","Baseline Ventures","Apiary.io","6,800,000","venture","2015-08-18","Details","Exited"
"48","Redpoint","Tray","2,200,000","seed","2015-04-16","Details",""
"49","Springboard","Hassle.com (prev. Teddle)","23,000","seed","2012-04-02","Details","Exited"
"50","Neil Davidson","Apiary.io","120,000","angel","2011-12-23","Details","Exited"
"51","Credo Ventures","Apiary.io","6,800,000","venture","2015-08-18","Details","Exited"
"52","Bessemer Venture Partners","PagerDuty","43,800,000","venture","2017-04-13","Details",""
"53","True Ventures","Tray","2,200,000","seed","2015-04-16","Details",""
"54","Bessemer Venture Partners","PagerDuty","27,200,000","venture","2014-07-31","Details",""
"55","Harrison Metal","PagerDuty","43,800,000","venture","2017-04-13","Details",""
"56","Jesse Robbins","PagerDuty","10,700,000","venture","2013-01-31","Details",""
"57","Ventech","Hassle.com (prev. Teddle)","6,000,000","venture","2014-05-08","Details","Exited"
"58","Capital for Enterprise","PlayMob","750,000","undisclosed","2013-09-09","Details",""
"59","Venrex Investment Management","PlayMob","","venture","2014-04-01","Details",""
"60","Sarah du Heaume","PlayMob","125,000","angel","2011-04-01","Details",""
"61","Springboard","Knodium","35,000","seed","2012-04-01","Details",""
"62","Kima Ventures","Blottr","612,000","venture","2013-02-21","Details",""
"63","Paul Nikkel","Birdback","2,400,000","venture","2014-02-06","Details",""
"64","Webb Investment Network","PagerDuty","10,700,000","venture","2013-01-31","Details",""
"65","Y Combinator","PagerDuty","1,900,000","seed","2010-09-29","Details",""
"66","Springboard UK","The Backscratchers","15,000","seed","2012-04-15","Details",""
"67","Springboard","AdWings","15,000","venture","2011-05-01","Details","Dead"
"68","Playfair Capital","Blottr","612,000","venture","2013-02-21","Details",""
"69","Bill Liao","PlayMob","13,000","angel","2011-07-01","Details",""
"70","NESTA Investments","PlayMob","500,000","venture","2012-03-08","Details",""
