"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"30","Hax","Avidbots","25,000","seed","2014-05-12","Details",""
"31","SOSV","Dustcloud","30,000","seed","2014-03-07","Details",""
"32","SOSV","Syrmo","","venture","2015-05-12","Details",""
"33","Hax","Quitbit","50,000","seed","2014-01-23","Details",""
"34","SOSV","Vibease","","seed","2014-08-01","Details",""
"35","Samurai Incubate","Sassor","","seed","2010-10-02","Details",""
"36","SOSV","Shot Stats","","venture","2015-06-11","Details",""
"37","SOSV","Quitbit","50,000","seed","2014-01-23","Details",""
"38","Hax","Kindara","","seed","2016-11-03","Details",""
"39","Boston Seed Capital","Kindara","1,000,000","seed","2016-07-07","Details",""
"40","PV Ventures","Kindara","5,300,000","seed","2015-08-19","Details",""
"41","AIA Konica Minolta Digital Health Accelerator","Darma","","non_equity_assistance","2016-02-29","Details",""
"42","Hax","Niwa","50,000","seed","2014-01-08","Details",""
"43","62 Mile Ventures","Kindara","5,300,000","seed","2015-08-19","Details",""
"44","Hax","Notch","25,000","seed","2013-01-01","Details",""
"45","SOSV","Kindara","","seed","2016-11-03","Details",""
"46","FG Angels","Kindara","5,300,000","seed","2015-08-19","Details",""
"47","MVI (MENA Venture Investments)","Kindara","1,250,000","venture","2014-11-04","Details",""
"48","Crowdcube","Niwa","216,280","equity_crowdfunding","2016-12-29","Details",""
"49","HAXLR8R","Shaka","25,000","venture","2012-02-01","Details",""
"50","HAXLR8R","PortableScores","25,000","venture","2012-02-01","Details",""
"51","SOSV","Kindara","","convertible_note","2015-03-18","Details",""
"52","Shenzhen Capital Group","Makeblock","30,000,000","venture","2017-02-20","Details",""
"53","SOSV","Kindara","1,000,000","seed","2016-07-07","Details",""
"54","Marc Bell Ventures","Kindara","5,300,000","seed","2015-08-19","Details",""
"55","SOSV","Kindara","25,000","venture","2012-02-21","Details",""
"56","Hax","Helios","","venture","2015-09-25","Details",""
"57","Goodworks Ventures","Kindara","5,300,000","seed","2015-08-19","Details",""
"58","SOSV","Helios","","seed","2015-02-27","Details",""
"59","Hax","Kindara","25,000","venture","2012-02-21","Details",""
"60","Jon Staenberg","Kindara","5,300,000","seed","2015-08-19","Details",""
"61","Techstars","Rational Robotics","120,000","seed","2015-06-05","Details",""
"62","MVI (MENA Venture Investments)","Kindara","5,300,000","seed","2015-08-19","Details",""
"63","SOSV","Niwa","50,000","seed","2014-01-08","Details",""
"64","Hax","Syrmo","25,000","seed","2014-05-12","Details",""
"65","Hax","Rational Robotics","25,000","seed","2014-05-12","Details",""
"66","HAXLR8R","Vibease","25,000","seed","2013-02-01","Details",""
"67","SOSV","Shot Stats","50,000","seed","2013-12-01","Details",""
"68","SOSV","Everpurse","1,000,000","seed","2014-05-18","Details",""
"69","SOSV","Avidbots","25,000","seed","2014-05-12","Details",""
"70","Hax","Darma","25,000","seed","2014-05-12","Details",""
"71","Hax","Vigo","25,000","seed","2013-07-16","Details",""
"72","HAXLR8R","Focus","25,000","seed","2013-05-12","Details",""
"73","SOSV","Shot Stats","50,000","seed","2014-02-10","Details",""
"74","SOSV","Helios","25,000","seed","2013-05-12","Details",""
"75","Prototron","Shaka","11,640","seed","2012-08-14","Details",""
"76","SOSV","Quitbit","","venture","2015-04-15","Details",""
"77","HAXLR8R","Nomiku","25,000","venture","2012-02-01","Details",""
"78","SOSV","Avidbots","","venture","2016-02-22","Details",""
"79","SOSV","Dustcloud","52,000","seed","2013-06-22","Details",""
"80","Hax","Kindara","350,000","convertible_note","2012-10-01","Details",""
"81","Qualcomm Incorporated","Rational Robotics","120,000","seed","2015-06-05","Details",""
"82","HAXLR8R","Sassor","25,000","venture","2012-02-01","Details",""
"83","SOSV","Darma","25,000","seed","2014-05-12","Details",""
"84","SOSV","Makeblock","25,000","venture","2012-02-21","Details",""
"85","Giordano Bruno Contestabile","Nomiku","","venture","2012-12-19","Details",""
"86","HAXLR8R","Blinkiverse","25,000","seed","2013-05-12","Details",""
"87","Evolution Media Capital","Makeblock","30,000,000","venture","2017-02-20","Details",""
"88","Techammer","Avidbots","","seed","2014-08-13","Details",""
"89","HAXLR8R","Hex","25,000","seed","2013-05-12","Details",""
"90","SOSV","Roadie Tuner","","seed","2013-07-01","Details",""
"91","Hax","Makeblock","25,000","venture","2012-02-21","Details",""
"92","Hax","Curio","25,000","seed","2013-08-01","Details",""
"93","HAXLR8R","Everpurse","25,000","seed","2013-01-01","Details",""
"94","SOSV","Yeelink","","venture","2015-09-01","Details",""
"95","SOSV","Molecule Synth","70,000","venture","2013-01-31","Details",""
"96","SOSV","Curio","25,000","seed","2013-08-01","Details",""
"97","Hax","LightUp","25,000","seed","2013-05-12","Details",""
"98","Hax","Helios","25,000","seed","2013-05-12","Details",""
"99","Hax","Shot Stats","25,000","seed","2014-05-12","Details",""
"100","SOSV","LightUp","","venture","2015-04-09","Details",""
"101","Hax","Dustcloud","25,000","seed","2013-01-01","Details",""
"102","SOSV","Yeelink","25,000","venture","2013-01-17","Details",""
