"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Sydney Angels Sidecar Fund","Venuemob","530,000","angel","2014-08-18","Details",""
"2","SingTel Innov8","121cast","250,000","seed","2012-11-13","Details",""
"3","Optus Innov8","Venuemob","450,000","seed","2013-02-07","Details",""
"4","SingTel Innov8","121 Cast","250,000","seed","2012-11-13","Details",""
"5","University of Melbourne","121cast","20,000","grant","2012-05-01","Details",""
"6","Optus Innov8","VenueMob","450,000","seed","2013-02-07","Details",""
"7","Adventure Capital","121 Cast","250,000","seed","2012-11-13","Details",""
"8","AirTree Ventures","Brosa","2,000,000","seed","2015-07-21","Details",""
"9","Christine Mingins","Bluesky","661,000","seed","2013-10-06","Details",""
"10","Optus Innov8","VenueMob","530,000","angel","2014-08-18","Details",""
"11","Optus Innov8","Venuemob","530,000","angel","2014-08-18","Details",""
"12","SingTel Innov8","Venuemob","450,000","seed","2012-11-13","Details",""
"13","Adventure Capital","121cast","250,000","seed","2012-11-13","Details",""
"14","grahame leonard","Bluesky","661,000","seed","2013-10-06","Details",""
"15","University of Melbourne","121 Cast","20,000","grant","2012-05-01","Details",""
"16","SingTel Innov8","VenueMob","450,000","seed","2012-11-13","Details",""
"17","Sydney Angels Sidecar Fund","VenueMob","530,000","angel","2014-08-18","Details",""
