"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Serious Change","Allovue","5,100,000","venture","2015-12-16","Details",""
"2","Baltimore Angels","Allovue","800,000","seed","2014-02-05","Details",""
"3","TEDCO","PrintLess Plans","100,000","seed","2013-07-01","Details",""
"4","Rethink Education","Allovue","5,100,000","venture","2015-12-16","Details",""
"5","Baltimore Boost Fund","Allovue","1,000,000","seed","2015-06-09","Details",""
"6","TEDCO","Rehabtics","100,000","seed","2013-07-01","Details","Dead"
"7","Dingman Center Angels","SurveySnap","50,000","venture","2014-06-16","Details",""
"8","Shulman Ventures","Allovue","800,000","seed","2014-02-05","Details",""
"9","Red House Education","Allovue","1,000,000","seed","2015-06-09","Details",""
"10","Baltimore Angels","Allovue","1,000,000","seed","2015-06-09","Details",""
"11","TEDCO","SurveySnap","100,000","seed","2014-01-15","Details",""
"12","Baltimore Angels","Allovue","5,100,000","venture","2015-12-16","Details",""
"13","Serious Change","Allovue","1,000,000","seed","2015-06-09","Details",""
"14","TEDCO","Allovue","800,000","seed","2014-02-05","Details",""
"15","Kapor Capital","Allovue","5,100,000","venture","2015-12-16","Details",""
"16","Red House Education","Allovue","5,100,000","venture","2015-12-16","Details",""
