"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Openfund","Taxibeat","50,000","seed","2011-03-17","Details","Exited"
"2","Openfund","Sportmeets","40,000","seed","2010-04-17","Details",""
"3","Openfund","YouScan","200,000","seed","2011-01-01","Details","Exited"
"4","Openfund","Imagga","50,000","seed","2010-01-01","Details",""
"5","LAUNCHub","Imagga","260,000","seed","2013-07-01","Details",""
"6","LAUNCHub","Imagga","199,999","venture","2012-10-19","Details",""
"7","Openfund","Imagga","50,000","seed","2011-05-20","Details",""
"8","Openfund","YouScan","40,000","seed","2010-04-17","Details","Exited"
"9","Openfund","Kamibu","50,000","seed","2011-03-17","Details","Dead"
"10","Openfund","Listiki","25,000","seed","2010-04-17","Details","Dead"
"11","Hummingbird Ventures","Taxibeat","3,900,000","venture","2013-12-20","Details","Exited"
"12","Openfund","Fashinating","30,000","seed","2010-04-01","Details","Dead"
"13","Openfund","GourmetOrigins","50,000","seed","2011-03-17","Details","Dead"
