"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","eVentures Africa Fund","MoboFree.com","","undisclosed","2014-02-12","Details",""
"2","Practica Capital","PlaceILive","200,000","seed","2013-09-01","Details",""
"3","eVentures Africa Fund","MoboFree.com","","venture","2015-03-25","Details",""
"4","StartupHighway","ManoDaktaras","","seed","2013-01-01","Details",""
"5","Practica Capital","Dragdis","200,000","seed","2013-09-01","Details",""
"6","Million Monkeys","MoboFree.com","","venture","2015-03-25","Details",""
"7","StartupHighway","Dragdis","","seed","2012-01-01","Details",""
"8","Practica Capital","ManoDaktaras","200,000","seed","2014-05-01","Details",""
"9","StartupHighway","MoboFree.com","","undisclosed","2013-01-01","Details",""
"10","StartupHighway","WithEvent","15,000","seed","2012-06-15","Details",""
"11","StartupHighway","PlaceILive","11,000","seed","2012-01-01","Details",""
"12","Practica Capital","PlaceILive","100,000","venture","2015-06-01","Details",""
