"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"76","Capital Innovators","CellARide","250,000","seed","2015-03-25","Details",""
"77","Capital Innovators","Dead Inventory Management System","50,000","seed","2013-01-29","Details",""
"78","Jack L. Oliver III","Juristat","1,200,000","seed","2015-01-05","Details",""
"79","Serra Ventures","FoodEssentials","","convertible_note","2015-07-16","Details",""
"80","Cultivation Capital","Aisle411","6,340,000","venture","2013-09-04","Details",""
"81","Billiken Angels Network","Bonfyre","147,500","venture","2015-09-30","Details",""
"82","Serra Ventures","FoodEssentials","","venture","2015-10-01","Details",""
"83","Serra Ventures","Tunespeak","2,000,000","venture","2015-07-24","Details",""
"84","Capital Innovators","MedSocket","100,000","seed","2014-11-01","Details",""
"85","St. Louis Arch Angels","CellARide","100,000","seed","2014-07-25","Details",""
"86","Arch Grants","Rovertown","50,000","grant","2013-07-01","Details",""
"87","Capital Innovators","Bonfyre","50,000","seed","2012-01-01","Details",""
"88","Billiken Angels Network","BusyEvent","19,208","venture","2013-10-28","Details",""
"89","Dave Peacock","Rovertown","400,000","seed","2014-06-01","Details",""
"90","iSELECT FUND","AdFreeq","","undisclosed","2014-04-09","Details",""
"91","Mayhem Development","CellARide","100,000","seed","2015-12-01","Details",""
"92","West Capital Advisors","FoodEssentials","","convertible_note","2015-08-28","Details",""
"93","Capital Innovators","TrakBill","50,000","seed","2013-01-30","Details",""
"94","KPMG Capital","FoodEssentials","10,000,000","venture","2016-02-11","Details",""
"95","Brian Kinman","TrakBill","375,000","seed","2014-11-04","Details",""
"96","Arch Grants","AdFreeq","50,000","grant","2013-05-14","Details",""
"97","Hal Gentry","TrakBill","25,000","angel","2013-05-22","Details",""
"98","Mercury Fund","FoodEssentials","2,170,000","venture","2014-12-22","Details",""
"99","Billiken Angels Network","Bonfyre","30,000","venture","2014-12-15","Details",""
"100","Missouri Technology Corporation","Rovertown","400,000","seed","2014-06-01","Details",""
"101","Capital Innovators","Symvato","50,000","seed","2013-09-11","Details",""
"102","Serra Ventures","FoodEssentials","2,170,000","venture","2014-12-22","Details",""
"103","Arch Grants","FoodEssentials","100,000","grant","2013-04-05","Details",""
"104","Jim McKelvey","LockerDome","750,000","angel","2012-01-04","Details",""
"105","Hal Gentry","Pixel Press","518,200","seed","2014-03-14","Details",""
"106","Cultivation Capital","Systematic Revenue","100,000","seed","2012-07-02","Details",""
"107","Salesforce Ventures","JBara","20,000,000","venture","2013-11-06","Details","Dead"
"108","Cultivation Capital","LockerDome","500,000","venture","2016-06-24","Details",""
"109","Plug & Play Ventures","Aisle411","6,340,000","venture","2013-09-04","Details",""
"110","Chris Pronger","LockerDome","6,000,000","venture","2013-03-01","Details",""
"111","Springfield Investments","Aisle411","6,340,000","venture","2013-09-04","Details",""
"112","Capital Innovators","SmartCare Consultants","100,000","seed","2015-07-01","Details",""
"113","Cultivation Capital","LockerDome","10,000,000","venture","2014-12-03","Details",""
"114","Cultivation Capital","LockerDome","500,000","venture","2016-03-29","Details",""
"115","Capital Innovators","Better Weekdays","1,300,000","venture","2015-10-20","Details",""
"116","Missouri Technology Corporation","Rovertown","875,000","venture","2015-03-11","Details",""
"117","Capital Innovators","AdFreeq","50,000","seed","2012-09-19","Details",""
"118","Brian Matthews","LockerDome","6,000,000","venture","2013-03-01","Details",""
"119","Jim McKelvey","LockerDome","6,000,000","venture","2013-03-01","Details",""
"120","Capital Innovators","LockerDome","1,043,000","angel","2012-06-01","Details",""
"121","Rick Holton, Jr.","Rovertown","400,000","seed","2014-06-01","Details",""
"122","Cultivation Capital","LockerDome","6,000,000","venture","2013-03-01","Details",""
"123","Robert Tobin","PFITR","336,000","seed","2014-08-01","Details",""
"124","Capital Innovators","Gremln","700,000","angel","2012-12-24","Details",""
"125","Cultivation Capital","FoodEssentials","600,000","seed","2013-03-07","Details",""
"126","Capital Innovators","MedSocket","300,000","seed","2015-09-30","Details",""
"127","Nick Apperson","TrakBill","10,000","angel","2013-04-18","Details",""
"128","Mayhem Development","CellARide","250,000","seed","2015-03-25","Details",""
"129","Capital Innovators","Material Mix","50,000","seed","2012-03-05","Details","Dead"
"130","iSELECT FUND","Gremln","500,000","seed","2014-11-03","Details",""
"131","SixThirty - FinTech Accelerator","Gremln","100,000","seed","2014-04-22","Details",""
"132","Billiken Angels Network","Material Mix","40,000","seed","2013-08-22","Details","Dead"
"133","iSELECT FUND","Time to Cater","102,500","angel","2014-02-01","Details",""
"134","Capital Innovators","Juristat","160,000","seed","2013-06-28","Details",""
"135","iSELECT FUND","Time to Cater","","undisclosed","2013-08-27","Details",""
"136","BioGenerator","MedSocket","100,000","seed","2014-11-01","Details",""
"137","Arch Grants","Juristat","50,000","grant","2013-07-01","Details",""
"138","Arch Grants","TrakBill","50,000","grant","2013-05-14","Details",""
"139","BioGenerator","MedSocket","300,000","seed","2015-09-30","Details",""
"140","Billiken Angels Network","Aisle411","6,340,000","venture","2013-09-04","Details",""
"141","Missouri Technology Corporation","MedSocket","300,000","seed","2015-09-30","Details",""
"142","Cultivation Capital","Aisle411","250,000","angel","2012-09-05","Details",""
"143","SixThirty - FinTech Accelerator","PFITR","150,000","convertible_note","2015-01-30","Details",""
"144","Chris Sims","Rovertown","875,000","venture","2015-03-11","Details",""
"145","Serra Ventures","FoodEssentials","","convertible_note","2015-08-28","Details",""
"146","Cultivation Capital","Tunespeak","500,000","angel","2013-07-08","Details",""
"147","St. Louis Economic Development Partnership","Juristat","50,000","grant","2013-10-03","Details",""
"148","Private Angels","TAKO","","seed","2013-03-05","Details","Exited"
"149","Mercury Fund","FoodEssentials","1,527,921","venture","2014-10-14","Details",""
"150","Cultivation Capital","Systematic Revenue","250,000","seed","2012-08-07","Details",""
"151","Bain Capital Ventures","JBara","20,000,000","venture","2013-11-06","Details","Dead"
"152","Capital Innovators","HIPAAtrek","75,000","seed","2015-02-02","Details",""
"153","Capital Innovators","Growth Systems","","seed","2013-05-10","Details",""
"154","Capital Innovators","LockerDome","","seed","2011-09-23","Details",""
"155","Cultivation Capital","LockerDome","300,000","angel","2012-04-17","Details",""
"156","Saint Louis Arch Angels","Time to Cater","102,500","angel","2014-02-01","Details",""
"157","Missouri Technology Corporation","PFITR","150,000","convertible_note","2015-01-30","Details",""
"158","Jim Eberlin","Juristat","1,200,000","seed","2015-01-05","Details",""
"159","mktg","Bonfyre","1,700,000","angel","2013-11-19","Details",""
"160","Missouri Technology Corporation","MedSocket","500,000","seed","2015-11-06","Details",""
"161","Capital Innovators","LockerDome","750,000","angel","2012-01-04","Details",""
"162","Lightspeed Venture Partners","JBara","25,000,000","venture","2014-10-10","Details","Dead"
"163","dunnhumby Ventures","FoodEssentials","2,170,000","venture","2014-12-22","Details",""
"164","FIS","PFITR","200,000","convertible_note","2016-05-05","Details",""
"165","Missouri Technology Corporation","CellARide","175,000","seed","2016-06-01","Details",""
"166","SixThirty - FinTech Accelerator","PFITR","336,000","seed","2014-08-01","Details",""
"167","Silicon Valley Bank","JBara","9,000,000","venture","2013-04-01","Details","Dead"
"168","Billiken Angels Network","BusyEvent","","seed","2012-10-02","Details",""
"169","Cultivation Capital","FoodEssentials","","venture","2015-10-01","Details",""
"170","Capital Innovators","Time to Cater","50,000","seed","2013-02-01","Details",""
"171","Dave Peacock","Rovertown","875,000","venture","2015-03-11","Details",""
"172","Oak Investment Partners","Norse","10,000,000","venture","2013-12-12","Details",""
"173","Nick Apperson","Juristat","160,000","seed","2013-06-28","Details",""
"174","Capital Innovators","Gremln","","seed","2011-09-01","Details",""
"175","Cultivation Capital","Tunespeak","750,000","angel","2014-06-01","Details",""
"176","Cultivation Capital","FoodEssentials","10,000,000","venture","2016-02-11","Details",""
"177","Capital Innovators","Systematic Revenue","50,000","seed","2013-12-17","Details",""
"178","St. Louis Arch Angels","Bonfyre","750,000","angel","2012-03-01","Details",""
"179","Billiken Angels Network","BusyEvent","30,000","venture","2014-11-23","Details",""
"180","Capital Innovators","BusyEvent","50,000","seed","2012-02-01","Details",""
"181","Capital Innovators","Tunespeak","50,000","seed","2012-09-01","Details",""
"182","Teresa Katubig","Rovertown","400,000","seed","2014-06-01","Details",""
"183","Capital Innovators","CellARide","50,000","seed","2014-01-01","Details",""
"184","co.lab","Pixel Press","","seed","2015-06-01","Details",""
"185","Capital Innovators","BidRazor","","seed","2013-05-01","Details",""
"186","Capital Innovators","MedSocket","500,000","seed","2015-11-06","Details",""
"187","Capital Innovators","HealthyMe","50,000","seed","2013-09-01","Details",""
"188","Hal Gentry","TrakBill","25,000","angel","2014-09-11","Details",""
"189","Billiken Angels Network","BusyEvent","320,000","venture","2013-02-27","Details",""
"190","St. Louis Arch Angels","Aisle411","6,340,000","venture","2013-09-04","Details",""
"191","Capital Innovators","Bonfyre","100,000","seed","2015-02-05","Details",""
"192","West Capital Advisors","FoodEssentials","10,000,000","venture","2016-02-11","Details",""
"193","Capital Innovators","FoodEssentials","50,000","seed","2012-09-18","Details",""
"194","Capital Innovators","TAKO","","seed","2014-09-10","Details","Exited"
"195","Bodley Group","Pixel Press","518,200","seed","2014-03-14","Details",""
"196","Billiken Angels Network","Material Mix","15,000","seed","2014-02-15","Details","Dead"
"197","Cultivation Capital","FoodEssentials","","convertible_note","2015-08-28","Details",""
