"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Mercury Fund","FoodEssentials","","convertible_note","2015-08-28","Details",""
"2","Teresa Katubig","Rovertown","400,000","seed","2014-06-01","Details",""
"3","Brian Kinman","TrakBill","25,000","angel","2014-07-25","Details",""
"4","Mark Sullivan","TrakBill","375,000","seed","2014-11-04","Details",""
"5","Capital Innovators","Kingdom Scene Endeavors","50,000","seed","2013-09-17","Details",""
"6","University of Missouri Enterprise Investment Program","MedSocket","250,000","seed","2013-03-01","Details",""
"7","Centennial Investors","MedSocket","166,500","angel","2013-03-01","Details",""
"8","Capital Innovators","DiningCircle","50,000","seed","2011-09-01","Details",""
"9","Start-Up Chile","Material Mix","40,000","seed","2013-08-22","Details","Dead"
"10","VoiVoda Ventures","Gremln","60,000","venture","2013-04-01","Details",""
"11","Arch Grants","FoodEssentials","50,000","grant","2012-06-01","Details",""
"12","Capital Innovators","ViewPoint","","seed","2013-05-10","Details",""
"13","Capital Innovators","Norse","50,000","seed","2011-09-01","Details",""
"14","Dion Joannou","Rovertown","100,000","seed","2013-01-01","Details",""
"15","Capital Innovators","Pixel Press","518,200","seed","2014-03-14","Details",""
"16","David Karandish","Rovertown","875,000","venture","2015-03-11","Details",""
"17","KPMG Capital","FoodEssentials","","convertible_note","2015-08-28","Details",""
"18","Cultivation Capital","Gremln","500,000","seed","2014-11-03","Details",""
"19","Arch Grants","Material Mix","50,000","seed","2012-05-10","Details","Dead"
"20","The Entrust Group","Juristat","257,000","seed","2014-07-22","Details",""
"21","Cultivation Capital","Gremln","720,000","venture","2016-02-04","Details",""
"22","Capital Innovators","JBara","","seed","2011-12-11","Details","Dead"
"23","Billiken Angels Network","Better Weekdays","1,300,000","venture","2015-10-20","Details",""
"24","Arsenal Capital Partners","Juristat","1,200,000","seed","2015-01-05","Details",""
"25","Dave Peacock","Juristat","1,200,000","seed","2015-01-05","Details",""
"26","Capital Innovators","Adjudica","50,000","seed","2011-09-01","Details",""
"27","Chris Sim","Rovertown","875,000","venture","2015-03-11","Details",""
"28","Chaifetz Group, LLC","Pixel Press","518,200","seed","2014-03-14","Details",""
"29","Group of Private Angels","TAKO","","seed","2012-03-12","Details","Exited"
"30","Brian Matthews","LockerDome","750,000","angel","2012-01-04","Details",""
"31","Daniel Koetting","PFITR","25,000","convertible_note","2016-03-15","Details",""
"32","UMB Banks","PFITR","50,000","convertible_note","2015-07-15","Details",""
"33","Capital Innovators","Growth Systems","50,000","angel","2011-09-16","Details",""
"34","Hal Gentry","TrakBill","375,000","seed","2014-11-04","Details",""
"35","Billiken Angels Network","Bonfyre","","venture","2014-07-25","Details",""
"36","Battery Ventures","JBara","9,000,000","venture","2013-04-01","Details","Dead"
"37","Carol Matthews","LockerDome","750,000","angel","2012-01-04","Details",""
"38","Chuck Vallurupalli","PFITR","75,000","seed","2014-11-30","Details",""
"39","Robert Bukaty","PFITR","336,000","seed","2014-08-01","Details",""
"40","Cultivation Capital","JBara","50,000","seed","2012-04-20","Details","Dead"
"41","Walter Galvin","PFITR","50,000","convertible_note","2015-07-15","Details",""
"42","Brian Matthews","Adjudica","500,000","angel","2010-01-01","Details",""
"43","KPMG","Norse","11,400,000","venture","2015-09-30","Details",""
"44","Cultivation Capital","TrakBill","250,000","seed","2013-07-09","Details",""
"45","Tech Coast Angels","Gremln","523,452","venture","2013-10-18","Details",""
"46","Cultivation Capital","Tunespeak","2,000,000","venture","2015-07-24","Details",""
"47","Capital Innovators","Rovertown","50,000","seed","2013-09-09","Details",""
"48","Cultivation Capital","FoodEssentials","1,527,921","venture","2014-10-14","Details",""
"49","Cultivation Capital","TrakBill","375,000","seed","2014-11-04","Details",""
"50","Arsenal Capital Management","Bonfyre","4,000,000","venture","2016-06-21","Details",""
"51","Bessemer Venture Partners","JBara","25,000,000","venture","2014-10-10","Details","Dead"
"52","Capital Innovators","Pixel Press","305,000","angel","2013-11-11","Details",""
"53","Capital Innovators","Systematic Revenue","457,500","angel","2012-04-01","Details",""
"54","VC FinTech Accelerator","PFITR","50,000","seed","2016-05-12","Details",""
"55","Summit Partners","JBara","20,000,000","venture","2013-11-06","Details","Dead"
"56","Arch Grants","Juristat","100,000","grant","2014-04-11","Details",""
"57","Hal Gentry","LockerDome","750,000","angel","2012-01-04","Details",""
"58","Bill DeWitt III","LockerDome","6,000,000","venture","2013-03-01","Details",""
"59","Kirk Damman","Juristat","257,000","seed","2014-07-22","Details",""
"60","Prosper","HealthyMe","50,000","seed","2015-01-20","Details",""
"61","Clifford Holekamp","LockerDome","6,000,000","venture","2013-03-01","Details",""
"62","St. Louis Arch Angels","LockerDome","1,043,000","angel","2012-06-01","Details",""
"63","Cultivation Capital","LockerDome","1,043,000","angel","2012-06-01","Details",""
"64","Arch Grants","Rovertown","100,000","grant","2014-04-14","Details",""
"65","Capital Innovators","PFITR","336,000","seed","2014-08-01","Details",""
"66","Clifford Holekamp","Systematic Revenue","1,250,000","venture","2013-12-17","Details",""
"67","Capital Innovators","Global Yodel","50,000","seed","2014-09-10","Details",""
"68","Arsenal Capital Management","Bonfyre","2,450,000","venture","2016-01-06","Details",""
"69","iSELECT FUND","Better Weekdays","1,300,000","venture","2015-10-20","Details",""
"70","Battery Ventures","JBara","20,000,000","venture","2013-11-06","Details","Dead"
"71","Moosylvania Marketing","LockerDome","750,000","angel","2012-01-04","Details",""
"72","Helix Fund","Better Weekdays","200,000","venture","2017-06-02","Details",""
"73","Cultivation Capital","TrakBill","250,000","seed","2013-12-27","Details",""
"74","Capital Innovators","Aisle411","50,000","seed","2012-01-01","Details",""
"75","Cultivation Capital","Systematic Revenue","1,250,000","venture","2013-12-17","Details",""
