"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","David Cancel","Next Big Sound","1,000,000","seed","2009-12-03","Details","Exited"
"2","David Cohen","Next Big Sound","1,000,000","seed","2009-12-03","Details","Exited"
"3","IA Ventures","Next Big Sound","6,500,000","venture","2012-01-03","Details","Exited"
"4","Techstars","Next Big Sound","","seed","2009-08-06","Details","Exited"
"5","Foundry Group","Next Big Sound","6,500,000","venture","2012-01-03","Details","Exited"
"6","Foundry Group","Next Big Sound","1,000,000","seed","2009-12-03","Details","Exited"
"7","Troy Henikoff","Next Big Sound","6,500,000","venture","2012-01-03","Details","Exited"
"8","Serra Ventures","YottaClick","1,200,000","seed","2011-07-06","Details","Exited"
"9","SoftTech VC","Next Big Sound","6,500,000","venture","2012-01-03","Details","Exited"
"10","Illinois Ventures","YottaClick","1,200,000","seed","2011-07-06","Details","Exited"
"11","SoftTech VC","Next Big Sound","1,000,000","seed","2009-12-03","Details","Exited"
"12","RPM Ventures","YottaClick","1,200,000","seed","2011-07-06","Details","Exited"
"13","Alsop Louie Partners","Next Big Sound","1,000,000","seed","2009-12-03","Details","Exited"
"14","Troy Henikoff","Next Big Sound","1,000,000","seed","2009-12-03","Details","Exited"
"15","Serra Ventures","YottaClick","335,000","venture","2012-07-24","Details","Exited"
