"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Sparkbox Ventures","MishGuru","","angel","2015-06-06","Details",""
"2","Simon Holdsworth","CloudCannon","500,000","seed","2014-10-20","Details",""
"3","Dave Moskovitz","Publons","","seed","2013-07-01","Details","Exited"
"4","Ben Kepes","CommonLedger","","seed","2014-07-22","Details",""
"5","Global from Day One - GD1","MishGuru","","angel","2015-06-06","Details",""
"6","Sparkbox Ventures","CommonLedger","","seed","2014-07-22","Details",""
"7","Phil McCaw","CloudCannon","500,000","seed","2014-10-20","Details",""
"8","Ben Kepes","Publons","","seed","2013-07-01","Details","Exited"
"9","Start-Up Chile","teamisto","40,000","seed","2013-08-22","Details",""
"10","New Zealand Venture Investment Fund","MishGuru","","angel","2015-06-06","Details",""
"11","Sam Morgan","CloudCannon","500,000","seed","2014-10-20","Details",""
"12","Stephen Tindall","CloudCannon","500,000","seed","2014-10-20","Details",""
