"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"35","Atlanta Technology Angels","synapp.io","450,000","undisclosed","2014-02-26","Details",""
"36","Ashish H. Mistry","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"37","Paul Judge","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"38","NDRC","BISmark","50,000","seed","2011-09-01","Details",""
"39","TechOperators","Ionic Security","45,000,000","venture","2016-06-01","Details",""
"40","Icon Ventures","Ionic Security","40,100,000","venture","2015-01-12","Details",""
"41","ff Venture Capital","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"42","Kleiner Perkins Caufield & Byers","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"43","Webb Investment Network","Pindrop Security","30,000,000","venture","2015-02-18","Details",""
"44","R. James Stanger","Badgy","350,000","seed","2012-07-11","Details",""
"45","Phillip Dunkleberger","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"46","ff Venture Capital","Ionic Security","2,040,000","venture","2012-05-24","Details",""
"47","Jeff Hilimire","Badgy","350,000","seed","2012-07-11","Details",""
"48","Sig Mosley","Ionic Security","2,040,000","venture","2012-05-24","Details",""
"49","Sanjay Parekh","Badgy","350,000","seed","2012-07-11","Details",""
"50","Felicis Ventures","Pindrop Security","11,000,000","venture","2013-06-19","Details",""
"51","Meritech Capital Partners","Ionic Security","45,000,000","venture","2016-06-01","Details",""
"52","Ken Levine","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"53","Meritech Capital Partners","Ionic Security","40,100,000","venture","2015-01-12","Details",""
"54","TTV Capital","Springbot","4,000,000","venture","2013-07-24","Details",""
"55","Citi Ventures","Pindrop Security","80,799,996","venture","2016-08-08","Details",""
"56","TechSquare Labs","Springbot","","seed","2012-01-01","Details",""
"57","Redpoint","Pindrop Security","11,000,000","venture","2013-06-19","Details",""
"58","TechOperators","Springbot","6,000,000","venture","2015-06-05","Details",""
"59","BLH Venture Partners","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"60","Flashpoint Investments LLC","SportsCrunch","","angel","2011-09-01","Details",""
"61","Harbert Growth Partners","Springbot","10,000,000","venture","2016-12-15","Details",""
"62","Nonami Investments","Springbot","4,000,000","venture","2013-07-24","Details",""
"63","IVP (Institutional Venture Partners)","Pindrop Security","80,799,996","venture","2016-08-08","Details",""
"64","TechOperators","Springbot","4,000,000","venture","2013-07-24","Details",""
"65","TTV Capital","Springbot","10,000,000","venture","2016-12-15","Details",""
"66","Forté Ventures","Springbot","4,000,000","venture","2013-07-24","Details",""
"67","Silicon Valley Bank","Springbot","4,000,000","venture","2013-07-24","Details",""
"68","TechOperators","Springbot","10,000,000","venture","2016-12-15","Details",""
"69","500 Startups","synapp.io","25,000","seed","2013-09-17","Details",""
"70","TechOperators","Ionic Security","40,100,000","venture","2015-01-12","Details",""
"71","Sigma Prime Ventures","eCommHub","2,700,000","venture","2013-09-16","Details",""
"72","Kleiner Perkins Caufield & Byers","Ionic Security","45,000,000","venture","2016-06-01","Details",""
"73","Andreessen Horowitz","Pindrop Security","30,000,000","venture","2015-02-18","Details",""
"74","GV","Ionic Security","40,100,000","venture","2015-01-12","Details",""
"75","GV","Ionic Security","2,040,000","venture","2012-05-24","Details",""
"76","Flashpoint at Georgia Tech","SwipeLoyalty","95,000","seed","2015-05-10","Details",""
"77","Webb Investment Network","Pindrop Security","11,000,000","venture","2013-06-19","Details",""
"78","2500 Bachman Ventures","synapp.io","450,000","undisclosed","2014-02-26","Details",""
"79","IVP (Institutional Venture Partners)","Pindrop Security","30,000,000","venture","2015-02-18","Details",""
"80","Icon Ventures","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"81","Flashpoint at Georgia Tech","EnhanceWorks","300,000","angel","2013-04-01","Details",""
"82","Kleiner Perkins Caufield & Byers","Ionic Security","2,040,000","venture","2012-05-24","Details",""
"83","Ken Levine","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"84","Microsoft Ventures","BISmark","350,000","seed","2013-09-26","Details",""
"85","Andreessen Horowitz","Pindrop Security","80,799,996","venture","2016-08-08","Details",""
"86","Ashish H. Mistry","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"87","Felicis Ventures","Pindrop Security","80,799,996","venture","2016-08-08","Details",""
"88","Imlay Investments","CodeGuard","500,000","angel","2011-06-02","Details",""
"89","Microsoft Accelerator - Tel Aviv","Telesofia","1,000,000","seed","2013-04-24","Details",""
"90","GV","Ionic Security","45,000,000","venture","2016-06-01","Details",""
"91","Kenneth Leiter","Pindrop Security","1,000,000","seed","2012-05-01","Details",""
"92","Pritzker Group Venture Capital","Pindrop Security","1,000,000","seed","2012-05-01","Details",""
"93","Social Investors","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"94","Kevin Donahue","Pindrop Security","1,000,000","seed","2012-05-01","Details",""
"95","Enterprise Ireland","BISmark","350,000","seed","2013-09-26","Details",""
"96","Benjamin Ling","Pindrop Security","1,000,000","seed","2012-05-01","Details",""
"97","Forté Ventures","Springbot","","seed","2013-03-01","Details",""
"98","ff Venture Capital","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"99","Mark Cuban","Badgy","350,000","seed","2012-07-11","Details",""
"100","Kleiner Perkins Caufield & Byers","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"101","ProFounder","CodeGuard","500,000","angel","2011-06-02","Details",""
"102","Christopher J. Rouland","SportsCrunch","","angel","2013-02-01","Details",""
"103","Kleiner Perkins Caufield & Byers","Ionic Security","40,100,000","venture","2015-01-12","Details",""
"104","BLH Venture Partners","Ionic Security","9,400,000","venture","2013-04-19","Details",""
"105","Webb Investment Network","Pindrop Security","1,000,000","seed","2012-05-01","Details",""
"106","Microsoft Ventures","Telesofia","","venture","2014-07-22","Details",""
"107","Citi Ventures","Pindrop Security","11,000,000","venture","2013-06-19","Details",""
"108","Sig Mosley","SwipeLoyalty","95,000","seed","2015-05-10","Details",""
"109","TechOperators","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"110","Webb Investment Network","Ionic Security","25,500,000","venture","2014-02-20","Details",""
"111","Ashish H. Mistry","Ionic Security","2,040,000","venture","2012-05-24","Details",""
"112","BLH Venture Partners","Ionic Security","2,040,000","venture","2012-05-24","Details",""
"113","Flashpoint Investments LLC","N4MD","25,000","seed","2011-09-15","Details",""
