"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","LendUp","","seed","2012-10-10","Details",""
"2","Y Combinator","Virool","6,620,000","seed","2013-02-14","Details",""
"3","500startups","launchrock","800,000","seed","2011-11-08","Details","Exited"
"4","AngelPad","Storefront","7,300,000","venture","2014-04-14","Details",""
"5","LaunchpadLA","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"6","Y Combinator","Dropbox","250,000,000","venture","2011-10-18","Details",""
"7","Y Combinator","Genius","15,000,000","venture","2012-10-03","Details",""
"8","Y Combinator","SocialCam","","angel","2012-04-30","Details","Exited"
"9","Y Combinator","Gusto","20,000,000","venture","2014-02-19","Details",""
"10","Y Combinator","SocialCam","","angel","2012-04-30","Details","Exited"
"11","StartEngine","Enplug","1,200,000","seed","2012-09-21","Details",""
