"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Outreach","30,000,000","venture","2017-05-23","Details",""
"2","Y Combinator","InfluxData","16,000,000","venture","2016-09-21","Details",""
"3","Techstars","Outreach","17,500,000","venture","2016-06-22","Details",""
"4","Y Combinator","analyticsMD","13,000,000","venture","2016-11-16","Details",""
"5","Y Combinator","InfluxData","8,100,000","venture","2014-12-08","Details",""
"6","Y Combinator","Errplane","9,112,000","venture","2014-12-08","Details",""
"7","Techstars","Outreach","9,200,000","venture","2015-10-27","Details",""
"8","RockHealth","Zipongo","18,000,000","venture","2016-11-03","Details",""
"9","NFX","Finrise","5,300,000","seed","2016-10-19","Details",""
"10","Boost VC","Airenvy","13,500,000","venture","2017-06-21","Details",""
"11","Y Combinator","Five Stars","2,000,000","seed","2011-04-25","Details",""
"12","The Alchemist Accelerator","zipongo","18,000,000","venture","2016-11-03","Details",""
"13","Y Combinator","Five Stars","14,500,000","venture","2012-08-02","Details",""
