"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","SparkLabs Global Ventures","MangoPlate","900,000","seed","2014-10-23","Details",""
"2","YJ Capital","MangoPlate","6,100,000","venture","2015-06-30","Details",""
"3","Big Basin Capital","NFLabs","4,099,999","venture","2016-12-08","Details",""
"4","SparkLabs Accelerator","DesignPlusD","","seed","2013-07-13","Details",""
"5","KTB Ventures","KnowRe","6,800,000","venture","2014-10-22","Details",""
"6","SparkLabs Accelerator","Zoyi","","seed","2013-07-13","Details",""
"7","Bon Angels","NFLabs","1,500,000","venture","2014-12-22","Details",""
"8","Translink Capital","NFLabs","4,099,999","venture","2016-12-08","Details",""
"9","Softbank Ventures Korea","MangoPlate","900,000","seed","2014-10-23","Details",""
"10","BlackBerry Partners Fund","KnowRe","6,800,000","venture","2014-10-22","Details",""
"11","SparkLabs Accelerator","iBabyBox","25,000","seed","2013-07-13","Details","Dead"
"12","Coolidge Corner Investment","NFLabs","","seed","2014-08-25","Details",""
"13","Softbank Ventures Korea","Megaphone","4,300,000","venture","2013-10-21","Details",""
"14","SparkLabs Accelerator","StyleWiki","","seed","2013-07-13","Details",""
"15","Bon Angels","Zoyi","300,000,000","seed","2014-04-25","Details",""
"16","Coolidge Corner Investment","NFLabs","1,500,000","venture","2014-12-22","Details",""
"17","Stonebridge Capital","Zoyi","650,000","seed","2011-09-01","Details",""
"18","Specialized Types","NFLabs","4,099,999","venture","2016-12-08","Details",""
"19","SparkLabs Accelerator","TrakInvest","","seed","2013-07-13","Details",""
"20","SparkLabs Accelerator","MangoPlate","","seed","2013-07-13","Details",""
"21","Vertex Ventures","NFLabs","4,099,999","venture","2016-12-08","Details",""
"22","Softbank Ventures Korea","KnowRe","1,400,000","seed","2013-01-24","Details",""
"23","Big Basin Capital","NFLabs","1,500,000","venture","2014-12-22","Details",""
"24","Fast Track Asia","Zoyi","300,000,000","seed","2014-04-25","Details",""
"25","Softbank Ventures Korea","KnowRe","6,800,000","venture","2014-10-22","Details",""
"26","SparkLabs Global Ventures","KnowRe","6,800,000","venture","2014-10-22","Details",""
"27","Qualcomm Ventures","MangoPlate","6,100,000","venture","2015-06-30","Details",""
"28","Softbank Ventures Korea","MangoPlate","6,100,000","venture","2015-06-30","Details",""
"29","Partners Investment","KnowRe","6,800,000","venture","2014-10-22","Details",""
