"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Draper Fisher Jurvetson (DFJ)","Kout","1,600,000","venture","2013-04-01","Details","Dead"
"2","10Xelerator","uTap","20,000","grant","2012-01-01","Details",""
"3","Rev1 Ventures","One Exchange Street","1,000,000","seed","2012-04-09","Details",""
"4","10Xelerator","morphCARD","","seed","2012-04-10","Details",""
"5","TechColumbus","Zoopshop","","seed","2013-01-17","Details",""
"6","500 Startups","LaunchGram","50,000","seed","2012-10-01","Details","Exited"
"7","Wavemaker Partners","Kout","1,600,000","venture","2013-04-01","Details","Dead"
"8","NCT Ventures","Acceptd","2,000,000","venture","2011-11-16","Details",""
"9","Ohio TechAngels Fund","Acceptd","1,000,000","venture","2013-06-13","Details",""
"10","10Xelerator","Mondokio","","seed","2011-10-25","Details",""
"11","10Xelerator","Zoopshop","20,000","seed","2012-02-15","Details",""
"12","10Xelerator","LaunchGram","20,000","grant","2012-01-23","Details","Exited"
"13","TechColumbus","Acceptd","2,000,000","venture","2011-11-16","Details",""
"14","10Xelerator","Acceptd","20,000","seed","2011-06-01","Details",""
"15","10Xelerator","One Exchange Street","","seed","2012-04-10","Details",""
