"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Seedstartup","Metwit","25,000","seed","2012-08-30","Details",""
"2","Geoffrey D. Fink","Rasello","1,650,000","seed","2014-07-01","Details",""
"3","Wissam Otaky","Rasello","1,650,000","seed","2014-07-01","Details",""
"4","Robby Hilkowitz","Rasello","2,350,000","angel","2015-10-31","Details",""
"5","Nicholas Cooper","Rasello","1,650,000","seed","2014-07-01","Details",""
"6","Jean-Pierre Mondalek","Rasello","1,650,000","seed","2014-07-01","Details",""
"7","Africa Angels Network","Rasello","1,650,000","seed","2014-07-01","Details",""
"8","Kai-Uwe Ricke","Rasello","1,650,000","seed","2014-07-01","Details",""
"9","Quona Capital","Rasello","3,000,000","venture","2017-03-01","Details",""
"10","Velocity Capital Private Equity","Rasello","3,000,000","venture","2017-03-01","Details",""
"11","CRE Venture Capital","Rasello","3,000,000","venture","2017-03-01","Details",""
"12","CRE Venture Capital","Rasello","1,650,000","seed","2014-07-01","Details",""
"13","CRE Venture Capital","Rasello","2,350,000","angel","2015-10-31","Details",""
