"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","JFDI.Asia","OurHealthMate","20,000","convertible_note","2013-02-21","Details",""
"2","Ben Tsai","OurHealthMate","440,000","seed","2014-01-27","Details",""
"3","Jungle Ventures","Klinify","604,000","seed","2014-02-03","Details",""
"4","JFDI.Asia","TapTalents","11,700","seed","2013-08-29","Details",""
"5","JFDI.Asia","OurHealthMate","25,000","seed","2013-01-29","Details",""
"6","JFDI.Asia","Klinify","20,000","angel","2013-01-29","Details",""
"7","SingTel Innov8","ShopSpot","628,000","seed","2013-02-19","Details",""
"8","Louis Nauges","Collabspot","64,000","seed","2013-10-08","Details",""
"9","Leo Tech","OurHealthMate","440,000","seed","2014-01-27","Details",""
"10","Rock Health","Skimbl","20,000","seed","2011-05-01","Details",""
"11","Jungle Ventures","ShopSpot","628,000","seed","2013-02-19","Details",""
"12","Ben Ball","Flocations","600,000","seed","2012-12-14","Details","Exited"
"13","JFDI.Asia","Kark Mobile Education","","seed","2012-04-04","Details",""
"14","Wavemaker Partners","Healint","1,000,000","seed","2015-03-27","Details",""
"15","JFDI.Asia","Referoll","40,000","grant","2013-09-08","Details",""
"16","SingTel Innov8","Flocations","600,000","seed","2012-12-14","Details","Exited"
"17","Microventures","Qwikwire","335,000","seed","2016-10-03","Details",""
"18","Golden Equator Capital","Vault Dragon","1,160,000","seed","2017-02-20","Details",""
"19","TNF Ventures","Flocations","600,000","seed","2012-12-14","Details","Exited"
"20","JFDI.Asia","Kark Mobile Education","","seed","2012-04-04","Details",""
"21","JFDI.Asia","TribeHired","","seed","2012-02-28","Details",""
"22","Yeo Choon Leong","Fetch Fans","580,000","seed","2012-07-10","Details",""
"23","8capita Partners","Collabspot","64,000","seed","2013-10-08","Details",""
"24","Leo Tech","OurHealthMate","","seed","2013-03-20","Details",""
"25","JFDIA.Asia","Obatech","11,700","seed","2013-08-29","Details",""
"26","Bimal Shah","OurHealthMate","440,000","seed","2014-01-27","Details",""
"27","Spring Singapore","Klinify","20,000","grant","2012-05-08","Details",""
"28","Ben Chew","TribeHired","560,000","seed","2013-03-25","Details",""
"29","GREE Ventures","Healint","1,000,000","seed","2015-03-27","Details",""
"30","JFDI.Asia","Qwikwire","","seed","2013-09-13","Details",""
"31","500 Startups","Qwikwire","125,000","seed","2016-05-18","Details",""
"32","Manila Angel Investors Network","Qwikwire","335,000","seed","2016-10-03","Details",""
"33","Private Investors","Healint","111,500","seed","2013-11-28","Details",""
"34","Joe Maristela","Qwikwire","335,000","seed","2016-10-03","Details",""
"35","First Asia Venture Capital","Qwikwire","335,000","seed","2016-10-03","Details",""
"36","JFDI.Asia","Qwikwire","335,000","seed","2016-10-03","Details",""
"37","Shin Ryoku Trust","Healint","111,500","seed","2013-11-28","Details",""
"38","JFDI.Asia","Wildby","","seed","2012-02-20","Details",""
"39","JFDI.Asia","Healint","111,500","seed","2013-11-28","Details",""
"40","Kevin Dewalt","Collabspot","64,000","seed","2013-10-08","Details",""
"41","JFDI.Asia","Flocations","11,500","seed","2012-03-06","Details","Exited"
"42","Ideosource","Kark Mobile Education","","angel","2012-04-01","Details",""
"43","Laurent Gasser","Collabspot","79,000","seed","2013-05-27","Details",""
"44","JFDI.Asia","enMarkit","11,700","seed","2013-08-29","Details",""
"45","JFDI.Asia","Collabspot","","seed","2013-02-21","Details",""
"46","Lawrence Seah","Fetch Fans","580,000","seed","2012-07-10","Details",""
"47","JFDI.Asia","Vault Dragon","11,700","seed","2013-08-29","Details",""
"48","Raging Bull","Vault Dragon","1,160,000","seed","2017-02-20","Details",""
"49","Ben Ball","TribeHired","560,000","seed","2013-03-25","Details",""
"50","Start-Up Chile","OurHealthMate","40,000","grant","2012-02-01","Details",""
"51","JFDI.Asia","ShopSpot","","seed","2012-02-16","Details",""
"52","National Research Foundation","Healint","1,000,000","seed","2015-03-27","Details",""
"53","Kris Nalamlieng","ShopSpot","","angel","2012-04-01","Details",""
"54","Ben Ball","OurHealthMate","440,000","seed","2014-01-27","Details",""
"55","TNF Ventures","TribeHired","560,000","seed","2013-03-25","Details",""
"56","Sublime IP","Healint","111,500","seed","2013-11-28","Details",""
"57","JFDI.Asia","Flocations","12,000","seed","2012-02-01","Details","Exited"
"58","NUS Ventures","OurHealthMate","440,000","seed","2014-01-27","Details",""
