"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"23","Techstars Chicago (Formerly Excelerate Labs)","Power2Switch","75,000","seed","2011-06-01","Details","Exited"
"24","Techstars Chicago (Formerly Excelerate Labs)","Pictarine","75,000","seed","2012-06-01","Details",""
"25","Robert Wallace","Fango","150,000","venture","2010-08-01","Details","Exited"
"26","Techstars Chicago (Formerly Excelerate Labs)","WhimseyBox","75,000","seed","2012-06-01","Details",""
"27","Techstars Chicago (Formerly Excelerate Labs)","SpotHero","4,500,000","venture","2014-06-11","Details",""
"28","OCA Ventures","71lbs","75,000","seed","2013-01-08","Details",""
"29","Kentucky Science and Technology corp.","Fango","150,000","venture","2010-08-01","Details","Exited"
"30","Techstars Chicago (Formerly Excelerate Labs)","Food Genius","75,000","seed","2011-06-01","Details","Exited"
"31","OCA Ventures","Power2Switch","1,300,000","seed","2011-12-05","Details","Exited"
"32","Hyde Park Venture Partners","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"33","OCA Ventures","FeeFighters","1,000,000","angel","2011-01-12","Details","Exited"
"34","Techstars Ventures","SpotHero","2,500,000","venture","2012-12-13","Details",""
"35","KD Capital L.L.C","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"36","Bill Guschwan","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"37","Arizona Bay Technology Ventures","FeeFighters","1,000,000","angel","2011-01-12","Details","Exited"
"38","Illinois Invest Venture Fund","BuzzReferrals","600,000","venture","2011-12-19","Details",""
"39","IDEO","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"40","Lakewest Venture Partners","SpotHero","4,500,000","venture","2014-06-11","Details",""
"41","Naval Ravikant","GiveForward","2,000,000","venture","2012-07-25","Details","Exited"
"42","Hyde Park Angels","Power2Switch","1,300,000","seed","2011-12-05","Details","Exited"
"43","Pritzker Group Venture Capital","BuzzReferrals","600,000","venture","2011-12-19","Details",""
"44","Pritzker Group Venture Capital","Power2Switch","1,300,000","seed","2011-12-05","Details","Exited"
"45","Founder Collective","GiveForward","15,000","seed","2010-06-01","Details","Exited"
"46","Techstars Chicago (Formerly Excelerate Labs)","SpotHero","460,000","angel","2012-08-27","Details",""
"47","Kevin Henrikson","71lbs","","angel","2012-03-20","Details",""
"48","Techstars Chicago (Formerly Excelerate Labs)","Cureeo","75,000","seed","2012-06-01","Details",""
"49","David Cohen","Tap.Me","1,400,000","venture","2011-05-12","Details","Exited"
"50","Sandbox Industries","Fango","175,000","venture","2011-04-01","Details","Exited"
"51","Kapor Capital","Edulender","1,000,000","seed","2011-03-08","Details",""
"52","First Round","GiveForward","2,000,000","venture","2012-07-25","Details","Exited"
"53","The Social+Capital Partnership","Edulender","3,000,000","venture","2012-08-17","Details",""
"54","Jumpstart Ventures","BuzzReferrals","600,000","venture","2011-12-19","Details",""
"55","Chicago Ventures","SpotHero","20,000,000","venture","2015-08-19","Details",""
"56","Sam Yagan","Edulender","1,000,000","seed","2011-03-08","Details",""
"57","OCA Ventures","SpotHero","20,000,000","venture","2015-08-19","Details",""
"58","Corazon Capital","SpotHero","4,500,000","venture","2014-06-11","Details",""
"59","Techstars Ventures","SpotHero","4,500,000","venture","2014-06-11","Details",""
"60","Lightbank","SpotHero","2,500,000","venture","2012-12-13","Details",""
"61","IDEA Fund Partners","71lbs","2,000,000","angel","2014-06-08","Details",""
"62","Techstars Chicago (Formerly Excelerate Labs)","IntroFly","75,000","seed","2011-06-01","Details","Dead"
"63","Troy Henikoff","SpotHero","2,500,000","venture","2012-12-13","Details",""
"64","Western Technology Investment","Tap.Me","3,200,000","venture","2012-03-12","Details","Exited"
"65","Techstars Chicago (Formerly Excelerate Labs)","MathZee","15,000","seed","2010-06-01","Details","Dead"
"66","Chicago Ventures","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"67","Draper Associates","SpotHero","4,500,000","venture","2014-06-11","Details",""
"68","Techstars Chicago (Formerly Excelerate Labs)","PVPower","15,000","seed","2010-06-01","Details",""
"69","Great Oaks Venture Capital","Tap.Me","3,200,000","venture","2012-03-12","Details","Exited"
"70","Techstars Chicago (Formerly Excelerate Labs)","Edulender","15,000","seed","2010-06-01","Details",""
"71","Corazon Capital","GiveForward","2,000,000","venture","2012-07-25","Details","Exited"
"72","Insight Venture Partners","SpotHero","30,000,000","venture","2017-07-18","Details",""
"73","I2A Fund","Tap.Me","3,200,000","venture","2012-03-12","Details","Exited"
"74","OCA Ventures","SpotHero","2,500,000","venture","2012-12-13","Details",""
"75","Lakewest Venture Partners","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"76","Pritzker Group Venture Capital","SpotHero","2,500,000","venture","2012-12-13","Details",""
"77","500 Startups","SpotHero","2,500,000","venture","2012-12-13","Details",""
"78","David Cohen","GiveForward","500,000","venture","2011-02-14","Details","Exited"
"79","Bullpen Capital","SpotHero","20,000,000","venture","2015-08-19","Details",""
"80","Pritzker Group Venture Capital","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"81","Brand Ventures","Tap.Me","1,400,000","venture","2011-05-12","Details","Exited"
"82","Global Founders Capital","SpotHero","30,000,000","venture","2017-07-18","Details",""
"83","Techstars Chicago (Formerly Excelerate Labs)","Joystickers","25,000","seed","2011-06-01","Details","Dead"
"84","Draper Associates","SpotHero","20,000,000","venture","2015-08-19","Details",""
"85","Scott Kluth","BuzzReferrals","600,000","venture","2011-12-19","Details",""
"86","Sandbox Industries","FeeFighters","1,000,000","angel","2011-01-12","Details","Exited"
"87","500 Startups","SpotHero","4,500,000","venture","2014-06-11","Details",""
"88","Lightbank","SpotHero","4,500,000","venture","2014-06-11","Details",""
"89","Alan Matthew","SpotHero","460,000","angel","2012-08-27","Details",""
"90","Hyde Park Angels","Edulender","1,000,000","seed","2011-03-08","Details",""
"91","FireStarter Fund","Tap.Me","3,200,000","venture","2012-03-12","Details","Exited"
"92","Insight Venture Partners","SpotHero","20,000,000","venture","2015-08-19","Details",""
"93","e.ventures","SpotHero","30,000,000","venture","2017-07-18","Details",""
"94","Techstars Chicago (Formerly Excelerate Labs)","FeeFighters","15,000","seed","2010-05-01","Details","Exited"
"95","Hyde Park Angels","Tap.Me","3,200,000","venture","2012-03-12","Details","Exited"
"96","Techstars Chicago (Formerly Excelerate Labs)","Noblivity","15,000","seed","2010-06-01","Details",""
"97","Pritzker Group Venture Capital","Joystickers","25,000","seed","2011-06-01","Details","Dead"
"98","500 Startups","SpotHero","20,000,000","venture","2015-08-19","Details",""
"99","Pritzker Group Venture Capital","SpotHero","460,000","angel","2012-08-27","Details",""
"100","Founder Collective","GiveForward","2,000,000","venture","2012-07-25","Details","Exited"
"101","Battery Ventures","SpotHero","20,000,000","venture","2015-08-19","Details",""
"102","G2T3V","SpotHero","4,500,000","venture","2014-06-11","Details",""
"103","Battery Ventures","SpotHero","2,500,000","venture","2012-12-13","Details",""
"104","Autotech Ventures","SpotHero","30,000,000","venture","2017-07-18","Details",""
"105","Pritzker Group Venture Capital","71lbs","75,000","seed","2012-06-01","Details",""
"106","Pritzker Group Venture Capital","SpotHero","20,000,000","venture","2015-08-19","Details",""
"107","Dundee Venture Capital","WhimseyBox","","seed","2012-11-01","Details",""
"108","e.ventures","SpotHero","20,000,000","venture","2015-08-19","Details",""
"109","Pritzker Group Venture Capital","Power2Switch","75,000","seed","2011-06-01","Details","Exited"
"110","Hyde Park Venture Partners","Food Genius","1,200,000","venture","2012-09-11","Details","Exited"
"111","500 Startups","FeeFighters","510,000","seed","2010-08-09","Details","Exited"
"112","Singing Wolf Ventures LLC","Fango","150,000","venture","2011-04-01","Details","Exited"
"113","Pritzker Group Venture Capital","BuzzReferrals","50,000","seed","2011-04-30","Details",""
"114","Techstars Chicago (Formerly Excelerate Labs)","CookItFor.Us","75,000","seed","2011-06-01","Details","Dead"
"115","IDEO","Food Genius","1,200,000","venture","2012-09-11","Details","Exited"
"116","Hyde Park Venture Partners","Tap.Me","3,200,000","venture","2012-03-12","Details","Exited"
"117","Listen Ventures","Fango","150,000","venture","2011-04-01","Details","Exited"
"118","Hyde Park Angels","FeeFighters","1,000,000","angel","2011-01-12","Details","Exited"
"119","Pritzker Group Venture Capital","Lasso","75,000","seed","2012-06-01","Details",""
"120","Pritzker Group Venture Capital","BuzzReferrals","75,000","undisclosed","2011-03-31","Details",""
"121","Social Leverage","GiveForward","500,000","venture","2011-02-14","Details","Exited"
"122","Techstars Chicago (Formerly Excelerate Labs)","71lbs","75,000","seed","2012-06-01","Details",""
"123","Hyde Park Angels","Food Genius","1,200,000","venture","2012-09-11","Details","Exited"
"124","Hyde Park Angels","Edulender","3,000,000","venture","2012-08-17","Details",""
"125","Paul Roberts","Fango","42,870","venture","2011-04-01","Details","Exited"
"126","Pritzker Group Venture Capital","Moxie Jean","75,000","seed","2012-06-01","Details","Exited"
"127","Hyde Park Angels","Tap.Me","1,400,000","venture","2011-05-12","Details","Exited"
"128","Techstars Chicago (Formerly Excelerate Labs)","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"129","e.ventures","SpotHero","2,500,000","venture","2012-12-13","Details",""
"130","FireStarter Fund","GiveForward","2,000,000","venture","2012-07-25","Details","Exited"
"131","Carolyn Green","Fango","150,000","venture","2010-08-01","Details","Exited"
"132","Hyde Park Angels","FeeFighters","510,000","seed","2010-08-09","Details","Exited"
"133","Techstars Chicago (Formerly Excelerate Labs)","Exchangery","75,000","seed","2011-06-01","Details","Dead"
"134","Pritzker Group Venture Capital","Edulender","1,000,000","seed","2011-03-08","Details",""
"135","Olive Ventures","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"136","Techstars Chicago (Formerly Excelerate Labs)","Fango","15,000","seed","2010-06-01","Details","Exited"
"137","Techstars Chicago (Formerly Excelerate Labs)","Moxie Jean","75,000","seed","2012-06-01","Details","Exited"
"138","Hyde Park Angels","Moxie Jean","75,000","seed","2012-06-01","Details","Exited"
"139","Polsky Holdings","BuzzReferrals","600,000","venture","2011-12-19","Details",""
"140","Amicus Capital","Food Genius","1,000,000","venture","2013-09-17","Details","Exited"
"141","Amicus Capital","Food Genius","1,200,000","venture","2012-09-11","Details","Exited"
"142","Pritzker Group Venture Capital","IntroFly","75,000","seed","2011-06-01","Details","Dead"
"143","Pritzker Group Venture Capital","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"144","Pritzker Group Venture Capital","CookItFor.Us","75,000","seed","2011-06-01","Details","Dead"
"145","I2A Fund","Food Genius","1,200,000","venture","2012-09-11","Details","Exited"
"146","Pritzker Group Venture Capital","Cureeo","75,000","seed","2012-06-01","Details",""
"147","I2A Fund","Tap.Me","1,400,000","venture","2011-05-12","Details","Exited"
