"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Dollard Carey","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"2","Pritzker Group Venture Capital","Pictarine","75,000","seed","2012-06-01","Details",""
"3","500 Startups","FeeFighters","1,000,000","angel","2011-01-12","Details","Exited"
"4","Kevin Willer","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"5","Jonathan Springer","Fango","45,000","venture","2011-04-01","Details","Exited"
"6","Ellen King","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"7","Techstars Chicago (Formerly Excelerate Labs)","BuzzReferrals","75,000","undisclosed","2011-03-31","Details",""
"8","Chicago Ventures","Power2Switch","1,300,000","seed","2011-12-05","Details","Exited"
"9","Listen","Fango","150,000","venture","2011-04-01","Details","Exited"
"10","Techstars Chicago (Formerly Excelerate Labs)","Lasso","75,000","seed","2012-06-01","Details",""
"11","Pritzker Group Venture Capital","GiveForward","500,000","venture","2011-02-14","Details","Exited"
"12","Pritzker Group Venture Capital","Food Genius","75,000","seed","2011-06-01","Details","Exited"
"13","Techstars Chicago (Formerly Excelerate Labs)","GiveForward","15,000","seed","2010-06-01","Details","Exited"
"14","Pritzker Group Venture Capital","Food Genius","1,200,000","venture","2012-09-11","Details","Exited"
"15","Pritzker Group Venture Capital","Exchangery","75,000","seed","2011-06-01","Details","Dead"
"16","Jason Goodrich","Shortlist","310,000","seed","2011-12-01","Details","Dead"
"17","e.ventures","SpotHero","4,500,000","venture","2014-06-11","Details",""
"18","Sandbox Industries","Edulender","1,000,000","seed","2011-03-08","Details",""
"19","Pritzker Group Venture Capital","WhimseyBox","75,000","seed","2012-06-01","Details",""
"20","Techstars Chicago (Formerly Excelerate Labs)","Tap.Me","15,000","seed","2010-06-01","Details","Exited"
"21","Blossom Street Ventures","SpotHero","4,500,000","venture","2014-06-11","Details",""
"22","Mark Friedgan","71lbs","","angel","2012-03-20","Details",""
