"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Ginko Bioworks","120,000","seed","2014-07-16","Details",""
"2","Y Combinator","Multiply Labs","2,700,000","venture","2017-05-02","Details",""
"3","500startups","EquityZen","","seed","2014-02-13","Details",""
"4","Y Combinator","Women.com","1,750,000","seed","2014-08-01","Details",""
"5","Y Combinator","BitAccess","10,000,000","seed","2014-01-21","Details",""
"6","Y Combinator","FutureLeague","14,000","seed","2014-01-01","Details",""
"7","Y Combinator","Shift Payments","2,200,000","seed","2014-08-18","Details",""
"8","The Alchemist Accelerator","Airpost","280,000","seed","2013-02-01","Details","Exited"
"9","Y Combinator","MailTime","500,000","angel","2014-01-10","Details",""
"10","Y Combinator","Open Listings","1,000,000","seed","2015-10-27","Details",""
"11","AngelPad","Iterable","","seed","2013-05-01","Details",""
"12","Techstars","Airpost","280,000","seed","2013-02-01","Details","Exited"
"13","Y Combinator","Bitmovin","","seed","2015-08-26","Details",""
"14","Y Combinator","Ginko Bioworks","120,000","seed","2014-07-16","Details",""
