"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"33","Karlin Ventures","Invested.in","830,000","seed","2012-11-01","Details",""
"34","Techstars","Ziptask","118,000","seed","2013-01-14","Details","Dead"
"35","Amplify.LA","MapSense","2,500,000","seed","2015-05-27","Details","Exited"
"36","Bill Lohse","Battlefy","1,300,000","seed","2014-01-14","Details",""
"37","Acequia Capital","Bitium","","seed","2012-08-01","Details",""
"38","Amplify.LA","Battlefy","1,300,000","seed","2014-01-14","Details",""
"39","Social Starts","Battlefy","1,300,000","seed","2014-01-14","Details",""
"40","Portland Seed Fund","Vadio","750,000","venture","2012-11-01","Details",""
"41","First Round","Gem","2,000,000","seed","2014-09-17","Details",""
"42","Demarest Media","EverSport Media","","seed","2013-08-01","Details",""
"43","Third Wave Digital","EverSport Media","4,200,000","venture","2015-10-10","Details",""
"44","First Round","Gem","1,500,000","angel","2014-02-11","Details",""
"45","ff Venture Capital","Estify","6,300,000","venture","2016-09-26","Details",""
"46","Wavemaker Partners","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"47","Dean Gilbert","Squabbler","","seed","2013-02-15","Details",""
"48","Canyon Creek Capital","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"49","PIE","Vadio","18,000","seed","2012-10-08","Details",""
"50","Double M Partners","Bitium","2,400,000","seed","2013-04-17","Details",""
"51","Social Starts","Fama","1,500,000","seed","2015-12-23","Details",""
"52","Draper Associates","Stacksocial","800,000","seed","2012-07-24","Details",""
"53","Amplify.LA","Bitium","6,500,000","venture","2014-03-01","Details",""
"54","Birchmere Ventures","Gem","1,500,000","angel","2014-02-11","Details",""
"55","Portland Seed Fund","Vadio","1,030,000","convertible_note","2016-09-09","Details",""
"56","Crosscut Ventures","hellotech","2,000,000","seed","2015-05-26","Details",""
"57","Anthem Venture Partners","Affinity Networks","500,000","seed","2014-02-20","Details",""
"58","Collaborative Fund","hellotech","2,500,000","seed","2015-01-27","Details",""
"59","Diego Berdakin","Look.io","","seed","2012-01-01","Details","Exited"
"60","Mike Kofi Okyere","Fanbread","800,000","seed","2014-05-01","Details","Exited"
"61","CAA Ventures","20Jeans","1,000,000","seed","2013-04-18","Details",""
"62","Kima Ventures","Fanbread","800,000","seed","2014-05-01","Details","Exited"
"63","Alliance of Angels","Battlefy","1,300,000","seed","2014-01-14","Details",""
"64","Upfront Ventures","hellotech","2,000,000","seed","2015-05-26","Details",""
"65","Enspire Capital","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"66","Ron Burkle","hellotech","2,500,000","seed","2015-01-27","Details",""
"67","Quest Venture Partners","TheBouqs","","seed","2013-10-24","Details",""
"68","Third Wave Digital","EverSport Media","","seed","2013-08-01","Details",""
"69","Keith Boesky","Battlefy","1,300,000","seed","2014-01-14","Details",""
"70","Wavemaker Partners","FloQast","6,500,000","venture","2016-03-16","Details",""
"71","Azure Capital Partners","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"72","Brendan Wallace","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"73","Robert Wilson","Gem","1,300,000","seed","2015-04-02","Details",""
"74","Wavemaker Partners","Clutter","2,000,000","seed","2015-05-18","Details",""
"75","Brian Spaly","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"76","Shining Capital","ClubW","17,500,000","venture","2016-05-04","Details",""
"77","Brendan Wallace","Clutter","1,300,000","seed","2015-08-06","Details",""
"78","Polaris Partners","FloQast","25,000,000","venture","2017-06-21","Details",""
"79","ff Venture Capital","Estify","1,500,000","venture","2014-10-03","Details",""
"80","Bruce Eskowitz","Vadio","750,000","venture","2012-11-01","Details",""
"81","Goldcrest Investments","RadPad","9,000,000","venture","2015-04-22","Details","Exited"
"82","Romulus Capital","Estify","1,500,000","venture","2014-10-03","Details",""
"83","Amplify.LA","TranslationExchange","100,000","convertible_note","2014-08-01","Details",""
"84","Blockchain Capital","Gem","1,500,000","angel","2014-02-11","Details",""
"85","BDC Venture Capital","Battlefy","2,000,000","seed","2014-12-26","Details",""
"86","Accel Partners","hellotech","12,500,000","venture","2015-09-16","Details",""
"87","Wonder Ventures","Clutter","2,000,000","seed","2015-05-18","Details",""
"88","Quest Venture Partners","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"89","Structure Fund","Clutter","","seed","2014-02-21","Details",""
"90","KEC Ventures","Gem","1,300,000","seed","2015-04-02","Details",""
"91","Pelion Venture Partners","Gem","7,600,000","venture","2016-01-06","Details",""
"92","Arjun Sethi","Clutter","2,000,000","seed","2015-05-18","Details",""
"93","Tiller Partners","ClubW","9,500,000","venture","2014-09-22","Details",""
"94","Quest Venture Partners","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"95","Danmar Capital","Gem","7,600,000","venture","2016-01-06","Details",""
"96","Wavemaker Partners","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"97","James Joaquin","Gem","2,000,000","seed","2014-09-17","Details",""
"98","Mucker Capital","Vadio","8,000,000","venture","2015-05-12","Details",""
"99","Amplify.LA","Squabbler","","seed","2013-06-21","Details",""
"100","Draper Associates","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"101","Rogue Venture Partners","Vadio","8,000,000","venture","2015-05-12","Details",""
"102","Hillsven Capital","TranslationExchange","","seed","2015-05-01","Details",""
"103","Social Leverage","Bitium","6,500,000","venture","2014-03-01","Details",""
"104","500 Startups","ClubW","","seed","2012-07-31","Details",""
"105","Mike Hirshland","TidePool","1,500,000","seed","2012-05-04","Details",""
"106","BTCS","Gem","2,000,000","seed","2014-09-17","Details",""
"107","Mucker Capital","Vadio","2,000,000","seed","2014-08-14","Details",""
"108","ff Venture Capital","Estify","974,000","seed","2013-09-27","Details",""
"109","Quest Venture Partners","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"110","Grey Wolf","Clutter","2,000,000","seed","2015-05-18","Details",""
"111","James Joaquin","Gem","2,000,000","seed","2014-09-17","Details",""
"112","Amplify.LA","Vadio","2,000,000","seed","2014-08-14","Details",""
"113","Four Rivers Group","Clutter","20,000,000","venture","2016-04-07","Details",""
"114","Toba Capital","FloQast","1,300,000","seed","2014-11-05","Details",""
"115","Resolute.vc","Bitium","6,500,000","venture","2014-03-01","Details",""
"116","Bessemer Venture Partners","ClubW","17,500,000","venture","2016-05-04","Details",""
"117","Founders' Co-op","Vadio","750,000","venture","2012-11-01","Details",""
"118","RRE Ventures","Gem","1,500,000","angel","2014-02-11","Details",""
"119","Draper Associates","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"120","Baroda Ventures","Gem","2,000,000","seed","2014-09-17","Details",""
"121","Baroda Ventures","Gem","1,300,000","seed","2015-04-02","Details",""
"122","Amplify.LA","MapSense","","seed","2014-01-23","Details","Exited"
"123","Amplify.LA","sensay","","seed","2014-12-01","Details",""
"124","Kamran Pourzanjani","Look.io","","seed","2012-01-01","Details","Exited"
"125","Deep Fork Capital","RadPad","1,000,000","seed","2014-03-18","Details","Exited"
"126","QueensBridge Venture Partners","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"127","Amplify.LA","RadPad","200,000","seed","2013-05-30","Details","Exited"
"128","Greycroft Partners","sensay","1,500,000","seed","2015-01-05","Details",""
"129","SLP Ventures","Fanbread","800,000","seed","2014-05-01","Details","Exited"
"130","Plus Capital","20Jeans","1,000,000","seed","2013-04-18","Details",""
"131","Amplify.LA","Affinity Networks","200,000","seed","2014-01-06","Details",""
"132","Wieden + Kennedy","Vadio","750,000","venture","2012-11-01","Details",""
"133","Chris Ovitz","RadPad","200,000","seed","2013-05-30","Details","Exited"
"134","Gordon Crawford","Squabbler","","seed","2013-02-15","Details",""
"135","Justin Fishner-Wolfson","RadPad","2,000,000","seed","2014-08-12","Details","Exited"
"136","Madrona Venture Group","hellotech","12,500,000","venture","2015-09-16","Details",""
"137","Brad Zions","Affinity Networks","200,000","seed","2014-01-06","Details",""
"138","Amplify.LA","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"139","Crosscut Ventures","hellotech","12,500,000","venture","2015-09-16","Details",""
"140","Canyon Creek Capital","Invested.in","830,000","seed","2012-11-01","Details",""
"141","Brad Schwartz","Invested.in","830,000","seed","2012-11-01","Details",""
"142","Amplify.LA","Stacksocial","","angel","2012-01-17","Details",""
"143","Crosscut Ventures","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"144","Double M Partners","Fama","1,500,000","seed","2015-12-23","Details",""
"145","Emil Capital Partners","EverSport Media","4,200,000","venture","2015-10-10","Details",""
"146","Deep Fork Capital","Battlefy","2,000,000","seed","2014-12-26","Details",""
"147","Chairul Irawan","Invested.in","830,000","seed","2012-11-01","Details",""
"148","Amplify.LA","ClubW","500,000","seed","2011-09-01","Details",""
"149","Formation 8","MapSense","2,500,000","seed","2015-05-27","Details","Exited"
"150","Melo7 Tech Partners","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"151","Polaris Partners","Bitium","6,500,000","venture","2014-03-01","Details",""
"152","BDC Venture Capital","Battlefy","1,300,000","seed","2014-01-14","Details",""
"153","Kamran Pourzanjani","Invested.in","830,000","seed","2012-11-01","Details",""
"154","Amplify.LA","TidePool","1,500,000","seed","2012-05-04","Details",""
"155","Wavemaker Partners","RadPad","600,000","seed","2013-11-06","Details","Exited"
"156","Henry Shih","Affinity Networks","500,000","seed","2015-02-10","Details",""
"157","Anthony Faillace","Squabbler","","seed","2013-02-15","Details",""
"158","Mark Kolokotrones","Squabbler","","seed","2013-02-15","Details",""
"159","Amplify.LA","Repost Network","","seed","2015-07-25","Details",""
"160","Greycroft Partners","hellotech","2,000,000","seed","2015-05-26","Details",""
"161","QueensBridge Venture Partners","RadPad","2,000,000","seed","2014-08-12","Details","Exited"
"162","Karlin Ventures","Invested.in","880,000","venture","2012-01-19","Details",""
"163","NALA Investments","Look.io","","seed","2012-01-01","Details","Exited"
"164","IDG Capital Partners","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"165","Amplify.LA","hellotech","2,000,000","seed","2015-05-26","Details",""
"166","Brad Zions","Affinity Networks","500,000","seed","2014-02-20","Details",""
"167","NextEquity Partners","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"168","Azure Capital Partners","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"169","Birchmere Labs","Gem","2,000,000","seed","2014-09-17","Details",""
"170","Blockchain Capital","Gem","2,000,000","seed","2014-09-17","Details",""
"171","Fenbushi Capital","Gem","7,600,000","venture","2016-01-06","Details",""
"172","TYLT Ventures","Clutter","20,000,000","venture","2016-04-07","Details",""
"173","Quest Venture Partners","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"174","Portland Seed Fund","Vadio","8,000,000","venture","2015-05-12","Details",""
"175","Tekton Ventures","Gem","1,300,000","seed","2015-04-02","Details",""
"176","Sequoia Capital","Clutter","9,000,000","venture","2015-10-22","Details",""
"177","Danmar Capital","FloQast","6,500,000","venture","2016-03-16","Details",""
"178","Amplify.LA","TheBouqs","","seed","2013-10-24","Details",""
"179","Atomico","Clutter","64,000,000","venture","2017-06-13","Details",""
"180","Portland Seed Fund","Vadio","","venture","2013-12-16","Details",""
"181","GV","Clutter","64,000,000","venture","2017-06-13","Details",""
"182","SGVC","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"183","Wavemaker Partners","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"184","Toba Capital","FloQast","25,000,000","venture","2017-06-21","Details",""
"185","Amplify.LA","Clutter","2,000,000","seed","2015-05-18","Details",""
"186","Guild Capital","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"187","Canyon Creek Capital","Invested.in","880,000","venture","2012-01-19","Details",""
"188","Marc Bell Ventures","Clutter","2,000,000","seed","2015-05-18","Details",""
"189","Amplify.LA","Vadio","8,000,000","venture","2015-05-12","Details",""
"190","MeetMe, Inc.","Affinity Networks","500,000","seed","2014-02-20","Details",""
"191","Tekton Ventures","Gem","2,000,000","seed","2014-09-17","Details",""
"192","Grey Wolf","Clutter","9,000,000","venture","2015-10-22","Details",""
"193","Azure Capital Partners","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"194","SGVC","TheBouqs","","seed","2013-10-24","Details",""
"195","Resolute.vc","Clutter","1,300,000","seed","2015-08-06","Details",""
"196","Reimagined Ventures","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"197","Demarest","Affinity Networks","500,000","seed","2015-02-10","Details",""
"198","Amplify.LA","TranslationExchange","","seed","2015-05-01","Details",""
"199","Fifth Wall","Clutter","64,000,000","venture","2017-06-13","Details",""
"200","Grey Wolf","Clutter","1,300,000","seed","2015-08-06","Details",""
"201","Chris Ovitz","RadPad","600,000","seed","2013-11-06","Details","Exited"
"202","Crosscut Ventures","hellotech","2,500,000","seed","2015-01-27","Details",""
"203","Amplify.LA","FloQast","6,500,000","venture","2016-03-16","Details",""
"204","Amplify.LA","FloQast","50,000","seed","2013-10-07","Details",""
"205","Brick & Mortar Ventures","Clutter","","seed","2014-02-21","Details",""
"206","Blockchain Capital","Gem","7,600,000","venture","2016-01-06","Details",""
"207","Marc Gieger","Vadio","750,000","venture","2012-11-01","Details",""
"208","Amplify.LA","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"209","Brick & Mortar Ventures","Clutter","2,000,000","seed","2015-05-18","Details",""
"210","Baroda Ventures","hellotech","2,000,000","seed","2015-05-26","Details",""
"211","KEC Ventures","Gem","7,600,000","venture","2016-01-06","Details",""
"212","Romulus Capital","Estify","","seed","2013-04-24","Details",""
"213","Insight Venture Partners","FloQast","25,000,000","venture","2017-06-21","Details",""
"214","Telegraph Hill Capital","Clutter","9,000,000","venture","2015-10-22","Details",""
"215","Mich Mathews","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"216","Sequoia Capital","Clutter","20,000,000","venture","2016-04-07","Details",""
"217","KEC Ventures","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"218","Idealab","Gem","2,000,000","seed","2014-09-17","Details",""
"219","Amplify.LA","Gem","7,600,000","venture","2016-01-06","Details",""
"220","Tiller Partners","Clutter","2,000,000","seed","2015-05-18","Details",""
"221","Europlay Capital Advisors","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"222","Toba Capital","FloQast","6,500,000","venture","2016-03-16","Details",""
"223","Resolute.vc","Clutter","2,000,000","seed","2015-05-18","Details",""
"224","Wavemaker Partners","FloQast","1,300,000","seed","2014-11-05","Details",""
"225","Otter Rock Capital","Clutter","1,300,000","seed","2015-08-06","Details",""
"226","Otter Rock Capital","Clutter","9,000,000","venture","2015-10-22","Details",""
"227","Metamorphic Ventures","Gem","1,500,000","angel","2014-02-11","Details",""
"228","Tech Coast Angels","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"229","KEC Ventures","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"230","Redpoint","MapSense","2,500,000","seed","2015-05-27","Details","Exited"
"231","Marker","Vadio","8,000,000","venture","2015-05-12","Details",""
"232","Brendan Wallace","Clutter","2,000,000","seed","2015-05-18","Details",""
"233","RRE Ventures","Gem","7,600,000","venture","2016-01-06","Details",""
"234","Amplify.LA","Estify","974,000","seed","2013-09-27","Details",""
"235","Brendan Wallace","Clutter","9,000,000","venture","2015-10-22","Details",""
"236","Brendan Wallace","Clutter","","seed","2014-02-21","Details",""
"237","Wavemaker Partners","Gem","1,500,000","angel","2014-02-11","Details",""
"238","Robert Herjavec","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"239","KEC Ventures","Gem","1,500,000","angel","2014-02-11","Details",""
"240","Amplify.LA","FloQast","1,300,000","seed","2014-11-05","Details",""
"241","Amplify.LA","Gem","1,300,000","seed","2015-04-02","Details",""
"242","Amplify.LA","Clutter","1,300,000","seed","2015-08-06","Details",""
"243","Birchmere Labs","Gem","1,300,000","seed","2015-04-02","Details",""
"244","UCLA VC Fund","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"245","Polaris Partners","FloQast","6,500,000","venture","2016-03-16","Details",""
"246","Tom McInerney","RadPad","200,000","seed","2013-05-30","Details","Exited"
"247","Tiller Partners","Gem","7,600,000","venture","2016-01-06","Details",""
"248","Amplify.LA","20Jeans","","seed","2013-02-01","Details",""
"249","KEC Ventures","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"250","Partech Ventures","TheBouqs","24,000,000","venture","2017-01-30","Details",""
"251","Drummond Road Capital","Gem","1,300,000","seed","2015-04-02","Details",""
"252","Brad Zions","Clutter","9,000,000","venture","2015-10-22","Details",""
"253","ECEG","Gem","1,300,000","seed","2015-04-02","Details",""
"254","Amplify.LA","Clutter","","seed","2014-02-21","Details",""
"255","Sequoia Capital","Clutter","64,000,000","venture","2017-06-13","Details",""
"256","Irv Weintraub","Invested.in","830,000","seed","2012-11-01","Details",""
"257","Tim Draper","Stacksocial","800,000","seed","2012-07-24","Details",""
"258","Amplify.LA","hellotech","2,500,000","seed","2015-01-27","Details",""
"259","SG VC","RadPad","2,000,000","seed","2014-08-12","Details","Exited"
"260","Happy Walters","RadPad","2,000,000","seed","2014-08-12","Details","Exited"
"261","QueensBridge Venture Partners","Battlefy","2,000,000","seed","2014-12-26","Details",""
"262","Deep Fork Capital","RadPad","600,000","seed","2013-11-06","Details","Exited"
"263","PreAngel","sensay","1,500,000","seed","2015-01-05","Details",""
"264","AITV (Accelerate IT Ventures)","Fanbread","1,893,006","venture","2015-07-01","Details","Exited"
"265","Clark Landry","Affinity Networks","500,000","seed","2014-02-20","Details",""
"266","Michael Huffington","RadPad","1,000,000","seed","2014-03-18","Details","Exited"
"267","Amplify.LA","Affinity Networks","500,000","seed","2015-02-10","Details",""
"268","Brick & Mortar Ventures","RadPad","9,000,000","venture","2015-04-22","Details","Exited"
"269","Amplify.LA","Fama","1,500,000","seed","2015-12-23","Details",""
"270","Wavemaker Partners","Stacksocial","800,000","seed","2012-07-24","Details",""
"271","Lou Kerner","Affinity Networks","500,000","seed","2014-02-20","Details",""
"272","Amplify.LA","Ziptask","","seed","2014-07-01","Details","Dead"
"273","Canyon Creek Capital","EverSport Media","4,200,000","venture","2015-10-10","Details",""
"274","David Carter","Invested.in","830,000","seed","2012-11-01","Details",""
"275","Metamorphic Ventures","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"276","Basset Investment Group","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"277","Karlin Ventures","Bitium","2,400,000","seed","2013-04-17","Details",""
"278","Upfront Ventures","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"279","Amplify.LA","Gem","1,500,000","angel","2014-02-11","Details",""
"280","Farhad Mohit","Look.io","","seed","2012-01-01","Details","Exited"
"281","500 Startups","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"282","Amplify.LA","EverSport Media","","seed","2013-08-01","Details",""
"283","Karlin Ventures","Bitium","6,500,000","venture","2014-03-01","Details",""
"284","Rob Glaser","Bitium","6,500,000","venture","2014-03-01","Details",""
"285","ff Venture Capital","Estify","","seed","2013-04-24","Details",""
"286","zPark Venture","Battlefy","2,000,000","seed","2014-12-26","Details",""
"287","Claytonia Capital","sensay","4,500,000","seed","2016-08-02","Details",""
"288","Amplify.LA","Look.io","","seed","2012-01-01","Details","Exited"
"289","Jeff Lo","Squabbler","","seed","2013-02-15","Details",""
"290","General Catalyst Partners","MapSense","2,500,000","seed","2015-05-27","Details","Exited"
"291","Amplify.LA","Invested.in","880,000","venture","2012-01-19","Details",""
"292","Tiller Partners","ClubW","","seed","2012-07-31","Details",""
"293","Double M Partners","Bitium","6,500,000","venture","2014-03-01","Details",""
"294","Resolute.vc","Bitium","2,400,000","seed","2013-04-17","Details",""
"295","Amplify.LA","Weaver Labs","","seed","2014-12-01","Details",""
"296","Amplify.LA","Fanbread","800,000","seed","2014-05-01","Details","Exited"
"297","Michael Lazerow","Bitium","2,400,000","seed","2013-04-17","Details",""
"298","Hiten Shan","Bitium","2,400,000","seed","2013-04-17","Details",""
"299","Amplify.LA","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"300","Wavemaker Partners","Squabbler","","seed","2013-02-15","Details",""
"301","Amplify.LA","Vadio","750,000","venture","2012-11-01","Details",""
"302","Accel Partners","hellotech","2,500,000","seed","2015-01-27","Details",""
"303","Amplify.LA","sensay","4,500,000","seed","2016-08-02","Details",""
"304","Upfront Ventures","hellotech","12,500,000","venture","2015-09-16","Details",""
"305","Mark Kolokotrones","Invested.in","830,000","seed","2012-11-01","Details",""
"306","Steven Roussey","Invested.in","830,000","seed","2012-11-01","Details",""
"307","Jim Wiatt","Squabbler","","seed","2013-02-15","Details",""
"308","Allen DeBevoise","Affinity Networks","500,000","seed","2015-02-10","Details",""
"309","Wavemaker Partners","Fama","1,500,000","seed","2015-12-23","Details",""
"310","Third Wave Digital","Battlefy","2,000,000","seed","2014-12-26","Details",""
"311","WME","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"312","Kima Ventures","Ziptask","","undisclosed","2015-05-04","Details","Dead"
"313","Upfront Ventures","hellotech","2,500,000","seed","2015-01-27","Details",""
"314","Plug and Play","TheBouqs","6,000,000","venture","2014-06-26","Details",""
"315","Lazerow Ventures","Bitium","6,500,000","venture","2014-03-01","Details",""
"316","Amplify.LA","TheBouqs","12,000,000","venture","2016-02-03","Details",""
"317","Andy Dunn","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"318","Amplify.LA","Gem","100,000","seed","2014-01-21","Details",""
"319","Rees Capital","Estify","974,000","seed","2013-09-27","Details",""
"320","Michael Goldfine","Vadio","750,000","venture","2012-11-01","Details",""
"321","Wavemaker Partners","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"322","Dennis Phelps","Battlefy","1,300,000","seed","2014-01-14","Details",""
"323","Amplify.LA","RadPad","600,000","seed","2013-11-06","Details","Exited"
"324","Canyon Creek Capital","TranslationExchange","","seed","2015-05-01","Details",""
"325","Mesa Ventures","Gem","1,500,000","angel","2014-02-11","Details",""
"326","Sean Ellis","Bitium","2,400,000","seed","2013-04-17","Details",""
"327","Allen DeBevoise","Battlefy","2,000,000","seed","2014-12-26","Details",""
"328","Silicon Valley Bank","hellotech","2,000,000","seed","2015-05-26","Details",""
"329","TYLT Lab","Battlefy","2,000,000","seed","2014-12-26","Details",""
"330","Gil Elbaz","MapSense","2,500,000","seed","2015-05-27","Details","Exited"
"331","Alliance of Angels","Battlefy","200,000","angel","2012-11-01","Details",""
"332","Romulus Capital","Estify","974,000","seed","2013-09-27","Details",""
"333","David Stern","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"334","RRE Ventures","Gem","1,300,000","seed","2015-04-02","Details",""
"335","ProSieben","EverSport Media","4,200,000","venture","2015-10-10","Details",""
"336","Telegraph Hill Capital","TheBouqs","1,100,000","seed","2013-06-25","Details",""
"337","First Round","Gem","1,300,000","seed","2015-04-02","Details",""
"338","Digital Currency Group","Gem","7,600,000","venture","2016-01-06","Details",""
"339","Draper Associates","sensay","4,500,000","seed","2016-08-02","Details",""
"340","Dean Gilbert","Vadio","750,000","venture","2012-11-01","Details",""
"341","Sanjay Chadda","Squabbler","","seed","2013-02-15","Details",""
"342","Romulus Capital","Estify","6,300,000","venture","2016-09-26","Details",""
"343","Rogue Venture Partners","Vadio","750,000","venture","2012-11-01","Details",""
"344","Amplify.LA","Bitium","2,400,000","seed","2013-04-17","Details",""
"345","Pasadena Angels","Fanbread","800,000","seed","2014-05-01","Details","Exited"
"346","Bessemer Venture Partners","ClubW","9,500,000","venture","2014-09-22","Details",""
"347","Polaris Partners","Bitium","6,000,000","venture","2016-08-30","Details",""
"348","RRE Ventures","Gem","2,000,000","seed","2014-09-17","Details",""
"349","Jay Boberg","Vadio","750,000","venture","2012-11-01","Details",""
"350","Amplify.LA","Stacksocial","800,000","seed","2012-07-24","Details",""
"351","Tiller Partners","ClubW","3,100,000","undisclosed","2013-02-07","Details",""
"352","Social Starts","Fama","","seed","2015-08-01","Details",""
"353","Social Leverage","Bitium","2,400,000","seed","2013-04-17","Details",""
"354","Wavemaker Partners","Affinity Networks","500,000","seed","2014-02-20","Details",""
"355","Mark Schwartz","Invested.in","830,000","seed","2012-11-01","Details",""
"356","Amplify.LA","Fama","","seed","2015-08-01","Details",""
"357","SG VC","RadPad","600,000","seed","2013-11-06","Details","Exited"
"358","Sam Englebardt","Affinity Networks","500,000","seed","2015-02-10","Details",""
"359","Deep Fork Capital","Battlefy","1,300,000","seed","2014-01-14","Details",""
"360","Vince Thompson","Fanbread","800,000","seed","2014-05-01","Details","Exited"
"361","Todd Perry","Squabbler","","seed","2013-02-15","Details",""
"362","Tom McInerney","RadPad","600,000","seed","2013-11-06","Details","Exited"
"363","Collaborative Fund","hellotech","2,000,000","seed","2015-05-26","Details",""
"364","Marc Bennett","Battlefy","2,000,000","seed","2014-12-26","Details",""
"365","Michael Dearing","TidePool","1,500,000","seed","2012-05-04","Details",""
"366","Greycroft Partners","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"367","Accel Partners","hellotech","2,000,000","seed","2015-05-26","Details",""
"368","Michael Liou","Invested.in","830,000","seed","2012-11-01","Details",""
"369","Social Leverage","RadPad","2,000,000","seed","2014-08-12","Details","Exited"
"370","500 Startups","Stacksocial","800,000","seed","2012-07-24","Details",""
