"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Renee LaBran","TomboyX","2,000,000","seed","2015-02-02","Details",""
"2","First Ascent Associates","Havenly","","venture","2015-03-13","Details",""
"3","500 Startups","Havenly","7,500,000","venture","2015-11-04","Details",""
"4","FG Angels","Havenly","7,500,000","venture","2015-11-04","Details",""
"5","Service Provider Capital","Havenly","7,500,000","venture","2015-11-04","Details",""
"6","MergeLane","ZaZa","20,000","seed","2015-02-02","Details",""
"7","MergeLane","Healthiest","20,000","seed","2016-02-15","Details",""
"8","MergeLane","Mapistry","20,000","seed","2015-02-02","Details",""
"9","M25 Group","BallotReady","780,000","seed","2017-01-31","Details",""
"10","Jose Marin","Havenly","20,000","seed","2015-02-02","Details",""
"11","MergeLane","Globig","20,000","seed","2016-02-15","Details",""
"12","MergeLane","BallotReady","780,000","seed","2017-01-31","Details",""
"13","Lena Street","BallotReady","750,000","seed","2016-07-05","Details",""
"14","MergeLane","Sugarwish","20,000","seed","2015-02-02","Details",""
"15","Women's Capital Connection","TomboyX","2,000,000","seed","2015-02-02","Details",""
"16","Start Co.","Cabsolutely","95,000","seed","2014-10-01","Details",""
"17","MergeLane","Cloudforest","20,000","seed","2016-02-15","Details",""
"18","Shu Duan","Havenly","","venture","2015-03-13","Details",""
"19","Chicago Ventures","Havenly","7,500,000","venture","2015-11-04","Details",""
"20","Foundry Group","Havenly","7,500,000","venture","2015-11-04","Details",""
"21","Daniel Curran","Havenly","7,500,000","venture","2015-11-04","Details",""
"22","MergeLane","Havenly","20,000","seed","2015-02-02","Details",""
"23","MergeLane","Hatch","20,000","seed","2016-02-15","Details","Dead"
"24","Deborah Benton","TomboyX","2,000,000","seed","2015-02-02","Details",""
"25","University of Chicago New Venture Challenge","BallotReady","30,000","grant","2015-05-29","Details",""
"26","M25 Group","BallotReady","750,000","seed","2016-07-05","Details",""
"27","MergeLane","BallotReady","20,000","seed","2016-02-15","Details",""
"28","FJ Labs","Havenly","20,000","seed","2015-02-02","Details",""
"29","MergeLane","Cabsolutely","500,000","seed","2016-06-06","Details",""
"30","Binary Capital","Havenly","5,800,000","venture","2016-03-29","Details",""
"31","MergeLane","LittleLane","20,000","seed","2016-02-15","Details",""
"32","Fabrice Grinda","Havenly","20,000","seed","2015-02-02","Details",""
"33","Sand Hill Angels","TomboyX","2,000,000","seed","2015-02-02","Details",""
"34","Bruce Jaffe","TomboyX","2,000,000","seed","2015-02-02","Details",""
"35","University of Chicago’s Innovation Fund","BallotReady","780,000","seed","2017-01-31","Details",""
"36","National Science Foundation","BallotReady","50,000","grant","2015-06-15","Details",""
"37","Drummond Road Capital","BallotReady","780,000","seed","2017-01-31","Details",""
"38","MergeLane","StartWise","20,000","seed","2016-02-15","Details",""
"39","MergeLane","Atlas Vault","20,000","seed","2016-02-15","Details",""
"40","MergeLane","QuickZip","20,000","seed","2015-02-02","Details",""
"41","Foundry Group","Havenly","5,800,000","venture","2016-03-29","Details",""
"42","MergeLane","Intelligent Eyes","20,000","seed","2015-02-02","Details",""
"43","MergeLane","TomboyX","2,000,000","seed","2015-02-02","Details",""
"44","Seattle Angel Conference","TomboyX","2,000,000","seed","2015-02-02","Details",""
"45","Chicago Ventures","Havenly","5,800,000","venture","2016-03-29","Details",""
"46","MergeLane","Alchemie","20,000","seed","2016-02-15","Details",""
"47","MergeLane","Idaciti","20,000","seed","2015-02-02","Details",""
