"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Scentbird","1,000,000","seed","2015-08-12","Details",""
"2","fbFund","Networked Blogs","300,000","seed","2011-06-01","Details",""
"3","500startups","ninua","300,000","seed","2011-06-01","Details",""
"4","AngelPad","Pipedrive","1,000,000","seed","2012-07-31","Details",""
"5","Y Combinator","Virool","6,620,000","seed","2013-02-14","Details",""
"6","fbFund","Networked Blogs","200,000","seed","2012-12-12","Details",""
"7","Microsoft Ventures Accelerator Tel Aviv","Twtrland","1,500,000","venture","2015-06-29","Details",""
"8","Media Camp","Socialize","1,800,000","angel","2011-11-01","Details","Exited"
"9","AngelPad","Pipedrive","2,400,000","seed","2013-09-18","Details",""
"10","Upwest Labs","Drippler","4,500,000","venture","2015-06-29","Details",""
"11","Upwest Labs","Drippler","1,600,000","venture","2014-05-02","Details",""
"12","500startups","ninua","200,000","seed","2012-12-12","Details",""
"13","500startups","WhalePath","1,100,000","seed","2014-09-04","Details",""
