"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Kepler Communications","5,000,000","seed","2016-08-09","Details",""
"2","Seedcamp","Transferwise","1,300,000","seed","2012-04-17","Details",""
"3","Techstars","DataRobot","3,300,000","seed","2013-09-16","Details",""
"4","Techstars","DataRobot","33,000,000","venture","2016-02-11","Details",""
"5","Y Combinator","Amicus","3,200,000","seed","2012-11-13","Details",""
"6","NYC SeedStart","DataDog","6,200,000","venture","2012-11-21","Details",""
"7","Techstars","DataRobot","21,000,000","venture","2014-08-15","Details",""
"8","Techstars","Coursekit","1,000,000","seed","2010-05-01","Details","Exited"
"9","NYC SeedStart","DataDog","15,000,000","venture","2014-02-04","Details",""
"10","iVentures10","Next Big Sound","6,500,000","venture","2012-01-03","Details","Exited"
"11","Seedcamp","Transferwise","58,000,000","venture","2015-01-25","Details",""
"12","Techstars","Coursekit","1,000,000","venture","2011-06-27","Details","Exited"
"13","Techstars","Coursekit","5,000,000","venture","2012-01-03","Details","Exited"
"14","Y Combinator","Lygos","13,000,000","venture","2016-12-12","Details",""
"15","Seedcamp","Transferwise","25,000,000","venture","2014-06-09","Details",""
"16","Techstars","ThinkNear","1,630,000","venture","2011-08-13","Details","Exited"
"17","NYC SeedStart","DataDog","1,200,000","seed","2011-04-29","Details",""
"18","Y Combinator","Transcriptic","8,500,000","venture","2015-02-19","Details",""
"19","Y Combinator","MemSQL","36,000,000","venture","2016-04-21","Details",""
"20","Y Combinator","Direct Match","6,000,000","venture","2016-01-07","Details",""
"21","Y Combinator","MemSQL","5,000,000","venture","2013-01-18","Details",""
"22","DreamIT Ventures","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"23","Techstars","DigitalOcean","37,200,000","venture","2014-03-06","Details",""
"24","Seedcamp","Transferwise","6,000,000","venture","2013-05-13","Details",""
"25","Y Combinator","Transcriptic","2,800,000","seed","2014-02-14","Details",""
"26","Techstars","DigitalOcean","3,205,800","seed","2013-07-15","Details",""
