"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","500startups","Partender","","seed","2014-05-01","Details",""
"2","500startups","Farmeron","","seed","2011-09-29","Details","Exited"
"3","500startups","MoBagel","","seed","2015-08-24","Details",""
"4","500startups","YongoPal","100,000","angel","2010-10-28","Details","Dead"
"5","500startups","ViralGains","2,800,000","seed","2014-07-31","Details",""
"6","500startups","Headout","1,800,000","seed","2015-04-23","Details",""
"7","500startups","InternMatch","400,000","angel","2011-02-01","Details","Exited"
"8","500startups","CoContest","620,000","seed","2015-09-01","Details",""
"9","Y Combinator","Goldbely","3,000,000","seed","2013-09-17","Details",""
"10","500startups","Farmeron","1,609,000","seed","2012-05-10","Details","Exited"
"11","Y Combinator","Habit Labs","250,000","angel","2011-08-14","Details",""
"12","Y Combinator","Goldbely","10,000,000","venture","2017-03-08","Details",""
"13","Seedcamp","FarmerOn","","seed","2011-09-29","Details","Exited"
"14","500startups","InternMatch","1,200,000","venture","2013-01-16","Details","Exited"
"15","500startups","Pick1","1,000,000","seed","2012-09-12","Details",""
"16","Startmate","Sporthold","150,000","seed","2014-01-01","Details",""
"17","DreamIT Ventures","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"18","500startups","Partender","50,000","seed","2013-09-13","Details",""
"19","500startups","Tout","350,000","seed","2011-05-15","Details","Exited"
"20","500startups","Sporthold","150,000","seed","2014-01-01","Details",""
"21","Startmate","Happy Inspector","895,000","seed","2012-07-18","Details",""
"22","Seedcamp","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
