"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Big Venture Challenge","Commonplace","243,000","seed","2014-08-13","Details",""
"2","TrueStart","Supa Academy","","seed","2015-06-30","Details",""
"3","Bethnal Green Ventures","Written Medicine","15,000","seed","2014-07-04","Details",""
"4","Bethnal Green Ventures","eBarts","15,000","seed","2014-03-03","Details",""
"5","Bethnal Green Ventures","Wall Display","15,000","seed","2014-01-27","Details",""
"6","Bethnal Green Ventures","Trackwall","15,000","seed","2013-08-31","Details",""
"7","Imperial Create Lab","Kutoa","","non_equity_assistance","2014-04-15","Details",""
"8","Bethnal Green Ventures","Benkyo Player","15,000","seed","2013-07-01","Details",""
"9","Clearly Social Angels","Commonplace","243,000","seed","2014-08-13","Details",""
"10","Angels in the City","Commonplace","243,000","seed","2014-08-13","Details",""
"11","Bethnal Green Ventures","voXup","15,000","seed","2014-03-03","Details","Dead"
"12","Bethnal Green Ventures","Supa Academy","15,000","seed","2014-07-02","Details",""
"13","Bethnal Green Ventures","Sentimoto","15,000","seed","2014-05-01","Details",""
"14","Bethnal Green Ventures","Kutoa","15,000","seed","2014-08-18","Details",""
"15","Bethnal Green Ventures","KNRY","15,000","seed","2013-08-31","Details",""
"16","Bethnal Green Ventures","Gnergy","15,000","seed","2012-07-31","Details","Dead"
"17","Bethnal Green Ventures","Municipality Tools","15,000","seed","2012-07-31","Details",""
"18","Bethnal Green Ventures","Flooting","15,000","seed","2014-01-23","Details",""
"19","Bethnal Green Ventures","Dr Doctor","15,000","seed","2012-07-31","Details",""
"20","Bethnal Green Ventures","CauseHub","15,000","seed","2014-02-12","Details","Dead"
"21","Bethnal Green Ventures","Homely","12,500","seed","2012-07-31","Details",""
"22","Bethnal Green Ventures","I Can Make","15,000","seed","2014-03-28","Details",""
"23","Bethnal Green Ventures","See What I Mean","15,000","seed","2013-08-31","Details",""
"24","Clearly Social Angels","Fluency","110,000","angel","2014-08-11","Details",""
"25","Bethnal Green Ventures","Commonplace","15,000","seed","2013-07-01","Details",""
"26","Bethnal Green Ventures","Fluency","110,000","angel","2014-08-11","Details",""
"27","Bethnal Green Ventures","Mastodon C","12,500","seed","2012-07-01","Details",""
"28","Bethnal Green Ventures","Fluency","15,000","seed","2013-07-01","Details",""
