"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Christoph Janz","Boxed Ice","135,000","angel","2011-05-24","",""
"2","Distilled","Boxed Ice","135,000","angel","2011-05-24","",""
"3","Kyle Mcginn","Boxed Ice","135,000","angel","2011-05-24","",""
"4","Qamar Aziz","Boxed Ice","135,000","angel","2011-05-24","",""
"5","Seedcamp","Boxed Ice","50,000","seed","2009-09-25","",""
"6","Index Ventures","EDITD","4,400,000","venture","2014-02-11","Details",""
"7","Seedcamp","checkthis","910,000","seed","2012-06-12","Details",""
"8","Seedcamp","Brainient","50,000","seed","2009-09-25","Details","Exited"
"9","Citrix Startup Accelerator","Unifyo","","seed","2011-10-28","Details",""
"10","Jacques-Antoine Granjon","sush.io/ Archiveme","325,000","seed","2013-04-25","Details",""
"11","Seedcamp","Rentlord","","seed","2011-09-12","Details",""
"12","Taavet Hinrikus","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"13","Seedcamp","Repairy","","seed","2012-07-31","Details",""
"14","Seedcamp","Basekit","","seed","2009-04-01","Details",""
"15","OSEO Innovation","kwaga","600,000","seed","2009-04-01","Details",""
"16","Taavet Hinrikus","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"17","SV Angel","checkthis","910,000","seed","2012-06-12","Details",""
"18","Zeljko Mataija","FarmerOn","15,000","angel","2010-10-01","Details","Exited"
"19","Omnis Mundi","kublax  ***","1,000,000","angel","2009-05-05","Details","Dead"
"20","500 Startups","Bluefields","50,000","seed","2012-02-07","Details",""
"21","Seedcamp","Traity","","seed","2012-07-31","Details",""
"22","Octopus Ventures","Elliptic","2,000,000","seed","2014-07-16","Details",""
"23","Evan Nisselson","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"24","Angus Davis","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"25","Eden Ventures","Basekit","2,600,000","venture","2010-06-15","Details",""
"26","Alex Ott","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"27","Seedcamp","tl;dr","","seed","2012-12-31","Details",""
"28","Seedcamp","Ctrlio","100,000","seed","2013-07-11","Details",""
"29","Oleg Tscheltzoff","kwaga","600,000","seed","2009-04-01","Details",""
"30","The Accelerator Group","zemanta","1,600,000","venture","2009-08-01","Details",""
"31","NESTA Investments","Basekit","4,500,000","venture","2014-02-03","Details",""
"32","Index Ventures","EDITD","1,600,000","seed","2011-06-07","Details",""
"33","Union Square Ventures","zemanta","1,600,000","venture","2009-08-01","Details",""
"34","Seedcamp","Brandid","","seed","2012-08-16","Details",""
"35","Mårten Mickos","Erply","2,000,000","venture","2010-03-22","Details",""
"36","Seedcamp","CrowdProcess","","seed","2012-11-30","Details",""
"37","Paul Birch","mybuilder","","seed","2008-01-24","Details","Exited"
"38","Jonathan Zisermann","sush.io/ Archiveme","325,000","seed","2013-04-25","Details",""
"39","Dirk Graber","minubo","1,000,000","seed","2013-09-27","Details",""
"40","TAG – The Acceleration Group","Nuji","2,000,000","seed","2014-03-24","Details",""
"41","Venrex Investment Management","Poq Studio","","seed","2012-01-01","Details",""
"42","Seedcamp","SquadMail","","seed","2013-08-22","Details",""
"43","Joa Investimentos","Countly","600,000","angel","2013-01-01","Details",""
"44","UnLtd","Patients Know Best","40,000","grant","2011-10-01","Details",""
"45","Seedcamp","Compilr","","seed","2011-06-14","Details","Exited"
"46","Venrex Investment Management","Bluefields","1,000,000","seed","2013-02-15","Details",""
"47","Chris Hitchen","Lodgify","600,000","seed","2015-05-19","Details",""
"48","Matrix Partners","GrabCad","4,000,000","venture","2012-01-04","Details","Exited"
"49","Estonian Development Fund","Sportlyzer","257,000","seed","2009-08-07","Details",""
"50","Taavet Hinrikus","checkthis","910,000","seed","2012-06-12","Details",""
"51","Seedcamp","Tanaza","","seed","2014-02-10","Details",""
"52","Seedcamp","Transferwise","1,300,000","seed","2012-04-17","Details",""
"53","Stephan Schambach","minubo","1,600,000","seed","2014-12-11","Details",""
"54","Zed","24symbols","2,000,000","seed","2013-05-15","Details",""
"55","IA Ventures","Transferwise","1,300,000","seed","2012-04-17","Details",""
"56","Emma Wilson","Brainient","1,800,000","venture","2012-01-15","Details","Exited"
"57","Seedcamp","myTips","34,000","seed","2014-02-15","Details",""
"58","Techstars","Psykosoft","118,000","seed","2012-01-24","Details",""
"59","Index Ventures","Transferwise","1,300,000","seed","2012-04-17","Details",""
"60","Five Ventures","kublax  ***","1,000,000","angel","2009-05-05","Details","Dead"
"61","Mopapp","Mopapp","250,000","seed","2010-01-01","Details",""
"62","Atlas Venture","Psykosoft","500,000","seed","2012-06-27","Details",""
"63","The Accelerator Group","kublax  ***","1,000,000","angel","2009-05-05","Details","Dead"
"64","The Accelerator Group","Transferwise","6,000,000","venture","2013-05-13","Details",""
"65","Kima Ventures","Transferwise","1,300,000","seed","2012-04-17","Details",""
"66","Index Ventures","Transferwise","58,000,000","venture","2015-01-25","Details",""
"67","Prototron","Qminder","3,100","seed","2012-08-14","Details",""
"68","Seedcamp","SimpleTax","150,000","seed","2012-12-01","Details",""
"69","Active Venture Partners","Traity","4,700,000","venture","2014-07-03","Details",""
