"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"70","Seedcamp","Codacy","500,000","seed","2013-11-20","Details",""
"71","Kima Ventures","Transferwise","6,000,000","venture","2013-05-13","Details",""
"72","The Accelerator Group","zemanta","2,000,000","venture","2013-11-05","Details",""
"73","Seedcamp","24symbols","5,000","seed","2012-02-01","Details",""
"74","IncubAsia Ventures","Sayduck","500,000","seed","2013-07-30","Details",""
"75","Enterprise Ireland","Profitero","750,000","venture","2011-12-18","Details",""
"76","Paul Mears","Stamplay","239,800","seed","2014-10-17","Details",""
"77","Seedcamp","Holvi","250,000","seed","2011-08-01","Details","Exited"
"78","Lerer Ventures","checkthis","910,000","seed","2012-06-12","Details",""
"79","Balderton Capital","Patients Know Best","3,500,000","venture","2015-12-02","Details",""
"80","Samos Investments","Nuji","2,000,000","seed","2014-03-24","Details",""
"81","Niko Hrdy","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"82","Seedcamp","Lodgify","","seed","2014-02-10","Details",""
"83","Jon Stevenson","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"84","Eden Ventures","Basekit","6,500,000","venture","2011-03-29","Details",""
"85","Fuel Capital","checkthis","3,000,000","seed","2013-10-29","Details",""
"86","NextView Ventures","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"87","Howzat Partners","Lodgify","1,400,000","seed","2016-04-20","Details",""
"88","Seedcamp","EDITD","1,600,000","seed","2011-06-07","Details",""
"89","Frog Capital","EDITD","4,400,000","venture","2014-02-11","Details",""
"90","Imprimatur Capital","Mightyfingers","50,000","debt_financing","2014-02-26","Details",""
"91","Estag Capital","Brainient","1,800,000","venture","2012-01-15","Details","Exited"
"92","betaworks","checkthis","910,000","seed","2012-06-12","Details",""
"93","Firestartr","We Are Colony","2,000,000","seed","2015-07-20","Details",""
"94","Seedcamp","mybuilder","50,000","seed","2007-09-01","Details","Exited"
"95","Seedcamp","GIS Cloud","","seed","2010-09-16","Details",""
"96","Kilian Thalhammer","Lodgify","600,000","seed","2015-05-19","Details",""
"97","Digitalents Capital","kublax  ***","1,000,000","angel","2009-05-05","Details","Dead"
"98","Seedcamp","EDITD","","seed","2010-09-16","Details",""
"99","Arteel Ventures","Sayduck","350,000","seed","2014-11-24","Details",""
"100","Dave McClure","Erply","2,150,000","venture","2013-05-24","Details",""
"101","Baillie Gifford","Transferwise","26,000,000","venture","2016-05-25","Details",""
"102","Seedcamp","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"103","Kima Ventures","Transferwise","25,000,000","venture","2014-06-09","Details",""
"104","500 Startups","Traity","4,700,000","venture","2014-07-03","Details",""
"105","Rob Keve","Futurelytics","800,000","seed","2013-11-11","Details",""
"106","Seedcamp","GoWorkABit","15,000","seed","2014-02-15","Details",""
"107","Andreessen Horowitz","Transferwise","26,000,000","venture","2016-05-25","Details",""
"108","Seedrs","Stamplay","246,813","venture","2016-09-11","Details",""
"109","Firestartr","Transferwise","58,000,000","venture","2015-01-25","Details",""
"110","Industrifonden","FishBrain","150,000","seed","2013-09-05","Details",""
"111","Andreessen Horowitz","Transferwise","26,000,000","venture","2016-08-03","Details",""
"112","Matrix Partners","GrabCad","8,150,000","venture","2012-10-16","Details","Exited"
"113","Valar Ventures","Transferwise","25,000,000","venture","2014-06-09","Details",""
"114","Robin Klein","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"115","Essex Innovation","We Are Colony","2,000,000","seed","2015-07-20","Details",""
"116","Rikard Steiber","FishBrain","150,000","seed","2013-09-05","Details",""
"117","Eden Ventures","ubervu","400,000","venture","2009-01-30","Details","Exited"
"118","Andreessen Horowitz","Transferwise","58,000,000","venture","2015-01-25","Details",""
"119","500 Startups","Erply","2,150,000","venture","2013-05-24","Details",""
"120","Seedcamp","knowable.org","","seed","2012-12-31","Details",""
"121","Scottish Equity Partners (SEP)","Socialbro","1,800,000","venture","2013-06-06","Details",""
"122","Henrique Castro","Codacy","1,100,000","seed","2015-10-16","Details",""
"123","Seedcamp","Transferwise","6,000,000","venture","2013-05-13","Details",""
"124","Union Square Ventures","zemanta","750,000","seed","2008-09-15","Details",""
"125","500 Startups","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"126","500 Startups","Traity","","seed","2012-07-31","Details",""
"127","Baillie Gifford","Transferwise","26,000,000","venture","2016-08-03","Details",""
"128","JOIN Capital","Codacy","1,100,000","seed","2015-10-16","Details",""
"129","Seedcamp","Unifyo","","seed","2012-12-31","Details",""
"130","Seedcamp","FishBrain","150,000","seed","2013-09-05","Details",""
"131","Valar Ventures","Transferwise","58,000,000","venture","2015-01-25","Details",""
"132","Seedcamp","rentmineonline","50,000","seed","2007-09-01","Details","Exited"
"133","The Accelerator Group","Nuji","2,000,000","seed","2014-03-24","Details",""
"134","Seedcamp","Sharelatex","","seed","2013-09-06","Details",""
"135","500 Startups","myTips","100,000","seed","2014-08-01","Details",""
"136","Seedcamp","Winnow Solutions","","seed","2013-09-06","Details",""
"137","500 Startups","Stamplay","246,813","venture","2016-09-11","Details",""
"138","Ambient Sound Investments","kublax  ***","1,000,000","angel","2009-05-05","Details","Dead"
"139","Seedcamp","Scoville/Kukunu ***","400,000","seed","2010-01-01","Details","Exited"
"140","Seedcamp","zemanta","100,000","seed","2007-09-01","Details",""
"141","Richard Branson","Transferwise","25,000,000","venture","2014-06-09","Details",""
"142","Gaël de Boissard","CrowdProcess","2,700,000","venture","2017-07-25","Details",""
"143","Tola Capital","minubo","1,000,000","seed","2013-09-27","Details",""
"144","Seedcamp","Antavo","50,000","seed","2012-04-06","Details",""
"145","Sherry Coutu","Brainient","800,000","seed","2010-08-01","Details","Exited"
"146","Jared Hecht","checkthis","910,000","seed","2012-06-12","Details",""
"147","Keith Willey","Patients Know Best","1,058,240","angel","2010-07-01","Details",""
"148","CRV","GrabCad","8,150,000","venture","2012-10-16","Details","Exited"
"149","Hudson River Angels","checkthis","910,000","seed","2012-06-12","Details",""
"150","Seedcamp","Planvine","","seed","2013-01-31","Details",""
"151","Chalmers Innovation","tablefinder * ***","120,000","seed","2006-03-16","Details","Dead"
"152","Big Start Ventures","CrowdProcess","2,700,000","venture","2017-07-25","Details",""
"153","Firestartr","We Are Colony","2,000,000","seed","2015-07-20","Details",""
"154","Eden Ventures","Basekit","4,500,000","venture","2014-02-03","Details",""
"155","Social Starts","zemanta","2,000,000","venture","2013-11-05","Details",""
"156","Index Ventures","Erply","2,000,000","venture","2010-03-22","Details",""
"157","Stephan Schambach","minubo","1,000,000","seed","2013-09-27","Details",""
"158","Santander InnoVentures","Elliptic","5,000,000","venture","2016-03-20","Details",""
"159","Seedcamp","Profitero","50,000","seed","2010-09-09","Details",""
"160","Essex Innovation","We Are Colony","2,000,000","seed","2015-07-20","Details",""
"161","Eden Ventures","zemanta","3,000,000","venture","2010-11-11","Details",""
"162","Kima Ventures","Scoville/Kukunu ***","400,000","seed","2010-01-01","Details","Exited"
"163","Martin Gorne","Sayduck","500,000","seed","2013-07-30","Details",""
"164","Maxfield Capital","Patients Know Best","1,000,000","venture","2014-11-17","Details",""
"165","Klaus Lovgreen","Wordy","","angel","2009-10-20","Details",""
"166","NextView Ventures","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"167","Dirk Graber","minubo","1,600,000","seed","2014-12-11","Details",""
"168","Thomas Madsen-Mygdal","Holvi","250,000","angel","2012-09-01","Details","Exited"
"169","Steve Martocci","checkthis","910,000","seed","2012-06-12","Details",""
"170","Felicis Ventures","Erply","2,000,000","venture","2010-03-22","Details",""
"171","IncubaAsia Ventures","Sayduck","350,000","seed","2014-01-10","Details",""
"172","Astrec Baltic","GrabCad","256,000","seed","2010-01-01","Details","Exited"
"173","D-Ax Corporate Venture Capital","Winnow Solutions","3,300,000","venture","2016-01-20","Details",""
"174","500 Startups","Erply","2,000,000","venture","2010-03-22","Details",""
"175","Autonomia Oy","Sayduck","500,000","seed","2013-07-30","Details",""
"176","Seedcamp","Publisha","","seed","2010-09-16","Details",""
"177","Seedcamp","ubervu","50,000","seed","2008-09-01","Details","Exited"
"178","Seedcamp","Nuji","","seed","2010-09-16","Details",""
"179","SV Angel","Transferwise","6,000,000","venture","2013-05-13","Details",""
"180","Ballpark Ventures","Bluefields","1,000,000","seed","2013-02-15","Details",""
"181","500 Startups","Rentlord","","seed","2011-09-12","Details",""
"182","Seedcamp","Saberr","","seed","2013-09-06","Details",""
"183","Juan Lopez-Valcarcel","Traity","4,700,000","venture","2014-07-03","Details",""
"184","Kima Ventures","kwaga","600,000","seed","2009-04-01","Details",""
"185","Seedcamp","Mopapp","50,000","seed","2011-04-01","Details",""
"186","HTGF","minubo","1,600,000","seed","2014-12-11","Details",""
"187","Elad Gil","Patients Know Best","1,000,000","venture","2014-11-17","Details",""
"188","Eesti Arengufond","GrabCad","256,000","seed","2010-01-01","Details","Exited"
"189","Roland Zeller","Lodgify","600,000","seed","2015-05-19","Details",""
"190","Index Ventures","checkthis","910,000","seed","2012-06-12","Details",""
"191","The Accelerator Group","mybuilder","","seed","2008-01-24","Details","Exited"
"192","Christian Hernandez Gallardo","Bluefields","1,000,000","seed","2013-02-15","Details",""
"193","YEurope","soup.io","30,000","seed","2007-09-01","Details",""
"194","Seedcamp","Platogo","","seed","2009-09-15","Details","Exited"
"195","Howzat Partners","Lodgify","600,000","seed","2015-05-19","Details",""
"196","LocalGlobe","FarmerOn","","seed","2011-10-01","Details","Exited"
"197","500 Startups","FarmerOn","","seed","2011-09-29","Details","Exited"
"198","Seedcamp","minubo","1,000,000","seed","2013-09-27","Details",""
"199","Faber Ventures","Maily","700,000","seed","2014-10-01","Details",""
"200","Seedcamp","Patients Know Best","","seed","2009-04-20","Details",""
"201","Horizons Ventures","Traity","4,700,000","venture","2014-07-03","Details",""
"202","Seedcamp","Sportlyzer","","seed","2011-08-10","Details",""
"203","Seedcamp","Vox.io","","seed","2011-01-25","Details",""
"204","HENQ Invest","Campalyst","","seed","2012-03-27","Details","Dead"
"205","Seedcamp","soup.io","50,000","seed","2008-10-01","Details",""
"206","Venrex Investment Management","Lodgify","600,000","seed","2015-05-19","Details",""
"207","Seedcamp","Sayduck","50,000","seed","2012-04-01","Details",""
"208","GP Bullhound","FishBrain","2,400,000","seed","2014-07-08","Details",""
"209","Seedcamp","oust.me","","seed","2011-07-14","Details",""
"210","Chris Hitchen","Lodgify","1,400,000","seed","2016-04-20","Details",""
"211","Mathias Ackermand","FishBrain","150,000","seed","2013-09-05","Details",""
"212","Seedcamp","Transferwise","58,000,000","venture","2015-01-25","Details",""
"213","High-Tech Gruenderfonds","minubo","1,000,000","seed","2013-09-27","Details",""
"214","Marc Simoncini","Scoville/Kukunu ***","400,000","seed","2010-01-01","Details","Exited"
"215","Richard Branson","Transferwise","26,000,000","venture","2016-08-03","Details",""
"216","Seedcamp","BorrowMyDoggy","","seed","2013-09-06","Details",""
"217","Credo Ventures","Futurelytics","800,000","seed","2013-11-11","Details",""
"218","Seedcamp","FishBrain","8,000,000","venture","2015-07-22","Details",""
"219","500 Startups","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"220","Valar Ventures","Transferwise","26,000,000","venture","2016-08-03","Details",""
"221","IA Ventures","Transferwise","58,000,000","venture","2015-01-25","Details",""
"222","Northzone","FishBrain","2,400,000","seed","2014-07-08","Details",""
"223","Global Technology Foundation","myTips","30,000","grant","2013-10-01","Details",""
"224","Seedcamp","We Are Colony","","seed","2014-02-10","Details",""
"225","Stephen Bullock","Socialbro","500,000","seed","2012-11-21","Details",""
"226","Seedcamp","Formisimo","350,000","seed","2014-06-02","Details",""
"227","Pikksilm Projektid","Sportlyzer","257,000","seed","2009-08-07","Details",""
"228","KRW Schindler Private Ventures","Elliptic","5,000,000","venture","2016-03-20","Details",""
"229","500 Startups","TRData","","seed","2013-05-14","Details",""
"230","Seedcamp","Campalyst","","seed","2011-07-01","Details","Dead"
"231","Robin Klein","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"232","Henrik Torstensson","FishBrain","150,000","seed","2013-09-05","Details",""
"233","Avonmore Developments","Socialbro","638,000","angel","2012-10-24","Details",""
"234","Novel TMT Ventures","FishBrain","8,000,000","venture","2015-07-22","Details",""
"235","Avonmore Developments","Socialbro","1,800,000","venture","2013-06-06","Details",""
"236","Angels Den","Formisimo","438,962","seed","2015-09-01","Details",""
"237","Almi Invest","FishBrain","30,000,000","venture","2017-04-13","Details",""
"238","Henry Ritchotte","CrowdProcess","2,700,000","venture","2017-07-25","Details",""
"239","Murphy Family Enterprises","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"240","Industrifonden","FishBrain","2,400,000","seed","2014-07-08","Details",""
"241","Lorenzo Barbantini Scanni","Stamplay","64,300","seed","2013-08-31","Details",""
"242","Five Ventures","kublax  ***","","seed","2008-01-01","Details","Dead"
"243","GP Bullhound","FishBrain","30,000,000","venture","2017-04-13","Details",""
"244","David Sacks","GrabCad","8,150,000","venture","2012-10-16","Details","Exited"
"245","Active Venture Partners","FishBrain","8,000,000","venture","2015-07-22","Details",""
"246","Northzone","FishBrain","30,000,000","venture","2017-04-13","Details",""
"247","LDV Capital","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"248","fbFund","rentmineonline","","seed","2009-06-01","Details","Exited"
"249","Stephen Bullock","Socialbro","1,800,000","venture","2013-06-06","Details",""
"250","Industrifonden","FishBrain","30,000,000","venture","2017-04-13","Details",""
"251","Publicis Groupe","Formisimo","200,000","convertible_note","2017-03-09","Details",""
"252","Dave McClure","FarmerOn","","seed","2011-09-29","Details","Exited"
"253","Northzone","FishBrain","8,000,000","venture","2015-07-22","Details",""
"254","Seedcamp","Revision App","","seed","2013-09-06","Details",""
"255","Recruit Strategic Partners","FishBrain","8,000,000","venture","2015-07-22","Details",""
"256","Mattias Miksche","FishBrain","150,000","seed","2013-09-05","Details",""
"257","Angel CoFund","Saberr","1,000,000","venture","2016-04-05","Details",""
"258","Seedcamp","Socialbro","","seed","2011-11-16","Details",""
"259","Last Mile Ventures","Stamplay","64,300","seed","2013-08-31","Details",""
"260","IA Ventures","Transferwise","25,000,000","venture","2014-06-09","Details",""
"261","Chris Underhill","Socialbro","1,800,000","venture","2013-06-06","Details",""
"262","Union Square Ventures","zemanta","3,000,000","venture","2010-11-11","Details",""
"263","Seedcamp","TRData","70,000","seed","2012-08-01","Details",""
"264","Virtus Nutrition","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"265","KRW Schindler Private Ventures","Traity","4,700,000","venture","2014-07-03","Details",""
"266","Chris Underhill","Socialbro","500,000","seed","2012-11-21","Details",""
"267","Rouven Dresselhaus","FishBrain","8,000,000","venture","2015-07-22","Details",""
"268","Zack Urlocker","Erply","2,000,000","venture","2010-03-22","Details",""
"269","Mel Morris","Socialbro","3,800,000","venture","2017-02-08","Details",""
"270","Passion Capital","TruckTrack","260,000","seed","2014-05-06","Details",""
"271","The North West Fund","Formisimo","350,000","seed","2014-06-02","Details",""
"272","Edastra Venture Capital","FishBrain","8,000,000","venture","2015-07-22","Details",""
"273","Industrifonden","FishBrain","8,000,000","venture","2015-07-22","Details",""
"274","FJ Labs","FishBrain","30,000,000","venture","2017-04-13","Details",""
"275","Seedcamp","sush.io/ Archiveme","","seed","2011-12-06","Details",""
"276","Almi Invest","FishBrain","150,000","seed","2013-09-05","Details",""
"277","Seedcamp","Stamplay","64,300","seed","2013-08-31","Details",""
"278","Seedcamp","Formisimo","586,000","seed","2014-05-30","Details",""
"279","GP Bullhound","FishBrain","8,000,000","venture","2015-07-22","Details",""
"280","Kenny Van Zant","Erply","2,000,000","venture","2010-03-22","Details",""
"281","Active Venture Partners","FishBrain","2,400,000","seed","2014-07-08","Details",""
"282","Eden Ventures","zemanta","750,000","seed","2008-09-15","Details",""
"283","Lanta Digital Ventures","Traity","4,700,000","venture","2014-07-03","Details",""
"284","Eden Ventures","zemanta","2,000,000","venture","2013-11-05","Details",""
"285","Seedcamp","kwaga","600,000","seed","2009-04-01","Details",""
"286","Seedcamp","GateMe","90,000","seed","2012-08-22","Details",""
"287","Kima Ventures","sush.io/ Archiveme","325,000","seed","2013-04-25","Details",""
"288","Eileen Burbidge","kublax  ***","1,000,000","angel","2009-05-05","Details","Dead"
"289","Michael Birch","checkthis","3,000,000","seed","2013-10-29","Details",""
"290","Dalibor Siroky","Traity","4,700,000","venture","2014-07-03","Details",""
"291","Archer Gray","We Are Colony","2,000,000","seed","2015-07-20","Details",""
"292","Start Invest","tablefinder * ***","230,000","seed","2006-11-01","Details","Dead"
"293","500 Startups","Brainient","800,000","seed","2010-08-01","Details","Exited"
"294","Seedcamp","Bluefields","50,000","seed","2012-02-07","Details",""
"295","German Startups Group","SquadMail","","seed","2013-08-22","Details",""
"296","Caixa Capital","Codacy","1,100,000","seed","2015-10-16","Details",""
"297","Index Ventures","checkthis","3,000,000","seed","2013-10-29","Details",""
"298","John McEleney","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"299","Seedcamp","Maily","700,000","seed","2014-10-01","Details",""
"300","AXA Strategic Ventures","kwaga","1,000,000","venture","2015-04-08","Details",""
"301","500 Startups","stupeflix","","seed","2012-11-15","Details","Exited"
"302","Seedcamp","stupeflix","","seed","2008-09-01","Details","Exited"
"303","Jugoslav Petkovic","Sayduck","500,000","seed","2013-07-30","Details",""
"304","Espí­rito Santo Ventures","Codacy","1,100,000","seed","2015-10-16","Details",""
"305","Atlas Venture","GrabCad","8,150,000","venture","2012-10-16","Details","Exited"
"306","Harjeet Taggar","checkthis","3,000,000","seed","2013-10-29","Details",""
"307","Alex Hoye","rentmineonline","50,000","seed","2007-09-01","Details","Exited"
"308","Redpoint Ventures","Erply","2,150,000","venture","2013-05-24","Details",""
"309","Speedinvest","Holvi","1,000,000","angel","2014-05-22","Details","Exited"
"310","Seedcamp","Teddy the Guardian","","seed","2013-09-06","Details",""
"311","Index Ventures","Erply","2,150,000","venture","2013-05-24","Details",""
"312","Seedcamp","myTips","35,000","seed","2013-11-01","Details",""
"313","Bank of Ireland Seed and Early Stage Equity fund","Profitero","750,000","venture","2011-12-18","Details",""
"314","Digitalents Capital","kublax  ***","","seed","2008-01-01","Details","Dead"
"315","AngelLab","Unifyo","","seed","2012-12-31","Details",""
"316","Polaris Partners","Profitero","8,000,000","venture","2014-06-04","Details",""
"317","Arteel Ventures","Sayduck","350,000","seed","2014-01-10","Details",""
"318","Kima Ventures","CrowdProcess","","seed","2014-02-28","Details",""
"319","EC1 Capital Ltd","SimpleTax","150,000","seed","2012-12-01","Details",""
"320","Techstars","GrabCad","","seed","2011-03-01","Details","Exited"
"321","Espí­rito Santo Ventures","Codacy","500,000","seed","2013-11-20","Details",""
"322","Seedcamp","Wordy","50,000","seed","2010-09-01","Details",""
"323","Francesco Lato","Stamplay","239,800","seed","2014-10-17","Details",""
"324","NESTA Investments","Basekit","2,600,000","venture","2010-06-15","Details",""
"325","Seedrs","Maily","700,000","seed","2014-10-01","Details",""
"326","Martin Michlmayr","Sayduck","500,000","seed","2013-07-30","Details",""
"327","White Star Capital","Bluefields","1,000,000","seed","2013-02-15","Details",""
"328","4iP","mybuilder","350,000","angel","2009-09-21","Details","Exited"
"329","Seedcamp","FarmerOn","","seed","2011-09-29","Details","Exited"
"330","Seedcamp","Elliptic","","seed","2014-02-10","Details",""
"331","Nauta Capital","Lodgify","1,400,000","seed","2016-04-20","Details",""
"332","Faber Ventures","Codacy","500,000","seed","2013-11-20","Details",""
"333","Credo Ventures","Brainient","1,800,000","venture","2012-01-15","Details","Exited"
"334","Lisa Gansky","Traity","4,700,000","venture","2014-07-03","Details",""
"335","Kilian Thalhammer","Lodgify","1,400,000","seed","2016-04-20","Details",""
"336","YEurope","Efficient Cloud","100,000","seed","2011-04-01","Details","Dead"
"337","Maxfield Capital","Patients Know Best","3,500,000","venture","2015-12-02","Details",""
"338","Andurance Ventures LLP","stupeflix","","seed","2012-11-15","Details","Exited"
"339","Ivo Remmelg","Sportlyzer","200,000","seed","2012-05-30","Details",""
"340","Seedcamp","kublax  ***","","seed","2008-01-01","Details","Dead"
"341","John Power","Elliptic","2,000,000","seed","2014-07-16","Details",""
"342","Sidkap","24symbols","250,000","seed","2010-10-20","Details",""
"343","Archer Gray","We Are Colony","2,000,000","seed","2015-07-20","Details",""
"344","Naval Ravikant","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"345","LocalGlobe","Transferwise","1,300,000","seed","2012-04-17","Details",""
"346","Seedcamp","Zercatto","","seed","2013-11-06","Details",""
"347","Kima Ventures","Stamplay","246,813","venture","2016-09-11","Details",""
"348","Tola Capital","minubo","1,600,000","seed","2014-12-11","Details",""
"349","Faber Ventures","Codacy","1,100,000","seed","2015-10-16","Details",""
"350","Sherry Coutu","Brainient","1,800,000","venture","2012-01-15","Details","Exited"
"351","Rising Ventures","CrowdProcess","","seed","2015-10-19","Details",""
"352","The Accelerator Group","Transferwise","25,000,000","venture","2014-06-09","Details",""
"353","Seedcamp","Psykosoft","","seed","2011-01-25","Details",""
"354","Union Square Ventures","zemanta","2,000,000","venture","2013-11-05","Details",""
"355","Index Ventures","Transferwise","6,000,000","venture","2013-05-13","Details",""
"356","Alex Hoye","Brainient","800,000","seed","2010-08-01","Details","Exited"
"357","Index Ventures","Transferwise","25,000,000","venture","2014-06-09","Details",""
"358","Andrew ""Drew"" C. Murphy","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"359","Eduardo Grinberg","Countly","150,000","seed","2012-10-01","Details",""
"360","Seedcamp","Bilbus","50,000","seed","2011-07-01","Details",""
"361","The Accelerator Group","Transferwise","1,300,000","seed","2012-04-17","Details",""
"362","Seedcamp","toksta","","seed","2008-09-01","Details","Exited"
"363","Seedcamp","Transferwise","50,000","seed","2011-08-01","Details",""
"364","VegasTechFund","Bluefields","1,000,000","seed","2013-02-15","Details",""
"365","Seedrs","Stamplay","239,800","seed","2014-10-17","Details",""
"366","Max Levchin","Transferwise","1,300,000","seed","2012-04-17","Details",""
"367","Imprimatur Capital","BuzzTale","50,000","debt_financing","2013-12-17","Details",""
"368","Seedcamp","Talasim","50,000","seed","2009-09-25","Details","Exited"
"369","Seedcamp","Transferwise","25,000,000","venture","2014-06-09","Details",""
"370","Alexis Ohanian","checkthis","3,000,000","seed","2013-10-29","Details",""
"371","Seedcamp","tablefinder * ***","50,000","seed","2007-09-07","Details","Dead"
"372","Richard Branson","Transferwise","58,000,000","venture","2015-01-25","Details",""
"373","Seedcamp","TruckTrack","25,000","seed","2013-05-31","Details",""
