"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Telluride Venture Accelerator","Makeena","25,000","seed","2014-02-06","Details",""
"2","Telluride Venture Accelerator","LIFEDOJO","5,100,000","venture","2017-02-07","Details",""
"3","Telluride Venture Accelerator","Fresh Monster","25,000","seed","2014-02-06","Details",""
"4","JD Investments","LIFEDOJO","5,100,000","venture","2017-02-07","Details",""
"5","StartUp Health","LIFEDOJO","1,000,000","seed","2016-07-22","Details",""
"6","Launchpad Digital Health","LIFEDOJO","5,100,000","venture","2017-02-07","Details",""
"7","Maine Angels","Hyperlite Mountain Gear","387,500","venture","2015-10-01","Details",""
"8","Telluride Venture Accelerator","The Dyrt","25,000","seed","2015-02-01","Details",""
"9","Telluride Venture Accelerator","LIFEDOJO","25,000","venture","2013-12-19","Details",""
"10","Launchpad Digital Health","LIFEDOJO","900,000","seed","2015-03-23","Details",""
"11","Maine Venture Fund","Hyperlite Mountain Gear","908,871","venture","2014-08-14","Details",""
"12","Telluride Venture Accelerator","Mountain Drones","25,000","seed","2015-02-01","Details",""
"13","Telluride Venture Accelerator","Planitmapper","25,000","seed","2014-02-06","Details","Dead"
"14","Telluride Venture Accelerator","Journey","25,000","seed","2014-02-06","Details","Dead"
"15","Telluride Venture Accelerator","Awestruck Dental","25,000","seed","2014-02-06","Details",""
"16","Hart Ventures","Globa.li","15,000","seed","2010-04-01","Details",""
"17","Sodexo Ventures","LIFEDOJO","5,100,000","venture","2017-02-07","Details",""
"18","GP Ventures","LIFEDOJO","5,100,000","venture","2017-02-07","Details",""
"19","Portland Seed Fund","The Dyrt","50,000","convertible_note","2016-03-09","Details",""
"20","StartUp Health","LIFEDOJO","25,000","venture","2013-12-19","Details",""
"21","Telluride Venture Accelerator","Proeditors","25,000","seed","2015-02-01","Details",""
"22","Telluride Venture Accelerator","Bazifit","25,000","seed","2015-02-01","Details",""
"23","Telluride Venture Accelerator","Travel Recon","25,000","seed","2015-02-01","Details",""
