"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Partech Ventures","Kantox","6,400,000","venture","2014-02-10","Details",""
"2","Diego J Ruiz-Rincon","Soysuper","154,000","angel","2013-09-26","Details",""
"3","Alven Capital","JolieBox","1,000,000","seed","2011-09-01","Details","Exited"
"4","Ruben Ferreiro","Ulabox","750,000","seed","2011-06-07","Details",""
"5","Elaia Partners","Marfeel","3,500,000","venture","2015-10-13","Details",""
"6","Marek Fodor","Kantox","1,000,000","seed","2012-09-03","Details",""
"7","McKinley Investments","Tallerator","95,000","angel","2014-09-09","Details",""
"8","Partech Ventures","NoviCap","1,700,000","seed","2015-09-23","Details",""
"9","Sergio Balcells","Infantium","100,000","seed","2012-10-25","Details",""
"10","Jaume Goma Llairo","Uvinum","300,000","venture","2010-07-01","Details",""
"11","François Derbaix","Soysuper","380,000","seed","2012-05-07","Details",""
"12","Jaume GomÃ  Lladó","Uvinum","300,000","venture","2010-07-01","Details",""
"13","CIVETA INVESTMENTS","Chicfy","360,000","seed","2014-05-07","Details",""
"14","Carlos Blanco","DeporVillage","350,000","angel","2011-07-01","Details",""
"15","Marta Esteve","Soysuper","154,000","angel","2013-09-26","Details",""
"16","François Derbaix","Kantox","6,400,000","venture","2014-02-10","Details",""
"17","Cabiedes & Partners","NoviCap","1,700,000","seed","2015-09-23","Details",""
"18","Juan Leal","Soysuper","154,000","angel","2013-09-26","Details",""
"19","La Nevera Roja.com","DeporVillage","3,700,000","venture","2015-11-03","Details",""
"20","Grupo Intercom","Uvinum","300,000","venture","2010-07-01","Details",""
"21","Cabiedes & Partners","Kantox","1,000,000","seed","2012-09-03","Details",""
"22","Cabiedes & Partners","Chicfy","360,000","seed","2014-05-07","Details",""
"23","Caixa Capital Risc","Nautal","1,000,000","venture","2016-08-11","Details",""
"24","MakingIdeasBusiness","DADA Company","90,000","angel","2015-05-15","Details",""
"25","Sonae","Ulabox","5,000,000","venture","2015-05-28","Details",""
"26","P101","DeporVillage","3,500,000","venture","2016-07-22","Details",""
"27","Gabriel Prat","Nautal","1,000,000","venture","2016-08-11","Details",""
"28","Wayra","Infantium","1,500,000","grant","2015-01-01","Details",""
"29","VIKO GROUP","Blueknow","115,000","angel","2011-04-01","Details",""
"30","Cabiedes & Partners","Uvinum","830,000","venture","2011-12-22","Details",""
"31","Jaume GomÃ  Lladó","Uvinum","830,000","venture","2011-12-22","Details",""
"32","Jaime JÃ­menez","Uvinum","300,000","venture","2010-07-01","Details",""
"33","Cabiedes & Partners","DeporVillage","350,000","angel","2011-07-01","Details",""
"34","101 Startups","Infantium","100,000","seed","2014-01-01","Details",""
"35","EverSmarter SL","Bibulu","800,000","seed","2013-06-15","Details","Exited"
"36","Samaipata Ventures","DeporVillage","3,500,000","venture","2016-07-22","Details",""
"37","Cabiedes & Partners","Habitissimo","110,000","venture","2009-10-06","Details","Exited"
"38","CIVETA INVESTMENTS","Bibulu","800,000","seed","2013-06-15","Details","Exited"
"39","David Tomás","DeporVillage","350,000","angel","2011-07-01","Details",""
"40","Samaipata Ventures","DeporVillage","3,500,000","venture","2015-07-14","Details",""
"41","P101","DeporVillage","3,700,000","venture","2015-11-03","Details",""
"42","Cabiedes & Partners","Uvinum","300,000","venture","2010-07-01","Details",""
"43","Juan Margenat","DeporVillage","350,000","angel","2011-07-01","Details",""
"44","Wayra","Infantium","195,000","convertible_note","2014-10-01","Details",""
"45","François Derbaix","DeporVillage","350,000","angel","2011-07-01","Details",""
"46","Daniel Gimenez","Ulabox","750,000","seed","2011-06-07","Details",""
"47","Cabiedes & Partners","Ulabox","750,000","seed","2011-06-07","Details",""
"48","Vicente Arias","Ulabox","750,000","seed","2011-06-07","Details",""
"49","Marta Esteve","Toomble","120,000","seed","2013-08-07","Details",""
"50","Idinvest Partners","Kantox","6,400,000","venture","2014-02-10","Details",""
"51","Cabiedes & Partners","Offerum","2,000,000","venture","2011-04-07","Details",""
"52","Wayra","Marfeel","75,000","grant","2012-10-01","Details",""
"53","BDMI","Marfeel","3,500,000","venture","2015-10-13","Details",""
"54","Forex Street","Kantox","1,000,000","seed","2012-09-03","Details",""
"55","Elaia Partners","Marfeel","2,000,000","venture","2013-04-19","Details",""
"56","François Derbaix","Kantox","1,000,000","seed","2012-09-03","Details",""
"57","Sinensis Capital","Tallerator","95,000","angel","2014-09-09","Details",""
"58","Cabiedes & Partners","Habitissimo","300,000","venture","2012-05-25","Details","Exited"
"59","P101","DeporVillage","3,500,000","venture","2015-07-14","Details",""
"60","Andres Babes Estade","Bibulu","800,000","seed","2013-06-15","Details","Exited"
"61","Ad4Ventures","DeporVillage","3,500,000","venture","2015-07-14","Details",""
"62","Cabiedes & Partners","DeporVillage","3,700,000","venture","2015-11-03","Details",""
"63","Guillermo Llibre","Bibulu","800,000","seed","2013-06-15","Details","Exited"
"64","David Tomás","Infantium","100,000","seed","2012-10-25","Details",""
"65","PADEInvest","Habitissimo","300,000","venture","2012-05-25","Details","Exited"
"66","Faraday Venture Partners","Reclamador","500,000","angel","2013-10-10","Details",""
"67","Faraday Venture Partners","Habitissimo","300,000","venture","2012-05-25","Details","Exited"
"68","Faraday Venture Partners","Reclamador","247,000","seed","2016-07-14","Details",""
"69","Canguro Inversiones","Bibulu","800,000","seed","2013-06-15","Details","Exited"
"70","Cabiedes & Partners","DeporVillage","3,500,000","venture","2015-07-14","Details",""
"71","Cabiedes & Partners","Reclamador","500,000","angel","2013-10-10","Details",""
"72","Ad4Ventures","DeporVillage","3,700,000","venture","2015-11-03","Details",""
"73","Caixa Capital Risc","Bibulu","800,000","seed","2013-06-15","Details","Exited"
"74","CIVETA INVESTMENTS","Reclamador","500,000","seed","2013-10-11","Details",""
"75","Cabiedes & Partners","Habitissimo","200,000","venture","2010-09-30","Details","Exited"
"76","Wayra","Infantium","100,000","seed","2012-10-25","Details",""
"77","Cabiedes & Partners","DeporVillage","3,500,000","venture","2016-07-22","Details",""
"78","Faraday Venture Partners","Habitissimo","1,400,000","venture","2016-01-26","Details","Exited"
"79","MakingIdeasBusiness","Reclamador","500,000","angel","2013-10-10","Details",""
"80","Grupo ItNet","Reclamador","100,000","angel","2013-03-26","Details",""
"81","Mediaset","DeporVillage","3,500,000","venture","2016-07-22","Details",""
"82","François Derbaix","Reclamador","100,000","angel","2013-03-26","Details",""
"83","Yago Arbeloa","Reclamador","100,000","angel","2013-03-26","Details",""
"84","Wayra","Marfeel","2,000,000","venture","2013-04-19","Details",""
"85","François Derbaix","Soysuper","154,000","angel","2013-09-26","Details",""
"86","SeedRocket","Marfeel","75,000","grant","2012-10-01","Details",""
"87","Nauta Capital","Marfeel","3,500,000","venture","2015-10-13","Details",""
"88","Partech Ventures","Kantox","10,000,000","venture","2015-05-27","Details",""
"89","Idinvest Partners","Kantox","10,000,000","venture","2015-05-27","Details",""
"90","Yago Arbeloa","Toomble","120,000","seed","2013-08-07","Details",""
"91","101 Startups","Nautal","185,000","seed","2014-02-06","Details",""
"92","Wayra","Infantium","100,000","seed","2014-01-01","Details",""
"93","Marta Esteve","Soysuper","380,000","seed","2012-05-07","Details",""
"94","François Derbaix","Kantox","150,000","seed","2011-07-01","Details",""
"95","Lánzame Capital SL","Kantox","1,000,000","seed","2012-09-03","Details",""
"96","Carlos Blanco","Kantox","150,000","seed","2011-07-01","Details",""
"97","Albert Armengol","Nautal","1,000,000","venture","2016-08-11","Details",""
"98","Marek Fodor","Kantox","150,000","seed","2011-07-01","Details",""
"99","Bonsai Venture Capital SCR","Offerum","2,000,000","venture","2011-04-07","Details",""
"100","Diego Kuperman","Soysuper","154,000","angel","2013-09-26","Details",""
"101","KOMM Investment","Kantox","150,000","seed","2011-07-01","Details",""
"102","Grupo Zriser","Tallerator","100,000","angel","2015-11-09","Details",""
"103","Albert Armengol","Nautal","185,000","seed","2014-02-06","Details",""
"104","Marek Fodor","DeporVillage","350,000","angel","2011-07-01","Details",""
"105","Cabiedes & Partners","Uvinum","900,000","venture","2014-12-03","Details",""
"106","Fabrice Grinda","DeporVillage","","seed","2011-07-01","Details",""
"107","Toubkal Partners","NoviCap","1,700,000","seed","2015-09-23","Details",""
"108","Grupo ItNet","Infantium","100,000","seed","2012-10-25","Details",""
"109","Audrey Mark","Soysuper","154,000","angel","2013-09-26","Details",""
"110","Mediaset","DeporVillage","3,500,000","venture","2015-07-14","Details",""
"111","Toubkal Partners","NoviCap","","seed","2014-07-01","Details",""
"112","SeedRocket","DeporVillage","350,000","angel","2011-07-01","Details",""
"113","Cabiedes & Partners","Kantox","10,000,000","venture","2015-05-27","Details",""
"114","Caixa Capital Risc","Toomble","120,000","seed","2013-08-07","Details",""
"115","Oscar Fuente","Infantium","100,000","seed","2012-10-25","Details",""
"116","ENISA","Infantium","100,000","seed","2012-10-25","Details",""
"117","Patricio Gomez Pawelek","Tallerator","100,000","angel","2015-11-09","Details",""
"118","Tomas Diago","Uvinum","300,000","venture","2010-07-01","Details",""
"119","Jesus Monleon","DeporVillage","350,000","angel","2011-07-01","Details",""
"120","Techstars","NoviCap","","seed","2014-10-01","Details",""
"121","Techstars","NoviCap","1,700,000","seed","2015-09-23","Details",""
"122","Inaki Arrola","DeporVillage","350,000","angel","2011-07-01","Details",""
"123","Techstars Ventures","NoviCap","1,700,000","seed","2015-09-23","Details",""
"124","Fernando Negro","Nautal","1,000,000","venture","2016-08-11","Details",""
"125","VIKO GROUP","Ulabox","750,000","seed","2011-06-07","Details",""
"126","Jaume Goma Llairo","Ulabox","750,000","seed","2011-06-07","Details",""
"127","Adrien de Loes","Tallerator","95,000","angel","2014-09-09","Details",""
"128","David Tomás","Toomble","120,000","seed","2013-08-07","Details",""
"129","Nauta Capital","Marfeel","2,000,000","venture","2013-04-19","Details",""
"130","Jesus Monleon","Ulabox","750,000","seed","2011-06-07","Details",""
"131","Diego J Ruiz-Rincon","Soysuper","380,000","seed","2012-05-07","Details",""
"132","Lánzame Capital SL","NoviCap","","seed","2014-07-01","Details",""
"133","Cabiedes & Partners","Kantox","6,400,000","venture","2014-02-10","Details",""
"134","Carlos Blanco","Kantox","1,000,000","seed","2012-09-03","Details",""
"135","BDMI","Marfeel","2,000,000","venture","2013-04-19","Details",""
"136","Caixa Capital Risc","Escapada Rural","256,000","venture","2008-12-04","Details",""
"137","Sol Fernández-Rañada","Soysuper","154,000","angel","2013-09-26","Details",""
