"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"75","Klass Capital","Granify","","undisclosed","2012-08-01","Details",""
"76","Yaletown Venture Partners","Wantering","540,000","seed","2012-09-01","Details","Exited"
"77","iNovia Capital","Granify","","undisclosed","2012-08-01","Details",""
"78","Velocity","Polychart","25,000","grant","2011-11-01","Details",""
"79","HIGHLINEvc","Sciencescape","","seed","2013-03-01","Details",""
"80","Alliance of Angels","Food.ee","850,000","seed","2012-08-23","Details",""
"81","Ryan Holmes","Food.ee","850,000","seed","2012-08-23","Details",""
"82","HIGHLINEvc","BlueBat","600,000","seed","2013-07-16","Details","Exited"
"83","Extreme Venture Partners","Granify","","undisclosed","2012-08-01","Details",""
"84","Social Starts","Granify","9,000,000","venture","2015-05-26","Details",""
"85","BDC Venture Capital","Granify","","undisclosed","2012-08-01","Details",""
"86","Merrick","Skyscrpr","500,000","seed","2012-12-03","Details",""
"87","Relay Ventures","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
"88","HIGHLINEvc","BRIKA","","seed","2013-03-01","Details",""
"89","BDC Venture Capital","MyShoebox","1,200,000","seed","2014-04-30","Details",""
"90","InitioGroup","Wantering","810,000","seed","2014-02-01","Details","Exited"
"91","Marzio Pozzuoli","MyShoebox","1,200,000","seed","2014-04-30","Details",""
"92","Ted Rheingold","Wantering","540,000","seed","2012-09-01","Details","Exited"
"93","BDC Venture Capital","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
