"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Growlab Ventures","Matygo","20,000","seed","2011-08-15","",""
"2","HIGHLINEvc","Wantering","540,000","seed","2012-09-01","Details","Exited"
"3","Max Teitelbaum","Wantering","540,000","seed","2012-09-01","Details","Exited"
"4","Yaletown Venture Partners","Wantering","810,000","seed","2014-02-01","Details","Exited"
"5","HIGHLINEvc","Kera","50,000","seed","2012-08-01","Details","Dead"
"6","BDC","Picatic","750,000","seed","2013-06-07","Details",""
"7","Ted Rheingold","Wantering","810,000","seed","2014-02-01","Details","Exited"
"8","HIGHLINEvc","Placeling","","seed","2011-08-15","Details","Dead"
"9","Marcus Daniels","Picatic","750,000","seed","2013-06-07","Details",""
"10","HIGHLINEvc","Picatic","","seed","2012-09-01","Details",""
"11","Mike Edwards","Wantering","540,000","seed","2012-09-01","Details","Exited"
"12","Giordano Contestabile","Granify","1,500,000","seed","2013-11-06","Details",""
"13","Social Starts","Granify","1,500,000","seed","2013-11-06","Details",""
"14","HIGHLINEvc","Ecquire","25,000","seed","2011-08-15","Details",""
"15","Neil Patel","Food.ee","850,000","seed","2012-08-23","Details",""
"16","Jay Weintraub","Picatic","750,000","seed","2013-06-07","Details",""
"17","BDC Venture Capital","Food.ee","850,000","seed","2012-08-23","Details",""
"18","David Williams","BRIKA","","seed","2013-03-01","Details",""
"19","Marco Giberti","Picatic","750,000","seed","2013-06-07","Details",""
"20","Geoff Entress","Food.ee","850,000","seed","2012-08-23","Details",""
"21","Thijs Gitmans","Skyscrpr","500,000","seed","2012-12-03","Details",""
"22","Lewis Howes","Food.ee","850,000","seed","2012-08-23","Details",""
"23","SK Ventures","Wantering","540,000","seed","2012-09-01","Details","Exited"
"24","Dennis Pilarinos","Skyscrpr","500,000","seed","2012-12-03","Details",""
"25","iNovia Capital","Granify","9,000,000","venture","2015-05-26","Details",""
"26","Fabrice Grinda","Granify","1,500,000","seed","2013-11-06","Details",""
"27","Tom O'Connell","Granify","1,500,000","seed","2013-11-06","Details",""
"28","Tom Peterson","Skyscrpr","500,000","seed","2012-12-03","Details",""
"29","Jerry Neumann","Granify","1,500,000","seed","2013-11-06","Details",""
"30","Valar Ventures","Granify","9,000,000","venture","2015-05-26","Details",""
"31","BDC Venture Capital","Wantering","540,000","seed","2012-09-01","Details","Exited"
"32","Klass Capital","Granify","1,500,000","seed","2013-11-06","Details",""
"33","Jared Kopf","Granify","1,500,000","seed","2013-11-06","Details",""
"34","Mike Edwards","Skyscrpr","500,000","seed","2012-12-03","Details",""
"35","Howard Lindzon","Skyscrpr","500,000","seed","2012-12-03","Details",""
"36","Rob de Heus","Skyscrpr","500,000","seed","2012-12-03","Details",""
"37","HIGHLINEvc","SunnyTrail","","seed","2011-08-15","Details","Exited"
"38","Paul Kedrosky","Wantering","810,000","seed","2014-02-01","Details","Exited"
"39","BDC Venture Capital","SunnyTrail","150,000","seed","2011-11-01","Details","Exited"
"40","HIGHLINEvc","ShopLocket","","seed","2012-03-01","Details","Exited"
"41","Yaletown Partners","Food.ee","850,000","seed","2012-08-23","Details",""
"42","HIGHLINEvc","Wantering","","seed","2012-05-22","Details","Exited"
"43","Valar Ventures","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
"44","HIGHLINEvc","Picatic","750,000","seed","2013-06-07","Details",""
"45","Rho Canada","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
"46","HIGHLINEvc","Skyscrpr","","seed","2012-05-22","Details",""
"47","Max Teitelbaum","Skyscrpr","500,000","seed","2012-12-03","Details",""
"48","HIGHLINEvc","Food.ee","","seed","2012-05-22","Details",""
"49","Dave Lerner","Skyscrpr","500,000","seed","2012-12-03","Details",""
"50","BDC Venture Capital","Picatic","750,000","seed","2013-06-07","Details",""
"51","Scenario Creation","Wantering","540,000","seed","2012-09-01","Details","Exited"
"52","Sameer Jageti","Skyscrpr","500,000","seed","2012-12-03","Details",""
"53","Melissa Reiff","Skyscrpr","500,000","seed","2012-12-03","Details",""
"54","HIGHLINEvc","Granify","1,500,000","seed","2013-11-06","Details",""
"55","Paul Sethi","Skyscrpr","500,000","seed","2012-12-03","Details",""
"56","Mike Edwards","Food.ee","850,000","seed","2012-08-23","Details",""
"57","Tobias Lütke","Food.ee","850,000","seed","2012-08-23","Details",""
"58","Dave Johnson","Skyscrpr","500,000","seed","2012-12-03","Details",""
"59","Neu Venture Capital","Granify","1,500,000","seed","2013-11-06","Details",""
"60","BDC Venture Capital","Wantering","810,000","seed","2014-02-01","Details","Exited"
"61","InitioGroup","SunnyTrail","150,000","seed","2011-11-01","Details","Exited"
"62","iGan Partners","Sciencescape","2,500,000","venture","2014-01-15","Details",""
"63","WUTIF","Wantering","540,000","seed","2012-09-01","Details","Exited"
"64","Version One Ventures","SunnyTrail","150,000","seed","2011-11-01","Details","Exited"
"65","BDC Venture Capital","Granify","1,500,000","seed","2013-11-06","Details",""
"66","Michael Levine","Ecquire","50,000","seed","2009-08-11","Details",""
"67","Jason Billingsley","Food.ee","850,000","seed","2012-08-23","Details",""
"68","DreamIt Ventures","Ecquire","20,000","seed","2008-04-02","Details",""
"69","HIGHLINEvc","MyShoebox","1,200,000","seed","2014-04-30","Details",""
"70","Extreme Venture Partners","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
"71","BDC Capital Corporation","Food.ee","6,000,000","venture","2016-01-03","Details",""
"72","VA Angels","Granify","6,000,000","convertible_note","2015-01-31","Details",""
"73","Valar Ventures","Granify","","undisclosed","2012-08-01","Details",""
"74","DreamIt Ventures","Ecquire","20,000","seed","2008-09-01","Details",""
