"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Jason Kothari","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"2","Quest Venture Partners","Plumzi","3,700,000","venture","2014-06-23","Details",""
"3","Archer Gray","Dealflicks","","seed","2013-05-01","Details",""
"4","KDDI","Plumzi","","seed","2013-06-01","Details",""
"5","Rubicon Venture Capital","Dealflicks","","seed","2013-05-01","Details",""
"6","Media Camp","Storytime Studios, Inc.","","seed","2013-05-14","Details",""
"7","500 Startups","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"8","Media Camp","Cinemacraft","1,500,000","seed","2013-09-17","Details",""
"9","Darcy Wedd","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"10","Media Camp","ChannelMeter","","seed","2013-06-01","Details",""
"11","Alex Bartlett","Meograph","345,000","angel","2013-06-01","Details",""
"12","Fierce Capital","Cinemacraft","775,000","seed","2014-02-26","Details",""
"13","Media Camp","Chute","20,000","seed","2012-06-07","Details",""
"14","Kevin McComber","Meograph","345,000","angel","2013-06-01","Details",""
"15","500 Startups","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"16","Media Camp","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"17","Media Camp","Cinemacraft","600,000","venture","2016-03-01","Details",""
"18","Samsung Ventures","Cinemacraft","775,000","seed","2014-02-26","Details",""
"19","Michael Birch","Meograph","875,000","seed","2016-08-31","Details",""
"20","NTT DOCOMO Ventures","Cinemacraft","1,500,000","seed","2013-09-17","Details",""
"21","Warner Bros.","Storytime Studios, Inc.","500,000","seed","2014-05-06","Details",""
"22","Shawn V. Gruver","Meograph","875,000","seed","2016-08-31","Details",""
"23","Samsung Ventures","Cinemacraft","600,000","venture","2016-03-01","Details",""
"24","Ullas Naik","Meograph","760,000","seed","2015-03-09","Details",""
"25","Julie Allegro","Meograph","760,000","seed","2015-03-09","Details",""
"26","Anand Upadhye","Meograph","345,000","angel","2013-06-01","Details",""
"27","Samsung Ventures","Cinemacraft","775,000","seed","2014-02-26","Details",""
"28","Philipp Stauffer","Meograph","760,000","seed","2015-03-09","Details",""
"29","Streamlined Ventures","Meograph","875,000","seed","2016-08-31","Details",""
"30","500 Startups","Dealflicks","","seed","2012-07-31","Details",""
"31","Y Combinator","Chute","20,000","seed","2012-06-07","Details",""
"32","Cloud Power Capital","Storytime Studios, Inc.","500,000","seed","2014-05-06","Details",""
"33","Fierce Capital","Cinemacraft","775,000","seed","2014-02-26","Details",""
"34","Wefunder","Dealflicks","","seed","2013-05-01","Details",""
"35","Be Great Partners","Dealflicks","2,900,000","seed","2015-10-27","Details",""
"36","Richard Wolpert","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"37","Ajay Narula","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"38","Rob Emrich","Dealflicks","","seed","2013-05-01","Details",""
"39","KDDI Open Innovation Fund","Plumzi","","seed","2013-06-01","Details",""
"40","Media Camp","Plumzi","","seed","2013-06-01","Details",""
"41","Tyra Banks","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"42","Ashwin Gokhale","Meograph","345,000","angel","2013-06-01","Details",""
"43","Joe Fernandez","Chute","2,700,000","seed","2012-07-24","Details",""
"44","Salesforce Ventures","Chute","2,700,000","seed","2012-07-24","Details",""
"45","Fierce Capital","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"46","Media Camp","Cinemacraft","1,500,000","seed","2013-09-17","Details",""
"47","Salesforce Ventures","Chute","4,100,000","venture","2017-03-29","Details",""
"48","Ullas Naik","Meograph","875,000","seed","2016-08-31","Details",""
"49","NTT DOCOMO Ventures","Cinemacraft","600,000","venture","2016-03-01","Details",""
"50","500 Startups","Cinemacraft","600,000","venture","2016-03-01","Details",""
"51","Turner Broadcasting","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"52","Sailesh Ramakrishnan","Meograph","875,000","seed","2016-08-31","Details",""
"53","Freestyle Capital","Chute","2,700,000","seed","2012-07-24","Details",""
"54","William Lohse","SocialSamba","","angel","2011-08-01","Details","Dead"
"55","TMT Investments","Socialize","1,800,000","angel","2011-11-01","Details","Exited"
"56","500 Startups","Cinemacraft","1,500,000","seed","2013-09-17","Details",""
"57","Samsung Ventures","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"58","Fenox Venture Capital","Socialize","","angel","2012-06-01","Details","Exited"
"59","Samsung Ventures","Cinemacraft","600,000","venture","2016-03-01","Details",""
"60","rocketship.vc","Meograph","875,000","seed","2016-08-31","Details",""
"61","William Lohse","Chute","","angel","2011-08-01","Details",""
"62","Media Camp","Socialize","20,000","seed","2012-06-07","Details","Exited"
"63","Binh Tran","Chute","2,700,000","seed","2012-07-24","Details",""
"64","Battery Ventures","Chute","2,700,000","seed","2012-07-24","Details",""
"65","Maurice Werdegar","Meograph","760,000","seed","2015-03-09","Details",""
"66","Allegro Venture Partners","Meograph","760,000","seed","2015-03-09","Details",""
"67","Tekton Ventures","Chute","2,700,000","seed","2012-07-24","Details",""
"68","500 Startups","Cinemacraft","600,000","venture","2016-03-01","Details",""
"69","Western Technology Investment","Meograph","760,000","seed","2015-03-09","Details",""
"70","Semyon Dukach","Meograph","875,000","seed","2016-08-31","Details",""
"71","Larry Braitman","Meograph","760,000","seed","2015-03-09","Details",""
"72","NTT DOCOMO Ventures","Cinemacraft","600,000","venture","2016-03-01","Details",""
"73","NTT DOCOMO Ventures","Cinemacraft","3,900,000","venture","2015-02-09","Details",""
"74","Freestyle Capital","Chute","7,000,000","venture","2013-05-07","Details",""
"75","Semyon Dukach","Meograph","345,000","angel","2013-06-01","Details",""
"76","Foundry Group","Chute","7,000,000","venture","2013-05-07","Details",""
"77","U.S. Venture Partners (USVP)","Chute","7,000,000","venture","2013-05-07","Details",""
"78","Michael Randolph","Meograph","345,000","angel","2013-06-01","Details",""
"79","Fierce Capital","Cinemacraft","600,000","venture","2016-03-01","Details",""
"80","Kate Van Sprange","Meograph","760,000","seed","2015-03-09","Details",""
"81","Marc Berger","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"82","Warner Brothers Media Camp","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"83","Rosepaul Investments / RosePaul Ventures","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"84","Signatures Capital","Plumzi","3,700,000","venture","2014-06-23","Details",""
"85","David Anderman","Meograph","760,000","seed","2015-03-09","Details",""
"86","RMR Capital","Storytime Studios, Inc.","500,000","seed","2014-05-06","Details",""
"87","Media Camp","Cinecore","","seed","2013-05-01","Details",""
"88","Media Camp","Matcha","20,000","seed","2012-06-07","Details","Exited"
"89","Plug and Play","Matcha","","seed","2011-08-24","Details","Exited"
"90","Reed Morse","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"91","500 Startups","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"92","Wavemaker Partners","Dealflicks","2,900,000","seed","2015-10-27","Details",""
"93","Media Camp","Switchcam","20,000","seed","2012-06-07","Details","Dead"
"94","Peterson Ventures","Plumzi","","seed","2013-06-01","Details",""
"95","500 Startups","Cinemacraft","1,500,000","seed","2013-09-17","Details",""
"96","Mel Cutler","Meograph","760,000","seed","2015-03-09","Details",""
"97","500 Startups","Cinemacraft","500,000","seed","2013-04-24","Details",""
"98","Media Camp","SocialSamba","20,000","seed","2012-06-07","Details","Dead"
"99","Izzy and Larissa Leybovich","Meograph","345,000","angel","2013-06-01","Details",""
"100","Patrick Hammon","Meograph","345,000","angel","2013-06-01","Details",""
"101","Pulsar Venture Capital","ChannelMeter","","seed","2014-05-31","Details",""
"102","KAHM Capital","Meograph","345,000","angel","2013-06-01","Details",""
"103","Fierce Capital","Cinemacraft","600,000","venture","2016-03-01","Details",""
"104","Vikas Gupta","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"105","Media Camp","Cinemacraft","600,000","venture","2016-03-01","Details",""
"106","GVA capital","Meograph","345,000","angel","2013-06-01","Details",""
"107","Techstars","Storytime Studios, Inc.","","seed","2013-05-14","Details",""
"108","Media Camp","Dealflicks","","seed","2013-05-01","Details",""
"109","Hersh Narula","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"110","David Beyer","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"111","Niket Desai","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"112","Luminari Capital","Plumzi","","seed","2013-06-01","Details",""
"113","Jeffrey Schox","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"114","Barbara Corcoran Venture Partners","Dealflicks","2,900,000","seed","2015-10-27","Details",""
"115","500 Startups","Switchcam","","seed","2011-10-26","Details","Dead"
"116","Strong Ventures","Storytime Studios, Inc.","500,000","seed","2014-05-06","Details",""
"117","500 Startups","ChannelMeter","100,000","seed","2014-01-01","Details",""
"118","500 Startups","Dealflicks","2,900,000","seed","2015-10-27","Details",""
"119","Larry Braitman","Dealflicks","1,700,000","seed","2014-07-21","Details",""
"120","Mark Cuban","Switchcam","1,200,000","seed","2012-06-14","Details","Dead"
"121","XG Ventures","Dealflicks","","seed","2013-05-01","Details",""
"122","Federal Street Angels","Storytime Studios, Inc.","500,000","seed","2014-05-06","Details",""
