"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"33","Northstar Ventures","Givey","572,500","seed","2012-12-24","Details",""
"34","Bull Partners","Jinn","7,500,000","venture","2016-04-05","Details",""
"35","Northstar Ventures","Artspotter","19,750","seed","2011-10-11","Details",""
"36","Hotspur Capital","Odimax","21,250","seed","2011-10-11","Details",""
"37","IP Group Plc","Moltin","27,500","seed","2013-10-21","Details",""
"38","Northstar Ventures","Blooie","90,000","seed","2012-02-01","Details",""
"39","IP Group Plc","Blooie","16,250","seed","2011-10-11","Details",""
"40","IP Group Plc","Blooie","200,000","seed","2014-09-15","Details",""
"41","Hotspur Capital","Usable","21,250","seed","2011-10-11","Details","Dead"
"42","Hotspur Capital","Websand","27,500","seed","2013-10-21","Details",""
"43","IP Group Plc","SpecifiedBy","347,897","seed","2015-10-20","Details",""
"44","Doug Scott","Jinn","1,000,000","seed","2015-10-29","Details",""
"45","Northstar Ventures","Blooie","16,250","seed","2011-10-11","Details",""
"46","Northstar Ventures","Usable","90,000","seed","2012-02-06","Details","Dead"
"47","Ignite Accelerator","Reframed.tv","90,000","seed","2014-02-14","Details","Dead"
"48","Northstar Ventures","Verticly","22,500","seed","2013-10-22","Details",""
"49","Gil Dibner","Moltin","2,000,000","seed","2016-01-13","Details",""
"50","Northstar Ventures","Papertrail","59,957","seed","2016-05-06","Details",""
"51","Northstar Ventures","Papertrail","339,886","seed","2014-12-19","Details",""
"52","IP Group Plc","Reframed.tv","27,500","seed","2013-10-24","Details","Dead"
"53","Paul Mears","Fantoo","450,000","seed","2014-05-08","Details",""
"54","Hotspur Capital","Papertrail","22,500","seed","2013-10-21","Details",""
"55","IP Group Plc","KonnectAgain","27,500","seed","2013-12-03","Details",""
"56","Northstar Ventures","Verticly","255,009","seed","2015-10-19","Details",""
"57","IP Group Plc","SpecifiedBy","22,500","seed","2013-10-25","Details",""
"58","IP Group Plc","SpecifiedBy","90,000","seed","2014-03-20","Details",""
"59","IP Group Plc","SpecifiedBy","125,000","seed","2014-04-02","Details",""
"60","IP Group Plc","CrowdIPR","135,000","seed","2012-03-23","Details",""
"61","IP Group Plc","Blooie","110,000","seed","2013-12-04","Details",""
"62","Northstar Ventures","Usable","21,250","seed","2011-10-11","Details","Dead"
"63","IP Group Plc","Blooie","90,000","seed","2012-02-01","Details",""
"64","Andrew Weisz","Jinn","200,000","seed","2014-07-21","Details",""
"65","Simon Bichara","Jinn","200,000","seed","2014-07-21","Details",""
"66","Northstar Ventures","Givey","300,085","seed","2014-07-15","Details",""
"67","Doug Scott","Jinn","200,000","seed","2014-07-21","Details",""
"68","IP Group Plc","Givey","572,500","seed","2012-12-24","Details",""
"69","Northstar Ventures","Odimax","21,250","seed","2011-10-11","Details",""
"70","IP Group Plc","Odimax","21,250","seed","2011-10-11","Details",""
"71","STE Capital","Jinn","10,000,000","venture","2017-05-12","Details",""
"72","IP Group Plc","Givey","300,085","seed","2014-07-15","Details",""
"73","Elderstreet Investments","Jinn","7,500,000","venture","2016-04-05","Details",""
"74","Northstar Ventures","KonnectAgain","27,500","seed","2013-12-03","Details",""
"75","Imprimatur Capital","RentMama","50,000","debt_financing","2013-11-14","Details",""
"76","Startupbootcamp","RentMama","15,000","seed","2010-07-09","Details",""
"77","Northstar Ventures","Odimax","135,000","seed","2012-02-01","Details",""
"78","Northstar Ventures","Blooie","200,000","seed","2014-09-15","Details",""
"79","IP Group Plc","Givey","90,000","seed","2012-02-08","Details",""
"80","Hotspur Capital","Givey","16,250","seed","2011-10-11","Details",""
"81","IP Group Plc","Odimax","135,000","seed","2012-02-01","Details",""
"82","Samaipata Ventures","Jinn","10,000,000","venture","2017-05-12","Details",""
"83","Northstar Ventures","RentMama","21,250","seed","2011-10-11","Details",""
"84","Northstar Ventures","Blooie","112,500","seed","2013-03-21","Details",""
"85","IP Group Plc","Bizpora","27,500","seed","2013-10-21","Details","Exited"
"86","Start-Up Chile","Bizpora","40,000","seed","2013-02-18","Details","Exited"
"87","IP Group Plc","Usable","21,250","seed","2011-10-11","Details","Dead"
"88","Bryan Meehan","KonnectAgain","620,000","angel","2016-01-01","Details",""
"89","Laurent Laffy","Jinn","1,000,000","seed","2015-10-29","Details",""
"90","Alberto Cuevas","Jinn","200,000","seed","2014-07-21","Details",""
"91","Hotspur Capital","RentMama","21,250","seed","2011-10-11","Details",""
"92","Samaipata Ventures","Jinn","7,500,000","venture","2016-04-05","Details",""
"93","IP Group Plc","Givey","16,250","seed","2011-10-11","Details",""
"94","JXC Ventures","Jinn","7,500,000","venture","2016-04-05","Details",""
"95","Startup Bootcamp Copenhagen","RentMama","15,000","seed","2010-07-09","Details",""
"96","Laurence Marlor","Jinn","200,000","seed","2014-07-21","Details",""
"97","IP Group Plc","RentMama","21,250","seed","2011-10-11","Details",""
"98","STE Capital","Jinn","7,500,000","venture","2016-04-05","Details",""
"99","Northstar Ventures","Artspotter","90,000","seed","2012-02-06","Details",""
"100","Northstar Ventures","Givey","16,250","seed","2011-10-11","Details",""
"101","IP Group Plc","Artspotter","90,000","seed","2012-02-06","Details",""
"102","Northstar Ventures","SpecifiedBy","125,000","seed","2014-04-02","Details",""
"103","Trifecta Capital","Moltin","120,000","seed","2014-12-01","Details",""
"104","Andy Stevens","Websand","160,000","seed","2014-01-01","Details",""
"105","IP Group Plc","Fantoo","27,500","seed","2012-10-01","Details",""
"106","Northstar Ventures","OrderHarmony","90,000","seed","2013-02-20","Details",""
"107","Northstar Ventures","Moltin","27,500","seed","2013-10-21","Details",""
"108","FundersClub","Moltin","2,000,000","seed","2016-01-13","Details",""
"109","Northstar Ventures","Papertrail","22,500","seed","2013-10-21","Details",""
"110","Ronan Harris","KonnectAgain","620,000","angel","2016-01-01","Details",""
"111","Northstar Ventures","Websand","160,000","seed","2014-01-01","Details",""
"112","IP Group Plc","OrderHarmony","90,000","seed","2013-02-20","Details",""
"113","Northstar Ventures","Fantoo","27,500","seed","2012-10-01","Details",""
"114","Paddy Flynn","KonnectAgain","620,000","angel","2016-01-01","Details",""
"115","Liam Casey","KonnectAgain","620,000","angel","2016-01-01","Details",""
"116","PJ Tech","Verticly","1,100,000","venture","2016-03-30","Details",""
"117","Laurence Marlor","Websand","160,000","seed","2014-01-01","Details",""
"118","Y Combinator","Moltin","120,000","seed","2014-12-01","Details",""
"119","Northstar Ventures","CrowdIPR","200,000","seed","2013-04-01","Details",""
"120","Frontline Ventures","Moltin","2,000,000","seed","2016-01-13","Details",""
"121","FundersClub","Moltin","120,000","seed","2014-12-01","Details",""
"122","Anne Herarty","KonnectAgain","620,000","angel","2016-01-01","Details",""
"123","Hotspur Capital","Reframed.tv","27,500","seed","2013-10-24","Details","Dead"
"124","IP Group Plc","Usable","90,000","seed","2012-02-06","Details","Dead"
"125","Ignite Accelerator","Jinn","200,000","seed","2014-07-21","Details",""
"126","Northstar Ventures","Reframed.tv","27,500","seed","2013-10-24","Details","Dead"
"127","Y Combinator","Moltin","2,000,000","seed","2016-01-13","Details",""
"128","Hotspur Capital","Bizpora","27,500","seed","2013-10-21","Details","Exited"
"129","IP Group Plc","OrderHarmony","22,500","seed","2012-09-25","Details",""
"130","Northstar Ventures","SpecifiedBy","347,897","seed","2015-10-20","Details",""
"131","Techstars","KonnectAgain","620,000","angel","2016-01-01","Details",""
"132","Northstar Ventures","Blooie","110,000","seed","2013-12-04","Details",""
"133","Northstar Ventures","KonnectAgain","85,000","seed","2014-06-02","Details",""
"134","Peter Thornton","Jinn","200,000","seed","2014-07-21","Details",""
"135","Hotspur Capital","Moltin","27,500","seed","2013-10-21","Details",""
"136","IP Group Plc","Websand","160,000","seed","2014-01-01","Details",""
"137","IP Group Plc","Websand","160,000","seed","2014-03-03","Details",""
"138","IP Group Plc","Websand","27,500","seed","2013-10-21","Details",""
"139","Northstar Ventures","SpecifiedBy","22,500","seed","2013-10-25","Details",""
"140","IP Group Plc","CrowdIPR","200,000","seed","2013-04-01","Details",""
"141","Arvi Tavast","CrowdIPR","200,000","seed","2013-04-01","Details",""
