"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Ivaylo Simov","Join The Players","25,000","seed","2014-04-10","Details",""
"2","Dilyan Dimitrov","Join The Players","25,000","seed","2013-11-30","Details",""
"3","Eleven","Volofy","25,000","seed","2013-09-18","Details",""
"4","Eleven","TourVia.me","25,000","seed","2014-02-01","Details",""
"5","Eleven","Lionsharp","452,000","seed","2013-12-01","Details",""
"6","Eleven","Unioncy","25,000","seed","2013-01-07","Details",""
"7","Eleven","GymRealm","55,000","seed","2014-06-01","Details",""
"8","Eleven","Lionsharp","25,000","seed","2013-04-01","Details",""
"9","Eleven","TaxiMe","25,000","convertible_note","2014-02-01","Details",""
"10","Dilyan Dimitrov","Edgar, the storyteller","35,000","seed","2014-01-06","Details",""
"11","Eleven","Hungr.io","25,000","seed","2013-09-18","Details","Dead"
"12","Eleven","zzzzapp!","30,000","convertible_note","2014-03-01","Details",""
"13","Eleven","Eventyard","60,000","convertible_note","2013-06-01","Details",""
"14","Ivaylo Simov","Join The Players","250,000","seed","2015-11-03","Details",""
"15","Eleven","Squee","25,000","seed","2013-01-01","Details",""
"16","Michael Gutsmann","Farmia","42,000","convertible_note","2016-07-01","Details",""
"17","Eleven","Farmhopping","10,000","convertible_note","2013-12-01","Details",""
"18","Eleven","Playground Energy","25,000","seed","2012-07-31","Details",""
"19","Welltopia","GymRealm","281,000","seed","2015-07-01","Details",""
"20","Hirair and Anna Hovnanian Foundation","Lionsharp","452,000","seed","2013-12-01","Details",""
"21","Eleven","Sensika","25,000","seed","2012-09-01","Details",""
"22","Eleven","NumberPicture","25,000","seed","2013-08-01","Details",""
"23","Eleven","Playground Energy","25,000","convertible_note","2015-09-01","Details",""
"24","Thomas Peruzzi","Farmia","125,000","seed","2015-08-01","Details",""
"25","Michael Gutsmann","Farmia","125,000","seed","2015-08-01","Details",""
"26","Techstars","Vetcloud","13,000","seed","2013-08-01","Details",""
"27","Svetozar Georgiev","Join The Players","250,000","seed","2015-11-03","Details",""
"28","Christofer Solheim","Casetrek","70,000","seed","2013-10-01","Details",""
"29","Marko Vucinic","Farmia","125,000","seed","2015-08-01","Details",""
"30","Xavier Buck","Farmia","125,000","seed","2015-08-01","Details",""
"31","Eleven","Playground Energy","150,000","seed","2013-06-06","Details",""
"32","John Flood","Casetrek","70,000","seed","2013-10-01","Details",""
"33","Eleven","Yanado","25,000","seed","2014-01-28","Details",""
"34","Eleven","Skiipi","25,000","seed","2013-05-01","Details",""
"35","Eleven","GymRealm","281,000","seed","2015-07-01","Details",""
"36","Seedcamp","Farmhopping","50,000","seed","2014-01-01","Details",""
"37","Eleven","Farmia","25,000","seed","2014-08-01","Details",""
"38","Dilyan Dimitrov","Join The Players","250,000","seed","2015-11-03","Details",""
"39","Eleven","Sensika","175,000","seed","2013-02-01","Details",""
"40","Xavier Buck","Farmia","42,000","convertible_note","2016-07-01","Details",""
"41","Eleven","Wobeek","25,000","seed","2013-04-01","Details",""
"42","Bakalov Investment Group","Sensika","122,000","seed","2014-11-01","Details",""
"43","Thomas Peruzzi","Farmia","42,000","convertible_note","2016-07-01","Details",""
"44","Eleven","Filement","35,000","seed","2015-08-01","Details",""
"45","Eleven","Skiipi","25,000","seed","2015-12-01","Details",""
"46","Eleven","Sensika","25,000","convertible_note","2015-12-01","Details",""
"47","BHS Services S.A.","Farmia","125,000","seed","2015-08-01","Details",""
"48","Valeri Petrov","Join The Players","250,000","seed","2015-11-03","Details",""
"49","Eleven","Casetrek","25,000","seed","2013-04-01","Details",""
"50","Eleven","TourVia.me","25,000","convertible_note","2014-10-01","Details",""
"51","Eleven","Vetcloud","150,000","seed","2013-06-02","Details",""
"52","Eleven","MaistorPlus","25,000","convertible_note","2015-01-01","Details",""
"53","Eleven","Divesquare","25,000","seed","2013-08-01","Details",""
"54","Eleven","Lionsharp","25,000","seed","2013-08-01","Details",""
"55","Eleven","Farmhopping","25,000","seed","2012-09-01","Details",""
"56","Daniel Tomov","Edgar, the storyteller","35,000","seed","2014-01-06","Details",""
"57","Eleven","Join The Players","25,000","seed","2013-11-30","Details",""
"58","Eleven","Gruvit","25,000","seed","2013-09-11","Details","Dead"
"59","Daniel Tomov","Join The Players","250,000","seed","2015-11-03","Details",""
"60","Eleven","Edgar, the storyteller","35,000","seed","2014-01-06","Details",""
"61","Eleven","TaxiMe","250,000","seed","2014-11-01","Details",""
"62","Eleven","DataMaid","25,000","seed","2013-10-01","Details",""
"63","Eleven","Yanado","25,000","seed","2014-05-11","Details",""
"64","StartLabs","Casetrek","70,000","seed","2013-10-01","Details",""
"65","Eleven","Skiipi","25,000","seed","2013-09-01","Details",""
"66","Eleven","GymRealm","25,000","seed","2013-04-01","Details",""
"67","Startlabs Research","Casetrek","70,000","seed","2013-10-01","Details",""
"68","Eleven","Farmia","125,000","seed","2015-08-01","Details",""
"69","Eleven","Yanado","50,000","convertible_note","2014-12-01","Details",""
"70","Eleven","TourVia.me","50,000","convertible_note","2015-05-01","Details",""
"71","Eleven","MaistorPlus","50,000","seed","2013-05-01","Details",""
"72","Eleven","KeenSkim","25,000","seed","2012-09-01","Details",""
"73","Marco Houwen","Farmia","125,000","seed","2015-08-01","Details",""
"74","Eleven","Unioncy","96,000","seed","2013-12-01","Details",""
"75","Eleven","Yanado","100,000","seed","2015-12-01","Details",""
"76","Eleven","Share Your Cart","25,000","seed","2013-01-01","Details","Exited"
"77","Eleven","zzzzapp!","25,000","seed","2013-05-01","Details",""
"78","Eleven","zzzzapp!","25,000","seed","2013-08-01","Details",""
"79","Stephan Reckie","Lionsharp","452,000","seed","2013-12-01","Details",""
"80","Heiko Hubertz","Farmia","125,000","seed","2015-08-01","Details",""
"81","Eleven","Filement","25,000","seed","2013-08-01","Details",""
"82","HIVE","Lionsharp","452,000","seed","2013-12-01","Details",""
"83","Eleven","Farmhopping","50,000","convertible_note","2015-05-01","Details",""
"84","Daniel Tomov","Join The Players","25,000","seed","2013-11-30","Details",""
"85","Eleven","Vetcloud","25,000","seed","2013-05-01","Details",""
"86","Eleven","Ulympix","25,000","seed","2013-05-01","Details",""
"87","Eleven","TaxiMe","25,000","seed","2013-09-18","Details",""
"88","Eleven","Unioncy","25,000","seed","2013-05-01","Details",""
"89","Eleven","Wonder Swamp","25,000","convertible_note","2013-06-01","Details",""
"90","Eleven","Edgar, the storyteller","25,000","seed","2014-07-09","Details",""
"91","Eleven","Ulympix","25,000","seed","2012-07-31","Details",""
"92","Eleven","Playground Energy","25,000","seed","2013-02-03","Details",""
