"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"49","Blue Startups","Volta","1,875,000","seed","2014-01-09","Details",""
"50","EPIC Ventures","Volta","4,500,000","venture","2015-06-10","Details",""
"51","QueensBridge Venture Partners","Vantage Sports","700,000","venture","2014-09-01","Details",""
"52","Andrew Couch","CandyBAR","105,000","seed","2014-08-05","Details",""
"53","Blue Startups","Juicies","20,000","seed","2014-04-03","Details",""
"54","Sand Hill Angels","VRCHIVE","110,000","seed","2014-10-14","Details",""
"55","Blue Startups","Vantage Sports","700,000","venture","2014-09-01","Details",""
"56","SQN Investment Group","Volta","3,000,000","debt_financing","2015-06-10","Details",""
"57","Blue Startups","Gibi","20,000","seed","2013-09-16","Details",""
"58","500 Startups","Volta","4,500,000","venture","2015-06-10","Details",""
"59","Blue Startups","SurroundsMe","20,000","seed","2013-04-29","Details",""
"60","QueensBridge Venture Partners","Volta","1,875,000","seed","2014-01-09","Details",""
"61","Blue Startups","Freshr","10,000","seed","2015-04-07","Details",""
"62","Blue Startups","Jobrangers","20,000","seed","2014-10-17","Details",""
"63","Blue Startups","Lifestyle Rewired","10,000","seed","2014-10-17","Details",""
"64","Blue Startups","Workers On Call","20,000","seed","2013-09-13","Details",""
"65","Blue Startups","Comprendio","20,000","seed","2014-04-08","Details",""
"66","Social Starts","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"67","Blue Startups","VRCHIVE","20,000","seed","2015-05-21","Details",""
"68","Ulupono Initiative","Volta","1,875,000","seed","2014-01-09","Details",""
"69","Blue Startups","Lilikoi","10,000","seed","2014-10-17","Details",""
"70","Boost VC","VRCHIVE","110,000","seed","2014-10-14","Details",""
"71","Blue Startups","Tealet","240,000","undisclosed","2014-02-10","Details",""
"72","Blue Startups","Happy Hour Pal","50,000","seed","2014-12-23","Details",""
"73","Blue Startups","Happy Hour Pal","20,000","seed","2013-11-01","Details",""
"74","Blue Startups","Sagely","20,000","seed","2014-01-23","Details",""
"75","Structure Capital","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"76","Blue Startups","Quic","20,000","seed","2014-04-10","Details",""
"77","William Morris Agency","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"78","Blue Startups","Cultur","20,000","seed","2014-04-14","Details",""
"79","Blue Startups","MeetingSift","815,000","seed","2015-02-12","Details",""
"80","Blue Startups","Workers on Call","20,000","seed","2013-09-13","Details",""
