"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","InterWest Partners","Aptly","32,000,000","a","2008-09-30","",""
"2","Pinnacle Ventures","Aptly","32,000,000","a","2008-09-30","",""
"3","Three Arch Partners","Aptly","32,000,000","a","2008-09-30","",""
"4","Versant Ventures","Aptly","32,000,000","a","2008-09-30","",""
"5","Great Point Partners","Aptly","32,000,000","a","2008-09-30","",""
"6","Charter Life Sciences","Aptly","32,000,000","a","2008-09-30","",""
"7","Vivo Ventures","Aptly","32,000,000","a","2008-09-30","",""
"8","Blue Startups","Tealet","70,000","undisclosed","2013-03-12","Details",""
"9","Blue Startups","CandyBAR","20,000","seed","2015-03-03","Details",""
"10","500 Startups","Vantage Sports","700,000","venture","2014-09-01","Details",""
"11","Blue Startups","Ritify","20,000","seed","2013-10-16","Details","Dead"
"12","Blue Startups","Ingollow","20,000","seed","2014-04-17","Details",""
"13","EPIC Ventures","Volta","1,875,000","seed","2014-01-09","Details",""
"14","Melo7 Tech Partners llc","Vantage Sports","700,000","venture","2014-09-01","Details",""
"15","Hawaii Angels","VRCHIVE","110,000","seed","2014-10-14","Details",""
"16","Blue Startups","Focus Opus","20,000","seed","2014-04-30","Details",""
"17","Cesar Lee","Volta","4,500,000","venture","2015-06-10","Details",""
"18","QueensBridge Venture Partners","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"19","Blue Startups","Volta","50,000","seed","2013-07-01","Details",""
"20","Blue Startups","Comprendio","25,000","seed","2016-01-21","Details",""
"21","Blue Startups","Adventure Local (Advlo)","20,000","seed","2014-10-17","Details",""
"22","Wexford Capital","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"23","Blue Startups","InTouch","20,000","seed","2014-10-17","Details",""
"24","Blue Startups","benjamin","50,000","seed","2016-03-10","Details",""
"25","Blue Startups","benjamin","20,000","seed","2015-02-20","Details",""
"26","Blue Startups","Happy Hour Pal","50,000","seed","2014-12-23","Details",""
"27","Blue Startups","Volta","20,000","seed","2013-04-30","Details",""
"28","Blue Startups","Huedoku","20,000","seed","2015-04-03","Details",""
"29","Blue Startups","Happy Hour Pal","20,000","seed","2013-11-01","Details",""
"30","SF Angels Group","VRCHIVE","110,000","seed","2014-10-14","Details",""
"31","Blue Startups","VRCHIVE","110,000","seed","2014-10-14","Details",""
"32","Blue Startups","Freshr","15,000","seed","2015-12-14","Details",""
"33","eBay","Volta","1,875,000","seed","2014-01-09","Details",""
"34","XLR8UH","Comprendio","25,000","seed","2015-02-13","Details",""
"35","Blue Startups","Vantage Sports","1,600,000","venture","2014-05-08","Details",""
"36","Blue Startups","MeetingSift","20,000","seed","2013-10-31","Details",""
"37","Blue Startups","Wicked Loot","20,000","seed","2013-04-29","Details",""
"38","500 Startups","Vantage Sports","2,000,000","seed","2015-08-01","Details",""
"39","500 Startups","Tealet","","seed","2012-07-31","Details",""
"40","500 Startups","Volta","1,875,000","seed","2014-01-09","Details",""
"41","Blue Startups","eSEE/RESCUE","20,000","seed","2013-09-23","Details",""
"42","Newlands Capital","Workers On Call","150,000","seed","2013-01-02","Details",""
"43","Mike Kirkland","CandyBAR","105,000","seed","2014-08-05","Details",""
"44","Blue Startups","XMAP","20,000","seed","2013-10-07","Details",""
"45","Newlands Capital","Workers on Call","150,000","seed","2013-01-02","Details",""
"46","VegasTechFund","Tealet","240,000","undisclosed","2014-02-10","Details",""
"47","Blue Startups","Ujoin","20,000","seed","2015-03-12","Details",""
"48","Three Bridges Ventures","Volta","4,500,000","venture","2015-06-10","Details",""
