"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Battery Ventures","Kontagent","12,000,000","venture","2011-11-10","Details",""
"2","fbFund","Life360","50,000","seed","2009-05-28","Details",""
"3","Altos Ventures","Koofers","2,000,000","seed","2010-01-22","Details",""
"4","Venture51","Life360","5,500,000","venture","2011-09-01","Details",""
"5","Altos Ventures","Kontagent","12,000,000","venture","2011-11-10","Details",""
"6","Peery Foundation","Samasource","100,000","grant","2012-03-01","Details",""
"7","FF Angel LLC","Life360","1,000,000","angel","2009-11-23","Details",""
"8","Expansion Venture Capital","Life360","10,000,000","venture","2013-07-07","Details",""
"9","LaunchTime","Kontagent","1,000,000","angel","2010-04-09","Details",""
"10","500 Startups","Networked Blogs","100,000","seed","2011-01-17","Details",""
"11","Flora Family Foundation","Samasource","80,000","grant","2013-01-01","Details",""
"12","Seraph Group","Life360","5,500,000","venture","2011-09-01","Details",""
"13","Carthona Capital","Life360","50,000","seed","2009-05-28","Details",""
"14","Vinod Khosla","Vittana","","seed","2010-01-01","Details",""
"15","Business in Development Challenge","Samasource","35,000","grant","2008-09-01","Details",""
"16","Fontinalis Partners","Life360","10,000,000","venture","2013-07-07","Details",""
"17","Google","Vittana","","seed","2010-01-01","Details",""
"18","Jameson Hsu","Kontagent","1,000,000","angel","2010-04-09","Details",""
"19","Timothy Ferriss","Vittana","","seed","2010-01-01","Details",""
"20","TMT Investments","Networked Blogs","300,000","seed","2011-06-01","Details",""
"21","ADT Security","Life360","50,000,000","venture","2014-05-15","Details",""
"22","Flora Family Foundation","Samasource","20,000","grant","2010-06-30","Details",""
"23","fbFund","Twenty-20 Cricket","25,000","grant","2008-10-15","Details",""
"24","Altos Ventures","Koofers","5,000,000","venture","2010-09-29","Details",""
"25","Zelkova Ventures","Nutshell Mail","","seed","2009-05-29","Details","Exited"
"26","fbFund","GroupCard","","seed","2009-06-01","Details","Exited"
"27","BMW i Ventures","Life360","10,000,000","venture","2013-07-07","Details",""
"28","Mark Goines","Life360","1,000,000","angel","2009-11-23","Details",""
"29","Alex Hoye","RentMineOnline","50,000","seed","2007-09-01","Details","Exited"
"30","Auren Hoffman","Kontagent","1,000,000","angel","2010-04-09","Details",""
"31","Maverick Capital","Kontagent","12,000,000","venture","2011-11-10","Details",""
"32","Revolution LLC","Koofers","5,000,000","venture","2010-09-29","Details",""
"33","QED Investors","Koofers","5,000,000","venture","2010-09-29","Details",""
"34","Social Starts","Kontagent","1,000,000","angel","2010-04-09","Details",""
"35","fbFund","Nutshell Mail","","seed","2009-05-29","Details","Exited"
"36","TMT Investments","Networked Blogs","200,000","seed","2012-12-12","Details",""
"37","John Templeton Foundation","Samasource","10,000","grant","2009-10-31","Details",""
"38","LaunchCapital","Life360","5,500,000","venture","2011-09-01","Details",""
"39","Peery Foundation","Samasource","100,000","grant","2011-03-01","Details",""
"40","Peery Foundation","Samasource","100,000","grant","2010-05-31","Details",""
"41","Extreme Venture Partners","Kontagent","1,000,000","angel","2010-04-09","Details",""
"42","Fontinalis Partners","Life360","50,000,000","venture","2014-05-15","Details",""
"43","Bessemer Venture Partners","Life360","50,000,000","venture","2014-05-15","Details",""
"44","Dharmesh Shah","Life360","1,000,000","angel","2009-11-23","Details",""
"45","Seraph Group","Life360","10,000,000","venture","2013-07-07","Details",""
"46","fbFund","MyChurch","","seed","2009-06-01","Details",""
"47","Kapor Capital","Life360","5,500,000","venture","2011-09-01","Details",""
"48","500 Startups","Life360","5,500,000","venture","2011-09-01","Details",""
"49","fbFund","Workstir","","seed","2009-06-01","Details","Dead"
"50","Mike Sego","Kontagent","1,000,000","angel","2010-04-09","Details",""
"51","Expansion Venture Capital","Life360","50,000,000","venture","2014-05-15","Details",""
"52","Fontinalis Partners","Life360","5,500,000","venture","2011-09-01","Details",""
"53","fbFund","RentMineOnline","","seed","2009-06-01","Details","Exited"
"54","Altos Ventures","Kontagent","4,500,000","venture","2010-06-29","Details",""
"55","Mitchell Kapor","Vittana","","seed","2010-01-01","Details",""
"56","Bullpen Capital","Life360","5,500,000","venture","2011-09-01","Details",""
"57","Duchossois Capital Partners","Life360","50,000,000","venture","2014-05-15","Details",""
"58","Seedcamp","RentMineOnline","50,000","seed","2007-09-01","Details","Exited"
"59","Comerica Bank","Life360","2,250,000","debt_financing","2012-01-01","Details",""
"60","Singgod Foundation","Samasource","10,000","grant","2010-07-02","Details",""
"61","Maverick Capital","Kontagent","4,500,000","venture","2010-06-29","Details",""
"62","fbFund","Networked Blogs","150,000","seed","2011-01-17","Details",""
"63","DCM","Life360","10,000,000","venture","2013-07-07","Details",""
"64","Social Leverage","Life360","5,500,000","venture","2011-09-01","Details",""
"65","500 Startups","Life360","10,000,000","venture","2013-07-07","Details",""
"66","Houston Angel Network","Nutshell Mail","200,000","seed","2008-12-23","Details","Exited"
"67","New Atlantic Ventures","Koofers","2,000,000","seed","2010-01-22","Details",""
"68","fbFund","Koofers","","grant","2008-10-15","Details",""
"69","Peery Foundation","Vittana","75,000","grant","2009-12-01","Details",""
"70","LaunchCapital","Life360","1,000,000","angel","2009-11-23","Details",""
"71","Google","Life360","300,000","grant","2008-09-04","Details",""
"72","Matt Mullenweg","GroupCard","","seed","2009-06-01","Details","Exited"
"73","Peery Foundation","Vittana","125,000","grant","2010-12-01","Details",""
"74","Peery Foundation","Vittana","100,000","grant","2011-12-01","Details",""
"75","James Hong","Kontagent","1,000,000","angel","2010-04-09","Details",""
"76","LaunchBox Digital","Koofers","","seed","2008-04-01","Details",""
"77","Peery Foundation","Vittana","100,000","grant","2012-09-01","Details",""
"78","Bessemer Venture Partners","Life360","10,000,000","venture","2013-07-07","Details",""
"79","Yee Lee","GroupCard","","seed","2009-06-01","Details","Exited"
"80","Rich Barton","Vittana","","seed","2010-01-01","Details",""
"81","fbFund","RunThere","","seed","2009-06-01","Details",""
"82","DCM","Life360","50,000,000","venture","2014-05-15","Details",""
"83","Bessemer Venture Partners","Life360","5,500,000","venture","2011-09-01","Details",""
"84","Peery Foundation","Samasource","100,000","grant","2013-03-01","Details",""
"85","Rockefeller Foundation","Samasource","867,200","grant","2008-12-31","Details",""
"86","Peery Foundation","Vittana","125,000","grant","2010-12-01","Details",""
"87","500 Startups","Networked Blogs","150,000","seed","2011-01-17","Details",""
"88","New Atlantic Ventures","Koofers","5,000,000","venture","2010-09-29","Details",""
"89","Duchossois Capital Partners","Life360","7,000,000","venture","2013-12-17","Details",""
"90","Lighthouse Capital Partners","Life360","2,250,000","debt_financing","2012-01-01","Details",""
"91","Peery Foundation","Vittana","100,000","grant","2013-09-01","Details",""
"92","Greg Thomson","Kontagent","1,000,000","angel","2010-04-09","Details",""
"93","Band of Angels","Life360","1,000,000","angel","2009-11-23","Details",""
"94","Seraph Group","Life360","1,000,000","angel","2009-11-23","Details",""
