"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"45","Correlation Ventures","kwik","3,000,000","seed","2016-06-22","Details",""
"46","Polytech Ecosystem Venture","kwik","3,000,000","seed","2016-06-22","Details",""
"47","Eyal Shaked","Splacer","1,400,000","seed","2015-07-01","Details",""
"48","NFX Guild","Merlin","120,000","seed","2015-12-01","Details",""
"49","FLOODGATE","Airbanq","3,350,000","seed","2016-09-07","Details",""
"50","Western Technology Investment","Finrise","5,300,000","seed","2016-10-19","Details",""
"51","Hillsven Capital","Honeybook","22,000,000","venture","2015-03-05","Details",""
"52","NFX Guild","Synereo","120,000","venture","2016-06-01","Details",""
"53","iAngels","kwik","120,000","seed","2015-12-01","Details",""
"54","Mayfield Fund","Finrise","5,300,000","seed","2016-10-19","Details",""
"55","Bradley Gallo","Frisbee","1,050,000","seed","2016-08-23","Details",""
"56","iAngels","Outdoorsy","120,000","seed","2015-12-01","Details",""
"57","Jack Herrick","Finrise","5,300,000","seed","2016-10-19","Details",""
"58","Plug and Play","kwik","3,000,000","seed","2016-06-22","Details",""
"59","NFX Guild","kwik","120,000","seed","2015-12-01","Details",""
"60","NFX Guild","Finrise","5,300,000","seed","2016-10-19","Details",""
"61","Avison Young","Liquidspace","14,000,000","venture","2014-10-30","Details",""
"62","NFX Guild","kwik","120,000","seed","2015-11-27","Details",""
"63","NFX Guild","Headnote","370,000","seed","2016-09-08","Details",""
"64","Bee Partners","Airbanq","3,350,000","seed","2016-09-07","Details",""
"65","Rick Marini","Finrise","5,300,000","seed","2016-10-19","Details",""
"66","Ben Narasin","Honeybook","10,000,000","venture","2014-09-22","Details",""
"67","Relay Ventures","kwik","3,000,000","seed","2016-06-22","Details",""
"68","Sam Ben Avraham","Splacer","1,400,000","seed","2015-07-01","Details",""
"69","Gorali Management & Holdings","Unlimited Reality","400,000","seed","2017-01-01","Details",""
"70","NFX Guild","Materialist","120,000","seed","2017-03-02","Details",""
"71","Jeff Bonforte","Finrise","5,300,000","seed","2016-10-19","Details",""
"72","Wti Holding UK LLP","Finrise","5,300,000","seed","2016-10-19","Details",""
"73","Norwest Venture Partners - NVP","kwik","3,000,000","seed","2016-06-22","Details",""
"74","Matt Humphrey","Finrise","5,300,000","seed","2016-10-19","Details",""
"75","iAngels","Missionmark","1,500,000","seed","2016-09-08","Details",""
"76","SeventySix Capital","kwik","3,000,000","seed","2016-06-22","Details",""
"77","Carmel Ventures","Splacer","1,400,000","seed","2015-07-01","Details",""
"78","SierraMaya360","Liquidspace","14,000,000","venture","2014-10-30","Details",""
"79","Sam Hodges","Finrise","5,300,000","seed","2016-10-19","Details",""
"80","Shlomo Kramer","Splacer","1,400,000","seed","2015-07-01","Details",""
"81","iAngels","Unlimited Reality","400,000","seed","2017-01-01","Details",""
"82","SV Angel","Frisbee","1,050,000","seed","2016-08-23","Details",""
"83","Nexus Venture Partners","CricketHealth","950,000","convertible_note","2015-06-11","Details",""
"84","NFX Guild","Genome Compiler","5,750,000","venture","2015-06-01","Details","Exited"
"85","NFX Guild","CricketHealth","120,000","seed","2015-05-30","Details",""
"86","Nexus Venture Partners","CricketHealth","2,600,000","seed","2016-01-28","Details",""
"87","Greylock Partners","Liquidspace","6,000,000","venture","2013-01-15","Details",""
"88","BoxGroup","CricketHealth","2,600,000","seed","2016-01-28","Details",""
"89","Brainchild Holdings","CricketHealth","950,000","convertible_note","2015-06-11","Details",""
"90","NFX Guild","CricketHealth","2,600,000","seed","2016-01-28","Details",""
"91","Uri Levine","FairFly","","seed","2015-01-01","Details",""
"92","Blumberg Capital","FairFly","4,500,000","seed","2016-06-01","Details",""
"93","DreamFunded","Liquidspace","14,000,000","venture","2014-10-30","Details",""
"94","Techammer","CricketHealth","2,600,000","seed","2016-01-28","Details",""
"95","CBRE Group","Liquidspace","1,300,000","venture","2013-05-09","Details",""
"96","Plarium.com","Unlimited Reality","1,700,000","seed","2014-06-01","Details",""
"97","NFX Guild","Blueberry","375,000","seed","2015-12-01","Details",""
"98","Shasta Ventures","Liquidspace","3,600,000","venture","2011-05-10","Details",""
"99","Emery Capital","FairFly","4,500,000","seed","2016-06-01","Details",""
"100","Bee Partners","Airbanq","750,000","angel","2014-04-30","Details",""
"101","Steelcase","Liquidspace","14,000,000","venture","2014-10-30","Details",""
"102","NFX Guild","Alto","120,000","seed","2017-03-02","Details",""
"103","NFX Guild","Missionmark","1,500,000","seed","2016-09-08","Details",""
"104","First Round","Airbanq","3,350,000","seed","2016-09-07","Details",""
"105","Hillsven Capital","Honeybook","10,000,000","venture","2014-09-22","Details",""
"106","FLOODGATE","Liquidspace","6,000,000","venture","2013-01-15","Details",""
"107","SierraMaya360","Liquidspace","","venture","2014-07-22","Details",""
"108","Reid Hoffman","Liquidspace","1,300,000","seed","2010-12-21","Details",""
"109","Joseph Malchow","Frisbee","1,050,000","seed","2016-08-23","Details",""
"110","NFX Guild","Sounds","120,000","seed","2017-03-02","Details",""
"111","iAngels","Blueberry","375,000","seed","2015-12-01","Details",""
"112","NFX Guild","Splacer","7,300,000","venture","2016-09-09","Details",""
"113","Ev Williams","Honeybook","10,000,000","venture","2014-09-22","Details",""
"114","Aleph","Honeybook","22,000,000","venture","2015-03-05","Details",""
"115","Shasta Ventures","Liquidspace","6,000,000","venture","2013-01-15","Details",""
"116","Eric Kagan","Honeybook","22,000,000","venture","2015-03-05","Details",""
"117","Steelcase","Liquidspace","1,300,000","venture","2013-05-09","Details",""
"118","NFX Guild","Motivate","1,500,000","venture","2016-09-09","Details",""
"119","NFX Guild","HackerBay","220,000","seed","2016-09-08","Details",""
