"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Wayra","Woopie","65,000","grant","2013-09-01","Details",""
"2","Wayra","Woopie","50,000","seed","2012-10-01","Details",""
"3","M25 Group","Hearken","700,000","seed","2015-10-05","Details",""
"4","Granatus Ventures","News Deeply","2,500,000","seed","2015-04-01","Details",""
"5","Matter","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"6","Matter","MADE","50,000","seed","2013-10-11","Details",""
"7","FOUNDER.org","Stringr","1,500,000","seed","2015-12-01","Details",""
"8","Rick Thompson","Stringr","1,500,000","seed","2015-12-01","Details",""
"9","Associated Press","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"10","Matthew Siegel","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"11","Pulsar Venture Capital","ChannelMeter","","seed","2014-05-31","Details",""
"12","Razmig Hovaghimian","News Deeply","2,500,000","seed","2015-04-01","Details",""
"13","Media Camp","ChannelMeter","","seed","2013-06-01","Details",""
"14","HIVE","News Deeply","2,500,000","seed","2015-04-01","Details",""
"15","Lena Street","Hearken","700,000","seed","2015-10-05","Details",""
"16","Russell Hirsch","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"17","Matter","Stringr","1,500,000","seed","2015-12-01","Details",""
"18","Giles Goodwin","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"19","Fresco Capital","News Deeply","2,500,000","seed","2015-04-01","Details",""
"20","Omidyar Network","News Deeply","2,500,000","seed","2015-04-01","Details",""
"21","The New York Times","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"22","Yogen Dalal","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"23","500 Startups","ChannelMeter","100,000","seed","2014-01-01","Details",""
"24","Altpoint Ventures","The History Project (THP)","2,000,000","seed","2015-11-04","Details",""
"25","Wayra","Woopie","30,000","convertible_note","2013-09-01","Details",""
