"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Flashstarts","Bracketr","25,000","seed","2014-06-15","Details",""
"2","Flashstarts","BOLD Guidance","450,000","seed","2014-03-17","Details",""
"3","Flashstarts","Crowdentials","20,000","seed","2013-06-03","Details",""
"4","Techstars","Remesh","1,075,000","angel","2014-12-10","Details",""
"5","Flashstarts","Remesh","1,075,000","angel","2014-12-10","Details",""
"6","Generate Ventures","Remesh","1,075,000","angel","2014-12-10","Details",""
"7","North Coast Angel Fund","Trailhead CFR now Complion","1,225,661","venture","2015-02-10","Details",""
"8","Rev1 Ventures","Trailhead CFR now Complion","1,600,000","venture","2016-07-22","Details",""
"9","Flashstarts","Trailhead CFR now Complion","450,000","seed","2014-03-17","Details",""
"10","Steve Potash","Remesh","1,075,000","angel","2014-12-10","Details",""
"11","Flashstarts","AProofed","20,000","seed","2013-06-01","Details",""
"12","Flashstarts","StemPowerKids","25,000","seed","2014-05-27","Details",""
"13","Flashstarts","Travel Later","25,000","angel","2014-05-01","Details",""
"14","Flashstarts","Lufthouse","25,000","seed","2014-05-15","Details",""
"15","Flashstarts","BOLD Guidance","39,000","angel","2013-06-01","Details",""
"16","Flashstarts","Class6ix","25,000","seed","2014-06-09","Details",""
"17","Kent State University, Kent","Remesh","1,075,000","angel","2014-12-10","Details",""
"18","Rev1 Ventures","Trailhead CFR now Complion","","private_equity","2015-10-02","Details",""
"19","Mark Corrado","Remesh","1,075,000","angel","2014-12-10","Details",""
"20","Charles Stack","Remesh","1,075,000","angel","2014-12-10","Details",""
"21","WorldQuant","Remesh","1,075,000","angel","2014-12-10","Details",""
"22","Flashstarts","Curiosidy","20,000","seed","2013-06-01","Details",""
"23","Flashstarts","KnotProfit","25,000","seed","2014-05-01","Details",""
"24","Flashstarts","Smooth","20,000","seed","2013-06-03","Details",""
"25","Flashstarts","Vestor","25,000","seed","2014-05-01","Details",""
"26","Flashstarts","Trailhead CFR now Complion","20,000","angel","2013-06-01","Details",""
"27","LionBird","Remesh","2,250,000","seed","2017-04-07","Details",""
"28","Flashstarts","Crowdentials","300,000","seed","2014-03-17","Details",""
"29","Flashstarts","Mango","25,000","seed","2014-05-21","Details",""
