"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Startupbootcamp Amsterdam","Undagrid","15,000","seed","2014-02-27","Details",""
"2","Startupbootcamp","Archify","15,000","seed","2011-09-05","Details","Dead"
"3","Startupbootcamp Amsterdam","TagTagCity","15,000","seed","2013-10-14","Details",""
"4","Open Data Incubator Europe","AVUXI","100,000","grant","2016-04-01","Details",""
"5","Startupbootcamp Amsterdam","BeeStar","20,000","seed","2013-10-14","Details",""
"6","Startupbootcamp","Fanarchy","15,000","seed","2012-07-01","Details","Dead"
"7","Startupbootcamp","Brand Gauge","15,000","seed","2013-12-10","Details",""
"8","Startupbootcamp","Skynet Labs","12,000","seed","2012-03-12","Details",""
"9","SOSV","Skynet Labs","","seed","2012-01-01","Details",""
"10","Ralf Baumann","Flux","60,000","angel","2014-04-01","Details",""
"11","Private Funding","Videostir","777,000","seed","2014-07-01","Details",""
"12","Startupbootcamp Smart Transportation & Energy Berlin","High-Mobility","15,000","seed","2013-08-05","Details",""
"13","Marco Valta","Avuba","15,000","seed","2013-08-05","Details",""
"14","Javest Investment Fund","Localsensor","300,000","seed","2013-11-06","Details",""
"15","Startupbootcamp","12mass","15,000","seed","2013-12-10","Details",""
"16","Tom Buehlmann","Streetvite","370,000","seed","2014-04-23","Details",""
"17","Startupbootcamp","Leapfunder","15,000","seed","2015-02-27","Details",""
"18","Startupbootcamp","Kiggit","15,000","seed","2013-08-02","Details",""
"19","Startupbootcamp Smart Transportation & Energy Berlin","Avuba","15,000","seed","2013-08-05","Details",""
"20","Startupbootcamp","Myrio","15,000","seed","2011-05-22","Details",""
"21","Eric van der Maten","Iristrace","50,000","seed","2015-06-23","Details",""
"22","Javest Investment Fund","TagTagCity","1,500,000","venture","2014-03-05","Details",""
"23","Wayra","AVUXI","200,000","grant","2014-12-15","Details",""
"24","Startupbootcamp","7write","15,000","seed","2013-04-02","Details",""
"25","Startupbootcamp","OneLoudr","15,000","seed","2011-09-05","Details",""
"26","Startupbootcamp","TeachNgo","15,000","seed","2013-01-02","Details",""
"27","Accelerace","Roozz","5,000,000","seed","2012-09-18","Details","Dead"
"28","Startupbootcamp","Thingies","15,000","seed","2013-01-27","Details",""
"29","Janneke Niessen","7write","250,000","seed","2013-06-25","Details",""
"30","SURGE Accelerator","Skynet Labs","30,000","seed","2013-02-01","Details",""
"31","Hampus Jakobsson","EasySize","","angel","2015-01-01","Details",""
"32","Startupbootcamp","Dittit","15,000","seed","2012-07-01","Details","Exited"
"33","Industrifonden","TrialBee","5,000,000","venture","2015-03-20","Details",""
"34","BOM Capital","SendCloud","2,000,000","venture","2016-02-24","Details",""
"35","Hans Veldhuizen","LayerGloss","300,000","seed","2013-11-15","Details",""
"36","SV Angel","BabyWatch","4,500,000","venture","2014-06-01","Details",""
"37","Startupbootcamp","Capsule.fm","15,000","seed","2012-08-03","Details",""
"38","Startupbootcamp","myMedScore","15,000","seed","2013-02-26","Details",""
"39","Teodoro D'Ambrosio","Avuba","550,000","undisclosed","2014-04-28","Details",""
"40","Startupbootcamp","Leapfunder","15,000","seed","2014-02-27","Details",""
"41","Startupbootcamp Amsterdam","Giaura","15,000","seed","2014-02-27","Details",""
"42","Startupbootcamp","LayerGloss","15,000","seed","2012-04-04","Details",""
"43","Ziclo Inversiones Alvarez Santamaría SL","Iristrace","320,000","convertible_note","2016-02-20","Details",""
"44","Mariano Torrecilla","Linkovery","30,000","seed","2010-06-01","Details",""
"45","Eric van der Maten","Iristrace","50,000","seed","2014-09-01","Details",""
"46","Startupbootcamp","TheName.is","15,000","seed","2013-01-27","Details",""
"47","Startupbootcamp","Presentain","20,000","seed","2013-04-02","Details",""
