"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"107","Ken Goldman","Comeet","1,200,000","seed","2016-06-26","Details",""
"108","SineWave Ventures","Sentinel","25,000,000","venture","2015-10-13","Details",""
"109","Rick Marini","HoneyBook","10,000,000","venture","2014-09-22","Details",""
"110","SineWave Ventures","Sentinel","70,000,000","venture","2017-01-25","Details",""
"111","The Westly Group","Sentinel","12,000,000","venture","2014-04-23","Details",""
"112","Hillsven Capital","HoneyBook","10,000,000","venture","2014-09-22","Details",""
"113","Aol Ventures","Reactful","1,400,000","seed","2016-09-06","Details",""
"114","Ben Narasin","HoneyBook","10,000,000","venture","2014-09-22","Details",""
"115","Third Point Ventures","Sentinel","25,000,000","venture","2015-10-13","Details",""
"116","Aleph","HoneyBook","22,000,000","venture","2015-03-05","Details",""
"117","Carthona Capital","HoneyBook","22,000,000","venture","2015-03-05","Details",""
"118","Accel","Sentinel","2,500,000","seed","2013-08-08","Details",""
"119","Jack Levin","Peer5","","angel","2014-07-22","Details",""
"120","Phi Square Holdings","Reactful","1,400,000","seed","2016-09-06","Details",""
"121","Norwest Venture Partners - NVP","HoneyBook","14,000,000","venture","2016-06-08","Details",""
"122","ZenStone Venture Capital","Peer5","","venture","2014-10-23","Details",""
"123","Eric Kagan","HoneyBook","22,000,000","venture","2015-03-05","Details",""
"124","FG Angels","Peer5","","venture","2014-10-23","Details",""
"125","Norwest Venture Partners - NVP","HoneyBook","22,000,000","venture","2015-03-05","Details",""
"126","Shaked Ventures","Reactful","1,400,000","seed","2016-09-06","Details",""
"127","Aleph","HoneyBook","10,000,000","venture","2014-09-22","Details",""
"128","Daniel Curran","Peer5","","venture","2014-10-23","Details",""
"129","Granite Hill Capital Partners","Sentinel","70,000,000","venture","2017-01-25","Details",""
"130","Boris Putanec","Peer5","","seed","2014-01-05","Details",""
"131","Data Collective","Sentinel","70,000,000","venture","2017-01-25","Details",""
"132","Ooga Labs","HoneyBook","10,000,000","venture","2014-09-22","Details",""
"133","Sound Ventures","Sentinel","25,000,000","venture","2015-10-13","Details",""
"134","UpWest Labs","Sentinel","12,000,000","venture","2014-04-23","Details",""
"135","Nielsen Innovate","vBrand","1,000,000","seed","2015-09-01","Details",""
"136","Ev Williams","HoneyBook","10,000,000","venture","2014-09-22","Details",""
"137","Redpoint","Sentinel","70,000,000","venture","2017-01-25","Details",""
"138","Marc Bell Ventures","Peer5","","venture","2014-10-23","Details",""
"139","Streamlined Ventures","Invi","2,000,000","undisclosed","2015-07-21","Details",""
"140","UpWest Labs","Invi","2,250,000","seed","2013-06-25","Details",""
"141","Tiger Global Management","Sentinel","12,000,000","venture","2014-04-23","Details",""
"142","Microsoft Accelerator Tel Aviv","Genoox","","non_equity_assistance","2016-03-13","Details",""
"143","ClarityRay","CodersClan","820,000","seed","2015-05-05","Details",""
"144","Leon Recanati","CyberX","9,000,000","venture","2016-08-01","Details",""
"145","Atlantic Bridge","Invi","2,250,000","seed","2013-06-25","Details",""
"146","Ed Roman","UMake","700,000","seed","2015-09-01","Details",""
"147","Beth Ellyn McClendon","UMake","4,500,000","venture","2015-12-03","Details",""
"148","Oryzn Capital","Ondigo","380,000","seed","2014-02-01","Details",""
"149","Payam Zamani","Qlika","1,700,000","seed","2013-10-23","Details","Exited"
"150","UpWest Labs","PlayerDuel","","undisclosed","2012-06-13","Details","Dead"
"151","Isaac Applbaum","Neura","2,000,000","venture","2014-04-08","Details",""
"152","BlueRun Ventures","UMake","4,500,000","venture","2015-12-03","Details",""
"153","David Windley","Comeet","730,000","seed","2013-04-15","Details",""
"154","Dov Moran","Backand","360,000","angel","2013-10-13","Details",""
"155","Ralph Eschenbach","Comeet","730,000","seed","2013-04-15","Details",""
"156","Greenhouse Capital Partners","Neura","2,000,000","venture","2014-04-08","Details",""
"157","TMT Investments","Drippler","4,500,000","venture","2015-06-29","Details",""
"158","TMT Investments","Drippler","1,600,000","venture","2014-05-02","Details",""
"159","Glilot Capital Partners","CyberX","9,000,000","venture","2016-08-01","Details",""
"160","Pitango Venture Capital","Neura","2,000,000","venture","2014-04-08","Details",""
"161","UpWest Labs","CyberX","20,000","seed","2013-09-10","Details",""
"162","Jerry Brown","Comeet","730,000","seed","2013-04-15","Details",""
"163","Flint Capital","CyberX","9,000,000","venture","2016-08-01","Details",""
"164","The New York Times","KeyWee","9,100,000","venture","2015-03-24","Details",""
"165","Inimiti","Backand","1,250,000","venture","2014-04-22","Details",""
"166","UpWest Labs","Invi","750,000","seed","2012-11-14","Details",""
"167","UpWest Labs","Tradyo","","undisclosed","2012-01-01","Details",""
"168","UpWest Labs","Deja.io","200,000","seed","2010-03-01","Details",""
"169","Ken Arnold","Comeet","1,200,000","seed","2016-06-26","Details",""
"170","Nielsen Innovate","vBrand","500,000","seed","2014-09-01","Details",""
"171","Inimiti","Genoox","6,000,000","venture","2017-07-11","Details",""
"172","iAngels","Drippler","1,600,000","venture","2014-05-02","Details",""
"173","Titanium Investments","Drippler","4,500,000","venture","2015-06-29","Details",""
"174","Kaplan, naim & Co.","LiveMed","525,000","seed","2016-01-15","Details",""
"175","Granite Hill Capital Partners","Sentinel","2,500,000","seed","2013-08-08","Details",""
"176","Ken Goldman","Comeet","730,000","seed","2013-04-15","Details",""
"177","Mangrove Capital Partners","Apester (prev. Qmerce)","12,000,000","venture","2016-04-19","Details",""
"178","Reuven Agassi","Drippler","4,500,000","venture","2015-06-29","Details",""
"179","Gigi Levy-Weiss","CyberX","9,000,000","venture","2016-08-01","Details",""
"180","David Windley","Comeet","1,200,000","seed","2016-06-26","Details",""
"181","CrunchFund","CodersClan","820,000","seed","2015-05-05","Details",""
"182","Ashton Kutcher","Invi","2,250,000","seed","2013-06-25","Details",""
"183","The Junction","CodersClan","820,000","seed","2015-05-05","Details",""
"184","Inimiti","Backand","1,000,000","seed","2015-01-02","Details",""
"185","Brian McClendon","UMake","4,500,000","venture","2015-12-03","Details",""
"186","Swarth Group","CyberX","2,000,000","seed","2014-06-04","Details",""
"187","Yanki Margalit","Drippler","250,000","angel","2011-06-09","Details",""
"188","UpWest Labs","BuzzSpice","20,000","seed","2013-09-10","Details",""
"189","Blumberg Capital","Apester (prev. Qmerce)","12,000,000","venture","2016-04-19","Details",""
"190","Tal Simantov","Apester (prev. Qmerce)","5,000,000","venture","2015-07-08","Details",""
"191","Mangrove Capital Partners","Apester (prev. Qmerce)","5,000,000","venture","2015-07-08","Details",""
"192","Dov Moran","Backand","1,000,000","seed","2015-01-02","Details",""
"193","Victor de Witt","LiveMed","525,000","seed","2016-01-15","Details",""
"194","UpWest Labs","Apester (prev. Qmerce)","100,000","seed","2011-01-04","Details",""
"195","Alpha Investment","Invi","2,250,000","seed","2013-06-25","Details",""
"196","Christian Gaiser","Drippler","4,500,000","venture","2015-06-29","Details",""
"197","UpWest Labs","Veed.me","20,000","seed","2013-03-15","Details","Exited"
"198","iAngels","Backand","1,250,000","venture","2014-04-22","Details",""
"199","Gandyr Group","KeyWee","9,100,000","venture","2015-03-24","Details",""
"200","Noam Bardin","UMake","4,500,000","venture","2015-12-03","Details",""
"201","UpWest Labs","Senexx","250,000","seed","2011-03-16","Details","Exited"
"202","Inimiti","Backand","100,000","angel","2013-12-18","Details",""
"203","Glilot Capital Partners","CyberX","2,000,000","seed","2014-06-04","Details",""
"204","Ofir Azury","Neura","2,000,000","venture","2014-04-08","Details",""
"205","Hillsven Capital","Qlika","1,700,000","seed","2013-10-23","Details","Exited"
"206","Ido Yablonka","CodersClan","","seed","2014-10-02","Details",""
"207","UpWest Labs","Ondigo","20,000","angel","2013-01-01","Details",""
"208","David Assia","Drippler","250,000","angel","2011-06-09","Details",""
"209","Marker","KeyWee","9,100,000","venture","2015-03-24","Details",""
"210","Genesis Partners","Preen.me","800,000","seed","2012-10-09","Details",""
